Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H25S1V001,H25S1V002,H25S1V003,H25S1V004,H25S1V005,H25S1V006,H25S1V007,H25S1V008,H25S1V009,H25S1V010,H25S1V011,H25S1V012,H25S1V013,H25S1V014,H25S1V015,H25S1V016,H25S1V017
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,10.02.1962,10.04.1962,10.04.1962,10.09.1962,10.11.1962,10.16.1962,10.17.1962,10.17.1962,10.25.1962,11.06.1962,11.06.1962,11.29.1962,12.04.1962,12.12.1962,01.31.1963,02.05.1963,02.05.1963
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,
381,LAURIER,Quebec,1933 - 1987,25,1962.06.18,3135,e2b15c2f-35a6-4e4e-8e52-a4357fdebc0d,"CHEVRIER, Lionel",8255,0.5003,Liberal Party of Canada,"Barrister and solicitor, counsel, lawyer",,1,8,,,,,,,,,,,,,2,1,1,1,2,1,2,2,1,1,1,2,9,2,2,1,1
252,GREY NORTH,Ontario,1867 - 1966,25,1962.06.18,3159,e4fa15c2-0df0-4e72-a19e-a21d44fc87fa,"NOBLE, Percy Vermer",9890,0.5211,Progressive Conservative Party,Mink farmer,,0,3,,,,,,,,,,,,,2,2,2,2,1,9,9,9,9,9,9,9,1,9,9,2,2
428,MATAPEDIA--MATANE,Quebec,1933 - 1966,25,1962.06.18,3175,e6294e38-47d7-4019-bbef-acf607d651b3,"BELZILE, J.-Alfred",8484,0.3681,Progressive Conservative Party,Farmer,,1,2,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,9,1,1,2,2
785,VICTORIA--CARLETON,New Brunswick,1914 - 1966,25,1962.06.18,3197,e7d3aa7f-46b2-4d6c-82a4-8a11a0ea4e6e,"FLEMMING, Hugh John",10439,0.5729,Progressive Conservative Party,"Lumberman, merchant",,0,2,,1,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2
341,KINGSTON,Ontario,1952 - 1966,25,1962.06.18,3198,e81f2b3f-dd8a-4895-817a-2f40508c6972,"BENSON, Edgar John",16828,0.5241,Liberal Party of Canada,Chartered accountant,,0,1,,,,,,,,,,,,,2,1,1,1,2,1,2,2,1,1,1,2,9,2,2,1,1
327,KENT,New Brunswick,1867 - 1966,25,1962.06.18,3222,e97674cf-040a-463c-9342-0e91fba38fbf,"CROSSMAN, Guy",5514,0.5113,Liberal Party of Canada,Contractor,,0,1,,,,,,,,,,,,,2,1,1,1,2,1,2,2,1,1,1,9,9,2,2,1,1
314,JACQUES-CARTIER--LASALLE,Quebec,1952 - 1966,25,1962.06.18,3224,e9a7c46c-7a67-4fe2-9207-30f5048525f4,"ROCK, Raymond",34232,0.4915,Liberal Party of Canada,Businessman,,1,1,,,,,,,,,,,,,2,1,1,1,2,1,2,2,1,1,1,2,9,2,2,1,1
719,SWIFT CURRENT--MAPLE CREEK,Saskatchewan,1953 - 1987,25,1962.06.18,3229,ea15e986-181c-402f-bf65-bc92ca3608db,"MCINTOSH, Jack",10814,0.4105,Progressive Conservative Party,Merchant,,0,2,,,,,,,,,Scotland,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2
175,DIGBY--ANNAPOLIS--KINGS,Nova Scotia,1952 - 1966,25,1962.06.18,3234,ea30e79d-1feb-461a-bbea-b3e5a570ee30,"NOWLAN, George C.",17499,0.526,Progressive Conservative Party,"Barrister, lawyer",,0,6,,1,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,9,9,1,1,2,2
111,CAPE BRETON SOUTH,Nova Scotia,1924 - 1966,25,1962.06.18,3240,eb1f264f-a92e-4bc5-a5da-0ac8c84dbd5c,"MACINNIS, Malcolm Vic",17409,0.4489,New Democratic Party,Educator,,0,1,,,,,,,,,,,,,2,1,1,1,2,2,1,2,2,2,1,9,9,2,2,1,1
299,HURON,Ontario,1952 - 1974,25,1962.06.18,3245,eb52e405-9f56-43e3-ab3e-e41da2f14356,"CARDIFF, Elston",11562,0.5172,Progressive Conservative Party,Farmer,,0,7,,,,,,,,,,,,,2,2,2,9,1,1,1,1,9,2,2,2,1,9,1,2,2
287,HOCHELAGA,Quebec,1867 - 1978,25,1962.06.18,3252,ebc81d23-63ec-4a55-8c16-41409909d5c5,"EUDES, Raymond",13220,0.5045,Liberal Party of Canada,Lawyer,,1,7,,,,,,,,,,,,,2,1,1,1,2,9,2,2,1,1,1,9,9,2,2,1,1
153,COLCHESTER--HANTS,Nova Scotia,1933 - 1966,25,1962.06.18,3256,ebe4209a-5aed-4693-9b43-ab20652105c5,"KENNEDY, Cyril F.",14128,0.4776,Progressive Conservative Party,"Building contractor, businessman, lumberman",,0,3,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2
536,PARRY SOUND--MUSKOKA,Ontario,1947 - ,25,1962.06.18,3268,ed12247f-6e06-4e1a-ab17-7b5e98dc6247,"AIKEN, Gordon Harvey",13135,0.5131,Progressive Conservative Party,"Barrister, judge",,0,3,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,9,1,1,1,2,2
364,LAMBTON WEST,Ontario,1882 - 1966,25,1962.06.18,3271,ed333ee6-1adf-42da-99a4-a5466ba29c7c,"FOY, Walter Frank",14292,0.4417,Liberal Party of Canada,Life underwriter,,0,1,,,,,,,,,,,,,2,1,1,1,2,1,2,2,1,9,9,2,9,2,2,1,1
255,GREY--BRUCE,Ontario,1933 - 1966,25,1962.06.18,3289,ee34a701-dbc0-4d2e-b4dc-8607224124bd,"WINKLER, Eric Alfred",10514,0.575,Progressive Conservative Party,Retail merchant,,0,3,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2
241,GLENGARRY--PRESCOTT,Ontario,1952 - 1970,25,1962.06.18,3322,f0bd74bf-83e1-4da8-8daf-87543b8661d3,"ETHIER, Viateur",11043,0.5432,Liberal Party of Canada,"Businessman, merchant",,1,1,,,,,,,,,,,,,2,1,1,1,2,1,2,2,1,1,1,9,9,2,2,1,1
510,OKANAGAN--REVELSTOKE,British Columbia,1952 - 1966,25,1962.06.18,3328,f118580e-d0c4-4e72-b757-1c180cf7cfea,"FLEMING, Stuart A.",5265,0.3406,Progressive Conservative Party,Wholesaler,,0,2,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2
625,ROYAL,New Brunswick,1914 - 1966,25,1962.06.18,3351,f320ac0c-d005-4580-8424-bd9524e95491,"FAIRWEATHER, Gordon",9805,0.5304,Progressive Conservative Party,Lawyer,,0,1,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,9,1,1,9,2,2
697,SPRINGFIELD,Manitoba,1914 - 1966,25,1962.06.18,3359,f424ac2e-7c34-4375-a273-88c4cb64b00e,"SLOGAN, Joe",8052,0.404,Progressive Conservative Party,Dentist,,0,2,,,,,,,,,,,,,2,2,2,2,1,9,9,9,1,2,2,2,1,9,1,2,2
202,EDMONTON--STRATHCONA,Alberta,1952 - ,25,1962.06.18,3367,f52b315d-220a-46b9-903a-008063ef0fd1,"NUGENT, Terry",16030,0.3439,Progressive Conservative Party,"Barrister, lawyer",,0,2,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2
512,ONTARIO,Ontario,1924 - 1996,25,1962.06.18,3383,f6513c37-51de-4336-8b57-b883c2d3944d,"STARR, Michael",23158,0.4276,Progressive Conservative Party,"Businessman, clerk",,0,5,,1,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2
70,BRANTFORD,Ontario,1947 - 1966,25,1962.06.18,3395,f74a603a-7515-4332-82a0-29a7a41643db,"BROWN, James E.",11475,0.4535,Liberal Party of Canada,Lawyer,,0,2,,,,,,,,,,,,,2,1,1,1,9,1,2,2,1,9,9,9,1,2,2,1,1
802,WENTWORTH,Ontario,1903 - 1966,25,1962.06.18,3401,f7935f3f-ff5e-4892-a03c-cfafb70eb75b,"SAMS, Joseph Reed",17050,0.3361,Progressive Conservative Party,Insurance agent,,0,1,,,,,,,,,United States,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,9,1,2,2
164,CUMBERLAND,Nova Scotia,1867 - 1966,25,1962.06.18,3414,f8c074be-3032-4ab6-af4f-11618169c92a,"COATES, Robert C.",9524,0.5074,Progressive Conservative Party,"Author, barrister, lawyer",,0,3,,,,,,,,,,,,,2,2,2,2,1,9,9,9,1,2,2,2,1,1,1,2,2
814,WETASKIWIN,Alberta,1924 - ,25,1962.06.18,3428,fa30d9fe-b7a8-46b6-8acb-9782c3346878,"MOORE, Harry A.",9204,0.4541,Progressive Conservative Party,"Dairy farmer, teacher",,0,1,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2
85,BURIN--BURGEO,Newfoundland and Labrador,1949 - 1976,25,1962.06.18,3429,fa35eab4-2838-4cc0-a8fb-67604ad16c62,"CARTER, Chesley William",12533,0.7985,Liberal Party of Canada,"Businessman, director",,0,5,,,,,,,,,,,,,2,1,1,1,2,1,2,2,1,1,1,2,1,2,2,1,1
123,CARLETON,Ontario,1867 - 1966,25,1962.06.18,3444,fbe6eee5-e685-43a1-be96-3792f9e4edc4,"BELL, Richard Albert",32125,0.5166,Progressive Conservative Party,Barrister,,0,3,,1,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2
367,LANARK,Ontario,1914 - 1966,25,1962.06.18,3456,fd119eff-0d21-4703-9085-9fe33c43a80d,"DOUCETT, George H.",10462,0.57,Progressive Conservative Party,"Farmer, insurance broker",,1,3,,,,,,,,,,,,,2,2,2,2,1,9,9,9,1,2,2,2,1,1,1,2,2
281,HASTINGS--FRONTENAC,Ontario,1952 - 1966,25,1962.06.18,3463,fda62c6e-700b-4eb6-85df-77ed486b373e,"WEBB, Rod",12396,0.5982,Progressive Conservative Party,"Electrician, merchant",,0,2,,,,,,,,,,,,,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2
