Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H26S1V001,H26S1V002,H26S1V003,H26S1V004,H26S1V005,H26S1V006,H26S1V007,H26S1V008,H26S1V009,H26S1V010,H26S1V011,H26S1V012,H26S1V013,H26S1V014,H26S1V015,H26S1V016,H26S1V017,H26S1V018,H26S1V019,H26S1V020,H26S1V021,H26S1V022,H26S1V023,H26S1V024,H26S1V025,H26S1V026,H26S1V027,H26S1V028,H26S1V029,H26S1V030,H26S1V031,H26S1V032,H26S1V033,H26S1V034,H26S1V035,H26S1V036,H26S1V037,H26S1V038,H26S1V039,H26S1V040,H26S1V041,H26S1V042,H26S1V043,H26S1V044,H26S1V045,H26S2V001,H26S2V002,H26S2V003,H26S2V004,H26S2V005,H26S2V006,H26S2V007,H26S2V008,H26S2V009,H26S2V010,H26S2V011,H26S2V012,H26S2V013,H26S2V014,H26S2V015,H26S2V016,H26S2V017,H26S2V018,H26S2V019,H26S2V020,H26S2V021,H26S2V022,H26S2V023,H26S2V024,H26S2V025,H26S2V026,H26S2V027,H26S2V028,H26S2V029,H26S2V030,H26S2V031,H26S2V032,H26S2V033,H26S2V034,H26S2V035,H26S2V036,H26S2V037,H26S2V038,H26S2V039,H26S2V040,H26S2V041,H26S2V042,H26S2V043,H26S2V044,H26S2V045,H26S2V046,H26S2V047,H26S2V048,H26S2V049,H26S2V050,H26S2V051,H26S2V052,H26S2V053,H26S2V054,H26S2V055,H26S2V056,H26S2V057,H26S2V058,H26S3V001,H26S3V002,H26S3V003,H26S3V004,H26S3V005,H26S3V006,H26S3V007,H26S3V008,H26S3V009,H26S3V010,H26S3V011,H26S3V012,H26S3V013,H26S3V014,H26S3V015,H26S3V016,H26S3V017,H26S3V018,H26S3V019,H26S3V020,H26S3V021
1268,TROIS-RIVIERES,Quebec,1947 - 1972,26,1963.04.08-1965.04.06,2695,c17c9546-ec4f-47a5-95a7-27b20ceb25f5,"BALCER, Leon",14558,0.4469,Progressive Conservative Party,Lawyer,,1,6,1,,,1,,,,,,,,,1,9,9,9,1,2,2,1,1,9,9,1,9,9,9,2,1,1,9,1,1,9,9,9,9,9,2,9,1,2,9,9,2,1,9,1,1,1,2,1,9,2,1,2,1,9,9,9,9,2,1,1,2,9,1,2,1,1,2,2,1,9,1,9,9,9,9,1,9,2,9,9,2,9,2,9,1,2,2,1,2,9,9,2,9,2,2,1,2,9,1,2,9,2,2,9,9,9,2,1,1,1,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
1268,TROIS-RIVIERES,Quebec,1947 - 1972,26,1965.04.07,2695.1,c17c9546-ec4f-47a5-95a7-27b20ceb25f5,"BALCER, Leon",14558,0.4469,Independent,Lawyer,,1,6,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,2,9,2,1,2,2,9,9,9,9,1,2,1,1,9,2,1,2
388,LEEDS,Ontario,1903 - 1976,26,1963.04.08,2697,c18f3e42-26b2-4238-a086-43f72b806f2f,"MATHESON, John R.",12113,0.5503,Liberal Party of Canada,"Barrister, judge, lawyer",,0,3,,,,,,,,,,,,,2,2,9,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,9,9,2,2,1,1,2,2,2,2,2,2,9,9,9,9,1,1,1,2,9,9,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,9,9,2,9,1,2,1,2,1,2,9,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,2,9,9,9,1,2,2,2,2,1,1,1,9,2,2,2,1,9,2,1,2
443,MIDDLESEX WEST,Ontario,1867 - 1966,26,1963.04.08,2699,c1a3b80a-5f76-4af9-bcc3-4b7837e4553e,"THOMAS, W.H.A.",10247,0.485,Progressive Conservative Party,"Educator, farmer",,0,4,,,,,,,,,,,,,1,1,2,2,1,9,9,1,1,1,2,9,9,1,1,9,9,1,9,9,9,9,2,1,1,9,9,9,1,2,2,1,2,1,9,1,1,1,2,1,9,9,1,2,1,9,1,1,1,2,1,2,2,2,1,2,1,1,9,2,1,1,1,2,1,1,1,1,9,2,9,1,9,9,1,1,1,9,9,9,2,2,9,1,1,1,1,2,1,1,2,2,1,2,9,2,9,2,1,1,9,9,1,1,1,9,2,2,2,1,2,1,2,2,9,1,9,1,1,9,2,2,2,9
457,MONTMAGNY--L'ISLET,Quebec,1933 - 1966,26,1963.04.08,2707,c21f1180-229a-4117-a96d-eadd3dc932d4,"BERGER, Jean",7096,0.4456,Liberal Party of Canada,"Radio & t.v. commentator, reporter",,1,1,,,,,,,,,,,,,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,9,2,2,2,2,2,1,1,2,1,1,2,9,1,2,1,2,2,2,2,9,2,1,2,1,9,9,9,9,1,2,2,1,1,2,9,9,1,1,9,2,2,1,1,9,2,2,9,9,9,2,2,9,9,1,1,1,2,9,2,9,1,1,2,1,2
505,NOTRE-DAME-DE-GRACE,Quebec,1947 - 1980,26,1963.04.08,2776,c6fee03d-86a6-49e3-8efa-7b7cc8d43216,"ASSELIN, Edmund Tobin",30532,0.645,Liberal Party of Canada,"Administrator, businessman",,0,2,,,,,,,,,,,,,2,2,1,1,9,9,9,1,2,1,1,9,9,2,2,9,9,2,9,9,9,9,2,2,9,2,9,2,2,1,9,2,2,2,9,2,2,1,9,9,9,1,1,1,2,2,9,1,2,2,2,2,9,2,2,1,1,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,9,2,1,9,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,9,2,2,9,9,1,2,2,2,2,1,1,9,2,9,2,2,1,9,9,9,9
574,PROVENCHER,Manitoba,1871 - ,26,1963.04.08,2791,c7d2e66b-6107-4191-afaa-3db3cba3e5eb,"JORGENSON, Warner H.",6729,0.4611,Progressive Conservative Party,Farmer,,0,4,,,,,,,,,,,,,1,1,9,2,1,2,2,1,1,9,9,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,9,9,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,2,9,9,9,9,9,9,9,2,2,2,9,2,1,1,9,2,1,1,1,2,9,9,1,1,9,9,9,9,9,9,1,1,1,2,9,1,2,9,1,1,1,1,1,2,1,1,2,2,1,2,9,2,9,9,1,1,1,9,1,1,1,1,2,2,9,1,2,1,2,2,1,1,9,1,1,2,9,2,9,1
778,VICTORIA,Ontario,1903 - 1966,26,1963.04.08-1965.07.12,2792,c7e484d0-dcf6-45cf-84b1-9098cd9a88f1,"LAMB, Charles",10538,0.4561,Progressive Conservative Party,"Auctioneer, businessman",,0,1,,,,,,,,,,Died in office: 1965.07.12,,,1,9,2,2,1,2,2,1,1,9,9,1,9,1,1,2,1,1,2,1,1,1,2,1,1,1,9,9,1,2,2,1,2,1,1,1,1,1,9,9,1,9,9,9,1,1,1,1,1,2,1,2,2,9,1,9,9,1,9,2,1,9,1,2,1,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
503,NORTHUMBERLAND--MIRAMICHI,New Brunswick,1955 - 1987,26,1963.04.08,2807,c9078f2d-6d76-4e8a-be67-ec745bda0f91,"MCWILLIAM, George Roy",10148,0.5656,Liberal Party of Canada,"Editor, publisher",,0,6,,,1,,,,,,,,,,2,2,1,1,2,1,1,1,2,1,1,1,9,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,9,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,2,1,1,9,1,1,2,9,2,2,2,9,1,2,9,9,1,2,2,2,2,1,2,2,1,1,2,2,1,9,1,9,2,2,1,1,2,2,2,9,2,1,2,2,2,2,1,1,9,2,2,2,2,1,9,2,1,2
269,HAMILTON EAST,Ontario,1903 - 2003,26,1963.04.08,2847,cc275cc9-05f6-4a1e-9dc5-ad07470a59ef,"MUNRO, John Carr",13167,0.4691,Liberal Party of Canada,"Barrister and solicitor, lawyer",,0,2,,,1,,,,,,,,,,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,9,1,1,1,2,2,2,2,1,2,9,1,1,2,2,2,2,2,2,1,1,1,9,1,1,1,2,9,1,1,2,2,2,2,2,2,2,9,1,2,1,2,2,2,2,2,9,1,2,1,1,9,1,9,9,9,2,9,9,2,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,9,9,2,9,9,1,9,9,9,9,9,9,1,2,2,2,2,1,1,2,1,2
310,ILES-DE-LA-MADELEINE,Quebec,1947 - 1966,26,1963.04.08,2856,ccdae9f1-4746-49d5-8f16-cbfd87e911df,"SAUVE, Maurice",3053,0.6355,Liberal Party of Canada,Economist,,1,2,,1,,,,,,,,,,,2,2,1,9,2,9,9,1,2,1,9,1,9,9,2,1,1,9,1,1,1,9,2,2,9,9,9,9,2,1,9,2,2,2,2,2,2,9,9,9,9,9,9,9,2,2,1,1,2,9,9,2,2,9,9,9,9,9,1,2,2,9,9,9,9,9,2,1,9,9,9,9,2,1,2,2,9,9,1,2,1,9,9,2,2,2,2,1,2,2,1,1,2,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2,2,9,9,9,2,9,2,9,9,9,9,9,2
801,WELLINGTON--HURON,Ontario,1952 - 1966,26,1963.04.08,2865,cd67e9cc-34b1-46e7-a0e3-c60ae00845db,"HOWE, Marvin",8391,0.5466,Progressive Conservative Party,Merchant,,0,5,,,,,,,,,,,,,1,1,2,2,1,2,2,1,1,9,2,1,2,9,9,2,1,1,9,1,1,1,2,1,1,1,9,1,1,2,2,1,2,1,1,1,1,1,2,1,1,9,1,2,1,9,1,1,1,2,1,2,2,9,1,2,1,1,2,2,1,9,1,2,1,9,1,1,9,9,1,9,9,9,1,1,1,2,9,1,9,2,1,1,1,1,1,2,1,1,2,9,9,9,9,2,2,2,1,1,1,1,1,1,9,9,2,2,2,1,9,1,2,2,9,1,9,1,1,9,9,9,9,1
11,ALGOMA WEST,Ontario,1903 - 1966,26,1963.04.08,2921,d24700e7-2465-4465-a49c-7496259cf5d9,"NIXON, George Ewart",14023,0.4143,Liberal Party of Canada,Merchant,,0,8,,,,,,,,,,,,,9,9,1,9,9,9,9,1,9,9,9,1,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,2,2,1,1,2,2,2,9,9,2,2,9,9,2,9,2,2,2,2,2,9,9,2,9,9,9,9,1,2,1,2,9,9,9,9,9,1,9,1,2,9,2,2,1,2,2,1,9,9,9,9,1,9,1,2,2,1,1,2,9,2,1,2,1,9,9,2,2,1,1,9,9,9,2,9,9,1,9,9,9
62,BRANDON--SOURIS,Manitoba,1952 - ,26,1963.04.08,2922,d25060a9-6d52-4461-a569-fc17c9e6d009,"DINSDALE, Walter G.",18100,0.6047,Progressive Conservative Party,"Lecturer, social worker, teacher",,0,6,,,,,,,,,,,,,1,1,2,2,1,2,2,9,9,1,9,9,9,9,9,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,9,1,2,1,1,1,1,1,9,9,1,9,1,2,1,1,1,9,1,2,1,2,2,2,1,9,1,1,9,2,1,1,1,2,1,1,9,9,9,2,1,1,9,9,1,1,1,9,2,1,9,9,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,9,2,2,2,1,2,1,2,2,9,1,2,1,1,2,2,9,9,9
825,WINNIPEG SOUTH CENTRE,Manitoba,1924 - 1976,26,1963.04.08,2923,d2512bc7-c1b4-48ab-9772-1abe28ea07fa,"CHURCHILL, Gordon",17092,0.4259,Progressive Conservative Party,"Barrister, school principal, teacher",,0,6,,,,,,,,,,,,,1,1,2,2,1,2,2,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,9,9,9,9,2,1,2,1,1,1,1,1,2,1,2,2,2,1,2,1,1,9,2,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,9,9,2,1,2,2,1,1,2,1,1,2,2,2,2,1
623,ROSTHERN,Saskatchewan,1933 - 1966,26,1963.04.08,2924,d255b314-8143-4a4f-928f-ba36af80a4f9,"NASSERDEN, Edward",11351,0.6039,Progressive Conservative Party,"Executive director, farmer",,0,3,,,,,,,,,,,,,9,9,2,2,1,2,2,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,9,9,9,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,2,1,1,9,9,9,9,1,2,9,9,1,1,2,9,9,9,9,9,1,1,1,2,2,1,2,2,9,9,1,1,1,2,1,1,2,2,1,9,1,9,2,9,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,9,9,9,9,1,2,9,2,2,1
89,BURNABY--COQUITLAM,British Columbia,1952 - 1966,26,1963.04.08,2936,d34eb71d-3bc8-4258-8a3f-2007fa662c38,"DOUGLAS, Tommy C.",19067,0.4637,New Democratic Party,"Minister, printer",,0,4,,,,,,,,,Scotland,,,,1,2,1,2,9,2,9,2,1,9,2,9,9,2,1,2,1,1,2,2,1,1,9,9,1,9,2,2,2,2,2,2,1,2,2,1,9,1,1,1,2,2,1,2,1,1,2,9,1,9,9,9,2,9,2,1,2,1,1,2,2,2,1,1,2,2,9,9,9,2,1,1,2,2,2,1,1,1,9,9,9,9,1,2,2,1,9,2,2,2,1,2,1,2,1,2,9,9,1,1,1,1,9,1,1,1,2,1,9,9,9,9,1,1,2,1,1,1,2,9,1,1,1,9
486,NICOLET--YAMASKA,Quebec,1933 - 1966,26,1963.04.08,2975,d5bc60cd-f3bf-41b8-9769-4c1e17a5449f,"VINCENT, Clement",9438,0.4812,Progressive Conservative Party,Farmer,,1,2,,,,,,,,,,,,,1,1,2,9,9,2,2,1,1,1,2,1,2,9,9,9,9,1,9,1,1,1,2,1,1,1,2,9,1,2,9,1,2,1,9,9,9,9,2,1,9,2,1,2,1,1,1,1,1,2,1,2,9,2,1,9,9,1,2,2,1,1,1,2,1,9,9,9,9,2,2,2,9,2,1,9,1,9,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,1,1,1,1,1,1,1,9,1,2,2,1,2,1,9,2,1,1,2,1,9,9,2,2,2,1
413,MACKENZIE,Saskatchewan,1905 - 1996,26,1963.04.08,2991,d6a3fade-c097-4543-806f-c8d65b6941e3,"KORCHINSKI, Stanley James",10010,0.5712,Progressive Conservative Party,Farmer,,0,3,,,,,,,,,,,,,1,1,2,9,1,2,2,1,1,9,9,1,2,1,1,9,9,9,9,1,1,1,2,1,1,9,9,9,9,9,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,9,9,1,2,2,1,9,9,9,1,1,1,1,9,2,1,1,2,2,1,9,9,9,9,9,9,9,1,9,1,1,1,2,1,1,2,9,9,9,9,2,2,2,9,9,9,9,1,1,1,1,1,2,2,1,2,1,9,2,9,1,9,9,1,9,9,9,9,9
198,EDMONTON EAST,Alberta,1914 - 2000,26,1963.04.08,3004,d7bbbfa1-a268-4751-a2a6-91ece04c5b27,"SKOREYKO, William",13582,0.417,Progressive Conservative Party,"Businessman, service station operator",,0,3,,,,,,,,,,,,,1,1,9,9,1,2,2,1,1,9,9,9,9,1,9,9,9,9,9,9,9,9,2,1,1,1,9,1,1,2,9,9,2,1,1,1,1,1,9,9,1,9,9,9,1,9,9,1,1,2,1,2,2,2,1,9,9,9,2,9,9,9,1,2,9,9,9,9,9,2,9,9,9,9,9,1,9,2,9,9,2,9,1,9,1,1,1,9,9,9,9,9,9,9,9,2,9,9,1,1,1,1,1,1,1,9,9,9,2,1,9,1,2,2,9,9,9,9,9,9,9,9,9,9
550,PICTOU,Nova Scotia,1867 - 1966,26,1963.04.08,3005,d7ca3778-89a3-43db-b8de-b3e0445d4000,"MACEWAN, Russell",10566,0.5099,Progressive Conservative Party,Barrister and solicitor,,0,4,,,,,,,,,,,,,1,1,2,9,9,2,2,9,1,1,2,1,2,1,1,9,9,9,9,1,1,1,2,1,9,1,9,9,1,2,2,1,2,1,1,1,1,1,9,9,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,2,9,1,1,2,2,1,1,1,9,9,1,2,9,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,9,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,9,1,2,1,1,2,2,2,2,1
769,VEGREVILLE,Alberta,1924 - 1996,26,1963.04.08,3014,d88adf6c-0912-4483-aa0b-ebd6031f5cbb,"FANE, Frank J.W.",12859,0.6743,Progressive Conservative Party,Farmer,,0,3,,,,,,,,,,,,,1,1,2,2,1,2,2,1,9,2,2,1,2,1,1,2,1,1,2,1,1,9,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2,1,1,1,2,1,1,9,1,2,2,1,1,2,2,1,1,9,2,2,1,2,9,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,9,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,9,1,2,1,1,9,9,2,2,9
323,KAMOURASKA,Quebec,1867 - 1976,26,1963.04.08-1963.08.31,3020,d8d6bde5-2e3b-4564-bc25-f192232775ca,"DIONNE, Chs.-Eugene",6286,0.489,Social Credit,Labour representative,,1,2,1,,,1,,,,,,,,,1,9,1,9,9,2,1,1,9,2,2,2,9,9,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
323,KAMOURASKA,Quebec,1867 - 1976,26,1963.09.01,3020.1,d8d6bde5-2e3b-4564-bc25-f192232775ca,"DIONNE, Chs.-Eugene",6286,0.489,Ralliement Creditiste,Labour representative,,1,2,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,2,2,2,1,2,1,1,9,9,9,2,2,2,2,1,2,2,9,9,2,1,1,2,2,2,2,1,2,2,9,1,1,1,1,9,9,2,9,2,9,9,1,2,1,1,1,1,9,1,2,9,1,9,2,1,1,2,2,9,2,1,2,1,1,9,2,2,2,2,1,2,2,1,2,2,1,2,2,2,9,1,1,2,2,2,2,9,2,1,1,1,1,9,9,2,2,2,1,2,2,2,9,1,2,2,1
665,SASKATOON,Saskatchewan,1947 - 1966,26,1963.04.08-1964.03.04,3023,d8ecd825-9a8b-4a4d-a561-65a6d9381b7c,"JONES, Henry Frank",26237,0.5327,Progressive Conservative Party,Barrister,,0,4,,,,,,,,,,Died in office: 1964.03.04,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,1,2,1,1,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
213,ESSEX EAST,Ontario,1924 - 1966,26,1963.04.08,3058,dbc81dd3-47f7-4448-a205-ccbf43047e83,"MARTIN, Paul",25727,0.5982,Liberal Party of Canada,"Barrister, lawyer, lecturer",,0,9,,1,,,,,,,,,,,2,2,1,1,2,1,1,9,2,1,9,1,9,9,9,9,9,9,1,9,9,9,2,2,9,9,9,2,2,1,1,2,2,2,9,2,2,9,1,1,2,1,1,9,2,2,9,9,2,2,2,2,2,2,9,1,1,9,1,2,2,9,2,2,1,1,2,9,9,2,1,1,2,1,9,9,2,2,1,2,1,2,1,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,2,2,1,1,9,9,2,9,2,1,9,2,9,9,9,9,9,9,2,9,9,1,1,2,1,2
400,LISGAR,Manitoba,1871 - 1987,26,1963.04.08,3081,dda68826-31f6-4f89-a1c5-74cebc755c68,"MUIR, George",9698,0.5004,Progressive Conservative Party,"Farmer, registered seed grower",,0,4,,,,,,,,,,,,,1,1,2,2,1,2,2,1,1,9,2,1,9,9,9,2,1,1,2,1,1,1,2,1,1,1,2,9,1,2,2,9,2,1,1,1,1,1,2,1,1,2,9,2,1,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2,1,1,1,9,9,1,1,1,2,9,1,9,9,9,1,9,9,9,2,1,2,9,1,1,1,1,1,2,1,1,2,2,1,2,1,2,9,2,1,1,2,1,9,1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,1,2,2,9,9,1
185,DUFFERIN--SIMCOE,Ontario,1924 - 1966,26,1963.04.08,3107,e067b287-b492-4950-ad7c-55d97da0fb5d,"MADILL, J. Ellwood",10278,0.4776,Progressive Conservative Party,"Businessman, farmer, life underwriter",,0,1,,,,,,,,,,,,,1,1,2,2,1,2,2,1,1,1,2,1,2,9,9,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,9,9,9,2,1,2,1,1,1,1,1,2,1,2,2,9,1,2,1,1,2,2,1,9,1,2,1,9,9,1,9,2,1,1,2,2,1,1,1,2,2,9,2,2,1,1,1,1,1,2,1,1,2,2,1,2,1,2,9,9,1,1,1,1,1,1,9,9,9,2,2,1,9,1,2,2,1,1,2,1,1,2,9,9,2,1
614,RIMOUSKI,Quebec,1867 - 1980,26,1963.04.08-1964.04.22,3114,e0fdc099-7ad5-4e55-b9d9-baa7a6b7d0dc,"OUELLET, Gerard",12414,0.4255,Social Credit,Farmer,,1,1,1,,,1,,,,,United States,,,,1,2,1,1,2,2,1,1,2,2,1,1,9,2,9,1,1,9,1,1,1,1,9,2,2,2,9,2,2,1,9,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,2,2,9,2,2,2,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
614,RIMOUSKI,Quebec,1867 - 1980,26,1964.04.23,3114.1,e0fdc099-7ad5-4e55-b9d9-baa7a6b7d0dc,"OUELLET, Gerard",12414,0.4255,Progressive Conservative Party,Farmer,,1,1,,,,,,,,,United States,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,9,9,1,9,2,1,9,9,9,9,9,9,2,2,9,9,1,9,2,9,9,9,2,9,9,1,9,2,2,2,1,1,2,9,9,9,2,2,9,9,9,1,1,9,9,9,9,9,9,2,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9
67,BRANT--HALDIMAND,Ontario,1952 - 1966,26,1963.04.08,3115,e10ba36a-10ee-446b-b3ce-002754347a1e,"PENNELL, Larry T.",12733,0.4827,Liberal Party of Canada,Lawyer,,0,2,,1,1,,,,,,,,,,2,2,9,1,2,1,1,1,2,1,9,1,1,2,9,9,9,9,1,1,1,1,2,2,9,9,9,9,2,1,1,2,2,2,2,2,2,1,1,1,2,9,1,1,2,2,9,1,2,2,2,2,9,2,2,9,1,2,1,2,2,9,2,2,9,9,2,9,9,2,1,1,2,1,9,9,2,9,9,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,9,9,9,9,9,2,2,9,1,2,9,2,2,9,2,1,1,9,2,9,9,2,9,9,2,9,2
797,WELLINGTON SOUTH,Ontario,1867 - 1966,26,1963.04.08,3116,e1235191-27b8-4499-b7bd-eca2a725ad3b,"HALES, Alfred Dryden",11350,0.3968,Progressive Conservative Party,"Butcher and meat cutter, farmer, manufacturer, merchant",,0,4,,,,,,,,,,,,,1,1,9,2,1,2,2,9,9,1,2,1,2,9,9,2,1,1,2,1,1,9,2,1,1,1,9,1,1,2,2,1,2,1,1,1,1,1,2,1,1,9,1,2,1,9,1,1,1,2,1,2,2,9,1,2,1,1,9,2,1,1,1,2,9,9,1,9,9,2,9,9,2,2,1,9,1,2,2,1,9,9,9,1,1,1,1,2,1,1,2,2,1,2,1,2,2,9,1,1,1,9,1,1,1,9,9,2,2,1,2,1,2,2,9,1,9,1,1,2,2,2,2,1
547,PETERBOROUGH,Ontario,1952 - ,26,1963.04.08,3118,e13e3123-084b-42d9-b103-8f59262f57ec,"STENSON, Fred",11909,0.3593,Progressive Conservative Party,Farmer,,0,2,,,,,,,,,,,,,1,1,9,9,1,2,2,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,2,1,1,9,1,9,9,1,1,1,1,2,1,2,2,2,1,2,1,1,2,2,1,1,1,2,1,9,1,1,2,9,1,1,2,2,1,1,9,2,9,1,2,2,1,1,1,1,1,2,1,1,2,2,1,9,9,2,2,2,1,1,1,9,1,9,1,9,9,2,2,1,2,1,9,9,1,1,2,1,1,2,9,2,2,1
271,HAMILTON SOUTH,Ontario,1952 - 1966,26,1963.04.08,3124,e1b6b6b2-69f2-4935-a359-385893e2457d,"HOWE, William Dean",19205,0.356,New Democratic Party,Physician,,0,1,,,,,,,,,,,,,1,2,1,9,9,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,2,2,2,9,2,2,2,2,1,9,1,1,1,2,9,9,9,1,1,2,1,1,1,1,2,9,9,2,1,9,1,9,2,2,9,1,9,2,9,9,9,9,9,9,9,2,9,2,1,1,9,9,9,9,9,9,2,9,1,2,2,2,2,1,2,9,2,1,2,1,9,1,9,9,9,2,1,1,9,2,9,1,1,9,1,9,9,9,1,1,9,9,1,9,9,9,1
