Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H29S1V001,H29S1V002,H29S1V003,H29S1V004,H29S1V005,H29S1V006,H29S1V007,H29S1V008,H29S1V009,H29S1V010,H29S1V011,H29S1V012,H29S1V013,H29S1V014,H29S1V015,H29S1V016,H29S1V017,H29S1V018,H29S1V019,H29S1V020,H29S1V021,H29S1V022,H29S1V023,H29S1V024,H29S1V025,H29S1V026,H29S1V027,H29S1V028,H29S1V029,H29S1V030,H29S1V031,H29S1V032,H29S1V033,H29S1V034,H29S1V035,H29S1V036,H29S1V037,H29S1V038,H29S1V039,H29S1V040,H29S1V041,H29S1V042,H29S1V043,H29S1V044,H29S1V045,H29S1V046,H29S1V047,H29S1V048,H29S1V049,H29S1V050,H29S1V051,H29S1V052,H29S1V053,H29S1V054,H29S1V055,H29S1V056,H29S1V057,H29S1V058,H29S1V059,H29S1V060,H29S1V061,H29S1V062,H29S1V063,H29S1V064,H29S1V065,H29S1V066,H29S1V067,H29S1V068,H29S1V069,H29S1V070,H29S1V071,H29S1V072,H29S1V073,H29S2V001,H29S2V002,H29S2V003,H29S2V004,H29S2V005,H29S2V006,H29S2V007,H29S2V008
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,01.09.1973,01.11.1973,01.15.1973,01.18.1973,01.23.1973,01.23.1973,01.23.1973,01.25.1973,02.06.1973,02.13.1973,02.22.1973,02.26.1973,02.28.1973,03.06.1973,03.16.1973,03.26.1973,03.26.1973,03.26.1973,03.26.1973,03.28.1973,03.28.1973,04.17.1973,05.29.1973,06.06.1973,06.06.1973,06.06.1973,06.12.1973,06.12.1973,06.12.1973,06.14.1973,06.14.1973,06.20.1973,06.21.1973,06.26.1973,07.04.1973,07.26.1973,08.30.1973,08.31.1973,09.10.1973,09.19.1973,10.18.1973,10.18.1973,10.24.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.10.1973,12.19.1973,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.10.1974,01.11.1974,01.11.1974,03.01.1974,03.05.1974,03.12.1974,03.26.1974,04.04.1974,04.16.1974,04.23.1974,05.08.1974
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,MONCTON,New Brunswick,1966 - 1998,29,1972.10.30,2862,cd4916de-cbb1-4fa0-98f1-ae7f5718ac57,"THOMAS, Charles H.",22657,0.5262,Progressive Conservative Party,"Businessman, wholesaler",,0,2,,,,,,,,,,,,,1,1,1,9,2,2,1,2,2,2,2,1,2,1,9,1,2,2,2,2,9,2,2,1,2,1,1,2,1,2,1,1,1,2,1,9,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,2,2,2,1
465,MOOSE JAW,Saskatchewan,1966 - 1987,29,1972.10.30,2882,ce8a46df-49aa-45eb-a0f7-991e64d2608e,"NEIL, Doug",11967,0.3996,Progressive Conservative Party,"Author, barrister and solicitor, lawyer",,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,2,2,1,2,1,9,1,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,1,1,2,9,9,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1
610,RICHMOND,Quebec,1966 - 1980,29,1972.10.30,2883,ce9a66ca-58f5-4d64-918f-26afccb95d02,"BEAUDOIN, Leonel",14133,0.5177,Social Credit,Insurance agent,,1,2,,,,,,,,,,,,,2,2,1,9,1,1,1,1,1,2,1,9,1,1,9,2,1,2,1,1,1,1,2,2,1,9,9,9,9,9,9,1,1,2,1,2,1,1,9,2,9,9,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,9,9,9,9,9,9,2,9,9,9,9,1,2,2,9,2,9,2
36,BEAUCE,Quebec,1867 - ,29,1972.10.30,2912,d15b7493-eeea-4a3f-a103-8e37fabc36da,"CARON, Yves",13170,0.4111,Liberal Party of Canada,"Accounting clerk, distributor - beer, sales agent, sales representative",,1,1,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,9,9,9,9,9,9,9,9,9,9,9,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
210,ESQUIMALT--SAANICH,British Columbia,1952 - 1987,29,1972.10.30,2914,d1c4aaea-4f83-4d4a-b04f-0ba13e6c4bc9,"MUNRO, Donald",20542,0.4096,Progressive Conservative Party,Diplomat,,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,1,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,9,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,9,2,2,1
558,PORTAGE,Manitoba,1966 - 1976,29,1972.10.30,2916,d2023724-5558-4c87-90e1-f0493793c348,"MASNIUK, Peter P.",9781,0.4551,Progressive Conservative Party,Section foreman,,0,1,,,,,,,,,,,,,1,1,1,9,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,9,2,2,1,2,1,2,1,1,1,2,1,9,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,9,9,9,9,9,9,9,9,1,9,9,9,1,1,1,2,2,2,1
62,BRANDON--SOURIS,Manitoba,1952 - ,29,1972.10.30,2922,d25060a9-6d52-4461-a569-fc17c9e6d009,"DINSDALE, Walter",17923,0.6059,Progressive Conservative Party,"Lecturer, social worker, teacher",,0,9,,,,,,,,,,,,,1,1,1,1,2,2,1,2,9,2,2,1,2,1,9,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,9,1,9,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,9,9,9,1,1,1,1,2,9,2,1
474,NANAIMO--COWICHAN--THE ISLANDS,British Columbia,1962 - 1976,29,1972.10.30,2936,d34eb71d-3bc8-4258-8a3f-2007fa662c38,"DOUGLAS, T.C. Tommy",25483,0.5693,New Democratic Party,"Minister, printer",,0,7,,,,,,,,,Scotland,,,,2,2,2,9,1,1,2,1,1,1,2,2,1,2,9,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,2,9,9,2,9,2,2,2,1,2,2,2,1,2,2,1,1,9,9,9,9,9,9,9,9,9,2,9,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,9,1,1
243,GLOUCESTER,New Brunswick,1867 - 1990,29,1972.10.30,2955,d4b8fbf1-c8ad-4200-b2d2-dbf1c946820e,"BREAU, Herb",14212,0.5061,Liberal Party of Canada,Business manager,,1,2,,,1,,,,,,,,,,2,2,2,2,1,1,2,1,9,1,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,9,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,9,2,1,2
596,REGINA EAST,Saskatchewan,1966 - 1976,29,1972.10.30,2956,d4dd5b87-e7e0-4de0-8423-09a740665214,"BALFOUR, Jim",17781,0.4248,Progressive Conservative Party,Barrister and solicitor,,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,9,1,9,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,9,9,9,1,1,1,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,2,9,9,1
825,WINNIPEG SOUTH CENTRE,Manitoba,1924 - 1976,29,1972.10.30,2972,d5ab331b-3ffc-4ba5-9788-c8039abf7a14,"MCKENZIE, Dan",25550,0.452,Progressive Conservative Party,Communication supervisor,,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,9,9,9,9,9,9,9,9,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1
1260,ST. JOHN'S WEST,Newfoundland and Labrador,1952 - 1987,29,1972.10.30,2987,d68d8ac4-e57d-4eeb-8af3-efb7664ea1eb,"CARTER, Walter",16818,0.6149,Progressive Conservative Party,"Businessman, director",,0,2,,,,,,,,,,,,,1,1,1,9,2,2,1,9,1,2,2,1,2,1,9,1,2,2,2,2,1,9,9,1,2,1,1,2,1,2,1,9,9,2,9,9,9,9,1,1,1,9,1,9,9,9,9,9,9,9,9,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,9,1,1,9,2,9,2,1
413,MACKENZIE,Saskatchewan,1905 - 1996,29,1972.10.30,2991,d6a3fade-c097-4543-806f-c8d65b6941e3,"KORCHINSKI, Stanley James",8164,0.4152,Progressive Conservative Party,Farmer,,0,6,,,,,,,,,,,,,1,1,1,9,2,2,1,9,2,9,2,1,2,9,9,1,2,2,2,9,1,2,2,1,2,2,9,9,9,9,9,1,1,2,9,9,9,1,1,9,9,9,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,9,1,2,2,2,2,2,2,1,1,1,1,1,9,1,1,2,1,2,1
198,EDMONTON EAST,Alberta,1914 - 2000,29,1972.10.30,3004,d7bbbfa1-a268-4751-a2a6-91ece04c5b27,"SKOREYKO, William M.",21137,0.5158,Progressive Conservative Party,"Businessman, service station operator",,0,6,,,,,,,,,,,,,1,1,1,1,9,9,9,2,2,2,2,1,2,1,9,9,9,9,9,9,9,2,2,9,2,2,1,2,1,9,9,9,9,2,1,9,9,9,1,9,9,9,2,9,9,9,9,9,9,9,9,2,2,2,9,9,9,1,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,2,1
323,KAMOURASKA,Quebec,1867 - 1976,29,1972.10.30,3020,d8d6bde5-2e3b-4564-bc25-f192232775ca,"DIONNE, Charles-Eugene",14195,0.5339,Social Credit,Labour representative,,1,5,,,,,,,,,,,,,2,2,9,1,1,1,1,1,1,2,1,9,1,2,9,1,1,2,2,1,1,1,2,2,1,9,1,1,1,1,2,1,1,2,1,2,1,9,2,2,1,1,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,2,9,1,1,1,1,1,2,9,2,9,2
64,BRANT,Ontario,1966 - ,29,1972.10.30,3035,d9f2b696-db5e-499e-823c-a1fe7ebb9182,"BLACKBURN, Derek",20002,0.4307,New Democratic Party,Teacher,,0,2,,,,,,,,,,,,,2,2,2,1,1,1,2,9,1,9,9,2,1,2,9,2,1,2,1,2,1,9,1,2,2,1,1,1,1,2,2,2,9,1,2,9,2,2,9,9,2,2,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,9,1,1,1
699,ST. CATHARINES,Ontario,1966 - ,29,1972.10.30,3061,dc1532fd-04b9-43c3-adc8-25fc2ff229d1,"MORGAN, Trevor",19257,0.3998,Progressive Conservative Party,"Barrister, lawyer",,0,1,,,,,,,,,,,,,1,1,1,1,9,9,9,9,2,9,2,1,2,1,9,1,2,2,2,2,1,2,1,1,2,1,1,2,1,2,1,1,1,2,9,9,1,1,1,9,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,9,9,1,1,1,1,9,9,9,1
191,DUVERNAY,Quebec,1966 - 1990,29,1972.10.30,3064,dc48e69c-5b6f-4bd3-9f9d-a7acc8ce0168,"DEMERS, Yves",23050,0.4975,Liberal Party of Canada,Chartered accountant,,1,1,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,9,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,1,2,9,2
754,TROIS-RIVIERES METROPOLITAIN,Quebec,1972 - 1976,29,1972.10.30,3066,dc52dcef-c662-4389-a78c-ea50255b7f22,"LAJOIE, Claude-G.",19892,0.4438,Liberal Party of Canada,"Building contractor, businessman",,1,2,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,9,2,1,2,9,2,1,1,1,2,1,9,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,9,9,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,9,2,1,2
546,PERTH--WILMOT,Ontario,1970 - 1976,29,1972.10.30,3097,df7565fe-891c-4fdd-ac5f-836ff5b7367a,"JARVIS, Bill",19859,0.5576,Progressive Conservative Party,Lawyer,,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,9,2,1,2,1,9,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,9,1,9,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1
540,PEEL--DUFFERIN--SIMCOE,Ontario,1967 - 1976,29,1972.10.30,3107,e067b287-b492-4950-ad7c-55d97da0fb5d,"MADILL, Ellwood",25663,0.4569,Progressive Conservative Party,"Businessman, farmer, life underwriter",,0,3,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,2,2,1,2,1,9,1,2,2,2,2,1,9,2,1,2,1,1,2,1,2,1,1,1,2,1,2,9,9,9,1,1,1,2,9,9,9,9,9,9,9,9,2,2,2,2,1,2,1,2,2,1,2,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,2,2,2,1
794,WELLINGTON,Ontario,1966 - 1976,29,1972.10.30,3116,e1235191-27b8-4499-b7bd-eca2a725ad3b,"HALES, Alfred Dryden",20730,0.531,Progressive Conservative Party,"Butcher and meat cutter, farmer, manufacturer, merchant",,0,7,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,9,9,1,1,2,1,9,1,9,1,1,9,9,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,9,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,9,9,2,1
568,PRINCE EDWARD--HASTINGS,Ontario,1966 - 1976,29,1972.10.30,3132,e268685f-5f98-4956-a0d4-9aaefd036337,"HEES, George",19842,0.5947,Progressive Conservative Party,"Businessman, industrialist, manufacturer, military, military, professional football player",,0,8,,,,,,,,,,,,,1,1,1,1,2,2,1,9,2,1,2,1,2,1,9,1,2,2,2,2,1,9,2,1,2,1,9,9,9,2,1,9,1,9,9,9,1,9,1,9,9,9,9,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,9,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1
673,SCARBOROUGH EAST,Ontario,1966 - 2003,29,1972.10.30,3140,e36fa4ee-b181-4247-b491-a96187e28d8c,"STACKHOUSE, Reg",27301,0.4005,Progressive Conservative Party,"Author, columnist, principal, teacher, trustee",,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,2,2,1,2,1,9,1,2,2,2,9,9,2,2,1,2,1,9,9,9,2,1,1,1,2,9,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,9,9,9,9,1,1,1,2,2,2,1
178,DON VALLEY,Ontario,1966 - 1976,29,1972.10.30,3151,e45f7173-ad17-418f-8c99-ebdb53bb237e,"GILLIES, Jim",30764,0.5085,Progressive Conservative Party,"Economist, educator",,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,9,2,1,9,1,9,1,2,2,2,2,1,2,1,1,2,1,1,2,1,2,1,1,1,2,9,2,9,1,1,1,9,9,1,9,9,9,9,9,9,9,9,2,2,2,2,1,2,1,2,2,1,9,1,2,2,2,2,2,2,1,1,9,9,1,1,1,1,2,2,2,1
267,HALTON--WENTWORTH,Ontario,1966 - 1976,29,1972.10.30,3158,e4f5b13e-1a76-434a-8805-482f90e7b42c,"KEMPLING, Bill",31150,0.4926,Progressive Conservative Party,Businessman,,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,9,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,9,9,9,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1
371,LANARK--RENFREW--CARLETON,Ontario,1970 - 1987,29,1972.10.30,3162,e51e2835-38c7-4d97-bdec-33d23d1da4bd,"DICK, Paul",17893,0.5423,Progressive Conservative Party,Lawyer,,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,9,1,1,1,1,9,9,2,1,1,1,2,1,1,2,2,2,2,2,9,9,9,9,9,9,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,9,2,1
600,RENFREW NORTH--NIPISSING EAST,Ontario,1972 - 1976,29,1972.10.30,3176,e62a3516-e718-4a0a-af61-35a0a053e51b,"HOPKINS, Leonard D.",13553,0.5385,Liberal Party of Canada,"School principal, teacher",,0,3,,,1,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,1,2,1,1,9,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,9,9,9,2,2,2,2,9,2,1,2
757,VANCOUVER CENTRE,British Columbia,1914 - ,29,1972.10.30,3237,eacdf906-7476-407d-a168-5a63fea9ab46,"BASFORD, Ron",19341,0.4135,Liberal Party of Canada,Lawyer,,0,4,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,9,1,1,9,1,1,2,1,2,2,1,9,9,9,9,9,9,9,9,2,2,2,1,1,1,1,1,2,2,9,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
46,BERTHIER,Quebec,1966 - 1975,29,1972.10.30,3247,eb74c111-8888-4246-8fb0-d6e550e65204,"YANAKIS, Antonio",14035,0.4854,Liberal Party of Canada,Industrialist,,0,3,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,9,2,9,2,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,9,2,1,9,2,1,1,2,1,9,9,2,9,9,9,9,9,9,9,9,2,2,2,1,1,1,1,1,2,2,2,9,9,9,9,9,9,9,1,2,2,2,2,2,2,2,1,9,9,2
317,JOLIETTE,Quebec,1966 - ,29,1972.10.30-1974.02.25,3254,ebd92091-9ee2-4ef1-920e-532f3ed627aa,"LASALLE, Roch",18074,0.4673,Independent,"Business agent, director of public relations, manager, public relations officer, sales manager",,1,2,1,,,1,,,,,,,,,2,2,2,2,1,1,2,1,2,1,1,2,1,9,9,2,1,1,1,1,1,9,2,1,2,1,2,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,1,1,2,1,2,9,2,2,2,2,2,2,1,9,9,9,99,99,99,99,99,99,99,99
317,JOLIETTE,Quebec,1966 - ,29,1974.02.26,3254.1,ebd92091-9ee2-4ef1-920e-532f3ed627aa,"LASALLE, Roch",18074,0.4673,Progressive Conservative Party,"Business agent, director of public relations, manager, public relations officer, sales manager",,1,2,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,1,1,9,2,2,1
539,PEEL SOUTH,Ontario,1966 - 1973,29,1972.10.30,3258,ebe8c134-a268-4c7b-961f-586efaa243a1,"BLENKARN, Don",31981,0.3934,Progressive Conservative Party,Lawyer,,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,9,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,9,2,9,2,1
593,RED DEER,Alberta,1907 - ,29,1972.10.30,3263,ec72f1df-9854-42af-8421-670b93c49540,"TOWERS, T. Gordon",20943,0.6126,Progressive Conservative Party,Farmer,,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,9,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,2,2,2,1
206,ELGIN,Ontario,1933 - 1990,29,1972.10.30,3267,ed07ce4c-6a68-4e14-996b-f0fd88e210ef,"WISE, John",17281,0.5095,Progressive Conservative Party,Dairy farmer,,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,9,1,2,2,2,2,1,2,2,1,2,1,9,9,9,2,1,1,1,2,1,9,1,1,1,9,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,9,1,2,2,2,2,2,2,1,1,9,9,9,1,1,1,2,2,2,1
487,NIPISSING,Ontario,1892 - 2003,29,1972.10.30,3279,ed86593a-bdfd-491f-a581-3e6dd2aa8155,"BLAIS, J.-J.",12451,0.4151,Liberal Party of Canada,Lawyer,,1,1,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,2,2,1,9,9,9,9,9,9,9,9,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,9,9,2,1,2
23,ASSINIBOIA,Saskatchewan,1907 - 1987,29,1972.10.30,3280,ed98340e-a0d5-4268-bbe1-99c6535370ee,"KNIGHT, Bill",9936,0.3624,New Democratic Party,Teacher,,0,2,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,1,2,2,1,2,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,9,9,2,2,1,9,9,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,9,1,1
504,NORTHWEST TERRITORIES,Northwest Territories,1962 - 1976,29,1972.10.30,3282,edb65535-ad60-442f-a555-9b971eea1637,"FIRTH, Wally",5597,0.3982,New Democratic Party,"Airplane pilot, broadcaster, flying instructor, fur trader, native rights worker",,0,1,,,,,,,,Metis,,,,,2,2,2,9,1,1,2,1,1,1,2,2,1,2,1,9,9,9,9,9,9,9,1,2,2,1,9,9,9,9,9,2,2,1,2,1,9,9,9,2,2,2,1,9,9,9,9,9,9,9,9,1,1,1,2,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,1,2,2,9,2,2,2,1,9,9,1
344,KITCHENER,Ontario,1966 - 1996,29,1972.10.30,3292,ee4fb4ca-19cc-4270-af1f-531e8d06d150,"HYMMEN, Keith R.",18351,0.3845,Liberal Party of Canada,Chemical engineer,,0,3,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,9,9,1,1,2,2,1,2,2,1,2,2,1,2,9,9,9,1,1,2,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
384,LAVAL,Quebec,1947 - 1976,29,1972.10.30,3298,eed0b7b7-a102-4f6d-ae7a-a225a17b25fa,"ROY, Marcel",28121,0.5883,Liberal Party of Canada,Agrologist,,1,2,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,9,2,1,2
232,FUNDY--ROYAL,New Brunswick,1966 - 2003,29,1972.10.30,3351,f320ac0c-d005-4580-8424-bd9524e95491,"FAIRWEATHER, Gordon",19107,0.6052,Progressive Conservative Party,Lawyer,,0,5,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,9,1,2,1,1,1,2,2,2,2,1,9,1,1,2,1,1,2,1,9,9,1,1,9,1,2,1,9,1,1,2,2,9,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,9,2,1
131,CHAMPLAIN,Quebec,1867 - 2003,29,1972.10.30,3363,f4c6bc18-e0f0-4440-a03d-bd72c0d833a1,"MATTE, Rene",14882,0.5035,Social Credit,Professor,,1,2,,,,,,,,,,,,,2,2,1,1,1,1,1,1,9,2,1,1,9,2,9,2,1,2,1,1,1,9,2,2,1,9,1,1,1,1,2,1,1,2,9,9,1,1,2,9,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,9,2,1,9,9,1,9,9,9,9,9,9,9,9,2,9,9,9,1,1,1,2,2,2,2,2
636,SAINT-HYACINTHE,Quebec,1966 - 1980,29,1972.10.30,3369,f55be8a0-35d4-4e67-9ab6-f9b9860aa635,"WAGNER, Claude",16680,0.3894,Progressive Conservative Party,"Crown attorney, judge, lawyer, professor of criminal law",,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,9,2,2,1,2,1,9,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,9,2,1,2,1,1,9,9,1,1,9,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,9,9,9,9,9,9,9,9,1,9,9,1,1,1,1,2,2,2,1
