Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H29S1V001,H29S1V002,H29S1V003,H29S1V004,H29S1V005,H29S1V006,H29S1V007,H29S1V008,H29S1V009,H29S1V010,H29S1V011,H29S1V012,H29S1V013,H29S1V014,H29S1V015,H29S1V016,H29S1V017,H29S1V018,H29S1V019,H29S1V020,H29S1V021,H29S1V022,H29S1V023,H29S1V024,H29S1V025,H29S1V026,H29S1V027,H29S1V028,H29S1V029,H29S1V030,H29S1V031,H29S1V032,H29S1V033,H29S1V034,H29S1V035,H29S1V036,H29S1V037,H29S1V038,H29S1V039,H29S1V040,H29S1V041,H29S1V042,H29S1V043,H29S1V044,H29S1V045,H29S1V046,H29S1V047,H29S1V048,H29S1V049,H29S1V050,H29S1V051,H29S1V052,H29S1V053,H29S1V054,H29S1V055,H29S1V056,H29S1V057,H29S1V058,H29S1V059,H29S1V060,H29S1V061,H29S1V062,H29S1V063,H29S1V064,H29S1V065,H29S1V066,H29S1V067,H29S1V068,H29S1V069,H29S1V070,H29S1V071,H29S1V072,H29S1V073,H29S2V001,H29S2V002,H29S2V003,H29S2V004,H29S2V005,H29S2V006,H29S2V007,H29S2V008
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,01.09.1973,01.11.1973,01.15.1973,01.18.1973,01.23.1973,01.23.1973,01.23.1973,01.25.1973,02.06.1973,02.13.1973,02.22.1973,02.26.1973,02.28.1973,03.06.1973,03.16.1973,03.26.1973,03.26.1973,03.26.1973,03.26.1973,03.28.1973,03.28.1973,04.17.1973,05.29.1973,06.06.1973,06.06.1973,06.06.1973,06.12.1973,06.12.1973,06.12.1973,06.14.1973,06.14.1973,06.20.1973,06.21.1973,06.26.1973,07.04.1973,07.26.1973,08.30.1973,08.31.1973,09.10.1973,09.19.1973,10.18.1973,10.18.1973,10.24.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,11.20.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.04.1973,12.10.1973,12.19.1973,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.03.1974,01.10.1974,01.11.1974,01.11.1974,03.01.1974,03.05.1974,03.12.1974,03.26.1974,04.04.1974,04.16.1974,04.23.1974,05.08.1974
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,BONAVISTA--TRINITY--CONCEPTION,Newfoundland and Labrador,1966 - 2003,29,1972.10.30,1136,53bd5f97-46c2-46ca-8e46-54977b8108a0,"ROONEY, Dave",12635,0.5491,Liberal Party of Canada,Teacher,,0,1,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,9,9,9,1,2,9,2,2,1,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,9,2,1,2
734,TIMMINS,Ontario,1947 - 1976,29,1972.10.30,1140,541ffd0f-bcbe-4080-9246-c878318b1e88,"ROY, Jean",10804,0.443,Liberal Party of Canada,"Businessman, contractor, quantity surveyor",,1,2,,,,,,,,,,,,,2,2,2,2,1,1,2,9,1,1,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,9,1,1,2,1,9,9,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,9,9,9,9,9,9,9,9,9,2,2,9,2,2,2,9,9,9,2
292,HUMBER--ST. GEORGE'S--ST. BARBE,Newfoundland and Labrador,1966 - 1976,29,1972.10.30,1148,547d6d2e-3808-4862-9cdd-77920be5ea96,"MARSHALL, Jack",16378,0.5799,Progressive Conservative Party,"Businessman, military, military",,0,2,,,,,,,,,,,,,1,1,1,1,2,2,1,9,2,9,2,1,2,1,1,1,2,2,2,9,9,9,1,1,2,1,1,2,1,2,1,9,9,2,1,9,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,2,2,2,1
438,MERCIER,Quebec,1933 - 1980,29,1972.10.30,1154,54dbd3e5-6165-4cbb-a253-0a600f3b13a3,"BOULANGER, Prosper",22207,0.4665,Liberal Party of Canada,Businessman,,1,5,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,9,9,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
128,CHAMBLY,Quebec,1966 - 2003,29,1972.10.30,1159,55251961-51d1-4edf-b8dc-f3ef7862d2cb,"L'HEUREUX, Yvon",26532,0.5322,Liberal Party of Canada,"Manufacturer, merchant",,1,3,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,9,2,2,2,1,2,2,1,2,2,1,2,1,9,2,1,1,2,9,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,1,2,1,2
507,OKANAGAN BOUNDARY,British Columbia,1952 - 1976,29,1972.10.30,1181,5656fdd7-95ab-4039-8bc2-c9cd42de2814,"WHITTAKER, George H.",20468,0.4249,Progressive Conservative Party,"Farmer, orchardist",,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,2,2,1,2,9,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,9,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,9,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,9,2,1
1247,QUEBEC-EST,Quebec,1966 - 1996,29,1972.10.30,1196,5763cb6f-2e75-4497-8be1-74a10756914a,"DUQUET, Gerard",19382,0.5316,Liberal Party of Canada,"Business agent, businessman, manager",,1,3,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,2,2,2,1,2,2,1,9,9,1,2,1,1,2,1,1,2,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,9,2,1,2
403,LONDON WEST,Ontario,1966 - ,29,1972.10.30,1252,5b94ccd9-15ae-4138-9cd1-327d8d6e30cb,"BUCHANAN, Judd",29474,0.4996,Liberal Party of Canada,"Businessman, life insurance agent",,0,2,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,9,9,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,9,2,2,2,2,2,2,2,1,2,9,9,2,2,2,2,1,9,1,2
223,FORT WILLIAM,Ontario,1924 - 1976,29,1972.10.30,1267,5d169cac-f116-46fd-9ff6-73cffa8348d5,"MCRAE, Paul",11545,0.394,Liberal Party of Canada,School principal,,0,1,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,9,9,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
598,REGINA--LAKE CENTRE,Saskatchewan,1966 - 1976,29,1972.10.30,1312,5fe02b34-43c8-48d3-a5a8-013554a3ef13,"BENJAMIN, Les",18983,0.396,New Democratic Party,"Manager, railway station agent, secretary, telegrapher",,0,2,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,1,2,2,1,2,9,2,1,2,1,2,1,1,9,2,2,1,1,1,1,2,2,2,2,1,9,1,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1
842,YORK CENTRE,Ontario,1952 - ,29,1972.10.30,1321,6059ff4b-ca5f-4227-87b0-a17ef1943264,"WALKER, James E.",26912,0.4193,Liberal Party of Canada,"Businessman, insurance agent",,0,5,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,9,1,1,2,2,1,2,2,1,2,2,1,2,1,1,9,1,1,9,9,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,9,9,2,2,1,2,9,2
822,WINNIPEG NORTH,Manitoba,1914 - 1997,29,1972.10.30,1329,6116d4fa-3305-4f4b-881b-249e81d2a572,"ORLIKOW, David",15931,0.4279,New Democratic Party,"Labour educator, pharmacist",,0,5,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,9,9,2,1,2,9,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,2,9,2,1,2,2,9,2,2,2,1,2,2,2,1,9,9,9,9,1,1,1,2,2,2,2,2,1,2,9,1,1,1,1,1,1,1,1,9,9,9,2,2,2,2,1,9,1,1
177,DOLLARD,Quebec,1952 - 1987,29,1972.10.30,1347,624d6776-49f8-4aa4-bf1e-1f8a04735afc,"GOYER, Jean-Pierre",38984,0.6761,Liberal Party of Canada,Lawyer,,1,3,,1,,,,,,,,,,,2,2,2,2,1,1,2,9,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,9,2,9,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
407,LOTBINIERE,Quebec,1867 - 2000,29,1972.10.30,1352,62c671a6-e471-4999-aee1-17376a7ee1b2,"FORTIN, Andre",21366,0.6025,Social Credit,Professor,,1,2,,,,,,,,,,,,,2,2,1,9,1,1,1,9,1,9,1,1,1,2,2,2,1,2,2,1,1,9,2,2,1,9,1,1,1,9,9,1,9,2,9,9,1,1,2,2,9,9,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,2,9,9,9,9,9,9,9,9,1,9,9,1,1,1,1,2,2,2,2
505,NOTRE-DAME-DE-GRACE,Quebec,1947 - 1980,29,1972.10.30,1353,62c8fd64-eb59-4bf9-b138-bd43854deedf,"ALLMAND, Warren",24126,0.6803,Liberal Party of Canada,"Barrister and solicitor, lawyer",,0,3,,1,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,9,2,1,1,2,1,2,2,1,9,9,9,9,9,9,9,9,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
114,CAPE BRETON--THE SYDNEYS,Nova Scotia,1966 - 1987,29,1972.10.30,1357,62fcd932-a16b-434b-b23c-3d11dda9966d,"MUIR, Robert",15394,0.4775,Progressive Conservative Party,"Businessman, miner, salesman",,0,7,,,,,,,,,Scotland,,,,1,1,1,1,2,2,1,2,1,2,2,1,2,1,9,1,2,2,2,2,1,9,2,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,9,2,2,2,1
154,COMOX--ALBERNI,British Columbia,1914 - 1976,29,1972.10.30,1378,64ac8c88-87af-41f6-8ffe-90fa135ebb4e,"BARNETT, Tom",17477,0.4968,New Democratic Party,"Editor, factory worker, sawmiller",,0,7,,,,,,,,,,,,,2,2,2,1,1,1,2,9,1,1,2,2,1,2,1,9,9,9,9,2,1,1,1,2,2,1,1,1,1,9,9,2,2,1,2,1,9,9,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1
430,MEADOW LAKE,Saskatchewan,1947 - 1976,29,1972.10.30,1391,6593476e-94df-457b-a45c-6ee07cfb8d83,"NESDOLY, Eli",7194,0.3609,New Democratic Party,"School principal, teacher",,0,1,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,1,2,2,1,2,9,2,1,2,1,2,1,9,1,2,2,1,1,1,1,9,9,9,9,1,9,1,2,2,9,9,2,2,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,9,9,9,9,9,9,9,9,1,2,2,2,2,2,2,1,9,9,1
85,BURIN--BURGEO,Newfoundland and Labrador,1949 - 1976,29,1972.10.30,1403,66de74f9-20dd-4ce5-9677-c4d17b6baa34,"JAMIESON, Don",13883,0.732,Liberal Party of Canada,"Broadcaster, radio & t.v. studio equipment operator",,0,3,,1,,,,,,,,,,,2,2,2,9,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,9,9,1,1,2,2,1,2,2,1,2,2,1,2,1,1,9,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,1,9,1,2
256,GREY--SIMCOE,Ontario,1966 - 1987,29,1972.10.30,1415,67b4f925-6633-435c-a34b-55dabc7de32d,"MITGES, Gus",17092,0.497,Progressive Conservative Party,"Veterinarian, veterinary surgeon",,0,1,,,,,,,,,Greece,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,9,1,2,2,2,2,1,2,2,1,2,1,9,9,9,2,1,1,1,2,1,9,1,1,1,9,1,1,2,1,1,1,2,1,1,2,2,2,2,2,9,9,9,1,2,2,1,2,1,2,2,2,2,2,2,1,9,9,9,1,1,1,1,9,2,2,1
572,PRINCE GEORGE--PEACE RIVER,British Columbia,1966 - 1976,29,1972.10.30,1421,67f94ff8-9189-41ff-b492-144787d47708,"OBERLE, Frank",14648,0.3936,Progressive Conservative Party,Businessman,,0,1,,,,,,,,,Germany,,,,1,1,9,1,2,2,1,2,2,9,2,9,2,1,9,1,2,2,2,2,9,9,2,1,2,2,1,2,1,2,1,1,1,2,9,9,1,1,9,9,1,1,2,1,1,1,2,1,1,2,2,2,2,2,9,1,2,1,2,2,1,9,9,9,9,9,9,9,9,9,1,1,1,1,9,1,9,2,2,9,1
242,GLENGARRY--PRESCOTT--RUSSELL,Ontario,1970 - ,29,1972.10.30,1444,6958d11c-f0f8-46e1-8a03-7574d2103ce3,"ETHIER, Denis",14780,0.5206,Liberal Party of Canada,"Businessman, merchant",,1,1,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
788,WATERLOO,Ontario,1966 - 1973,29,1972.10.30,1462,6ab1d342-3030-459c-9751-639f09fada02,"SALTSMAN, Max",24197,0.4048,New Democratic Party,"Business manager, businessman, professor (assistant)",,0,4,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,1,2,2,1,2,9,2,1,2,1,2,1,1,1,2,2,1,1,1,1,9,9,2,2,1,2,1,2,2,2,9,2,2,1,9,9,9,9,9,9,9,9,2,2,9,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,9,2,1,9,1,1
422,MANICOUAGAN,Quebec,1966 - ,29,1972.10.30,1473,6bbc4b6d-9c17-45e1-917d-614db1016477,"BLOUIN, Gustave",16780,0.565,Liberal Party of Canada,Manufacturer,,1,4,,,,,,,,,,,,,2,2,2,2,1,1,2,9,1,1,2,2,1,2,9,2,1,1,1,2,1,1,9,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,9,9,9,9,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,1,9,1,2
231,FRONTENAC--LENNOX AND ADDINGTON,Ontario,1966 - 1976,29,1972.10.30,1477,6c2a8fd1-9da1-4aed-a42b-4397a4b199ac,"ALKENBRACK, Douglas",16563,0.5701,Progressive Conservative Party,Lumberman,,0,5,,,,,,,,,,,,,9,1,1,1,2,2,1,2,2,9,2,1,2,1,9,1,2,2,2,9,1,2,2,1,2,2,1,2,1,2,1,1,1,2,1,9,1,1,1,9,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,9,2,2,1
683,SHERBROOKE,Quebec,1924 - ,29,1972.10.30,1506,6d91abe4-80ed-46b3-9287-67ab83eaf04e,"PELLETIER, Irenee",20569,0.4317,Liberal Party of Canada,"Author, professor",,1,1,,,,,,,,,,,,,2,2,2,2,1,1,2,1,9,1,2,2,1,2,9,2,1,1,1,9,9,1,1,2,2,1,2,2,1,2,2,1,2,1,1,9,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,9,2,2,2,2,2,2,2,1,2,9,9,2,2,2,2,9,2,9,2
92,BURNABY--SEYMOUR,British Columbia,1966 - 1976,29,1972.10.30,1518,6e2e9828-855a-4731-88db-cb882e5d744e,"NELSON, Ed",18274,0.3779,New Democratic Party,Teacher,,0,1,,,,,,,,,United States,,,,2,2,2,1,1,1,2,9,1,9,2,2,1,2,9,2,1,2,1,2,1,9,1,2,2,1,1,1,1,2,2,2,2,1,2,1,9,9,2,2,2,2,1,9,9,9,9,9,9,9,9,1,1,1,2,2,2,2,2,1,2,9,9,9,9,9,9,9,9,9,1,2,2,2,9,2,2,1,9,1,1
617,ROBERVAL,Quebec,1947 - 2004,29,1972.10.30,1528,6ef85d82-0243-4e17-a3bd-41a064680fd1,"GAUTHIER, C.-A.",11316,0.5112,Social Credit,"Furniture and appliances retailer, merchant, undertaker",,1,5,,,,,,,,,,,,,2,9,1,9,1,1,1,1,1,2,1,1,9,2,2,2,1,2,2,1,1,1,2,2,1,9,1,1,1,1,2,1,9,2,9,2,1,9,2,9,1,1,2,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,9,2,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,2
34,BATTLEFORD--KINDERSLEY,Saskatchewan,1966 - 1976,29,1972.10.30,1529,6ef9eb97-af1b-4f22-a9c9-535f19d2834a,"HORNER, Norval",10373,0.3543,Progressive Conservative Party,"Businessman, farmer, school principal",,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,2,2,1,2,1,9,1,2,2,2,2,1,2,2,1,2,2,1,2,1,9,9,1,1,2,9,9,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,2,9,2,1
289,HULL,Quebec,1914 - 1984,29,1972.10.30,1530,6eff5e4a-62b7-4984-9fab-0f77c6d4740d,"ISABELLE, Gaston",24630,0.6494,Liberal Party of Canada,Physician,,1,3,,,,,,,,,,,,,2,2,2,2,1,1,2,9,1,1,2,2,1,2,2,2,1,1,1,2,1,9,2,2,2,1,2,2,1,2,2,1,2,1,1,2,9,1,2,1,9,9,9,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,1,9,1,2
202,EDMONTON--STRATHCONA,Alberta,1952 - ,29,1972.10.30,1536,6f77b9ca-d1c8-4314-bbe4-e66ec286cc88,"ROCHE, Doug",26908,0.4972,Progressive Conservative Party,"Author, diplomat, editor, journalist, lecturer",,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,9,1,2,2,2,2,1,2,1,1,2,1,1,2,1,2,1,1,1,9,1,9,1,1,1,9,2,2,1,1,1,1,2,1,1,2,2,9,9,9,9,9,9,9,9,9,1,2,1,2,2,2,2,2,2,1,9,9,9,9,1,1,1,1,9,1,1
748,TRINITY,Ontario,1933 - 1987,29,1972.10.30,1541,6ffdccf5-fe20-4be5-b99d-1593863458ac,"HELLYER, Paul",8518,0.4048,Progressive Conservative Party,"Author, builder, businessman, engineer, merchant",,0,8,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,9,1,2,2,2,2,1,2,1,9,9,9,1,2,1,2,1,1,9,2,1,9,1,9,1,1,9,9,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,9,9,2,1
299,HURON,Ontario,1952 - 1974,29,1972.10.30,1558,715fb714-5a4c-4ade-9a09-2a1e3b0bbb56,"MCKINLEY, Robert E.",18921,0.643,Progressive Conservative Party,"Businessman, farmer, insurance broker, investment broker",,0,3,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,9,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1
249,GRENVILLE--CARLETON,Ontario,1966 - 1976,29,1972.10.30,1581,729e307d-8f1b-47d7-822a-abf963943fb2,"BAKER, Walter",32689,0.5348,Progressive Conservative Party,"Lawyer, solicitor",,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1
526,OUTREMONT,Quebec,1966 - ,29,1972.10.30,1582,729f0dd2-a100-4731-8437-ddbdf67f4884,"LALONDE, Marc",21399,0.6548,Liberal Party of Canada,"Author, lawyer",,1,1,,1,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,9,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,9,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
78,BRUCE,Ontario,1933 - 1975,29,1972.10.30,1591,73426bab-27a6-4e5d-bf76-e118d98d7636,"WHICHER, Ross",14974,0.4532,Liberal Party of Canada,Businessman,,0,2,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,9,9,1,2,2,2,1,2,2,1,2,2,1,2,1,1,2,9,9,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
439,MIDDLESEX,Ontario,1966 - 1974,29,1972.10.30,1611,74c9cdbe-b015-428a-90b0-2be3c655c28d,"FRANK, Bill",20615,0.4632,Progressive Conservative Party,"Businessman, merchant",,0,1,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,1,2,1,9,1,2,2,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,9,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,9,1,1,1,2,2,2,1
416,MADAWASKA--VICTORIA,New Brunswick,1966 - 1996,29,1972.10.30,1630,76584d20-3291-4a3d-a2e8-f4870bd072e1,"CORBIN, Eymard",13104,0.5532,Liberal Party of Canada,"Journalist, teacher",,0,2,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,9,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
552,PONTIAC,Quebec,1966 - 1978,29,1972.10.30,1668,785bb447-d52b-4af0-ab24-129278dcde16,"LEFEBVRE, Tom",11780,0.5076,Liberal Party of Canada,Garage owner / operator,,0,3,,,,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,9,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
115,CAPILANO,British Columbia,1966 - 1987,29,1972.10.30,1692,79fcf58d-562c-4fc4-bd06-8500e06bb76e,"DAVIS, Jack",24489,0.4745,Liberal Party of Canada,"Economist, engineer",,0,5,,1,,,,,,,,,,,2,2,2,2,1,1,2,1,1,9,2,2,1,2,9,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,9,1,9,9,9,9,2,1,2,2,9,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,9,9,9,9,9,9,9,9,2,9,9,2,2,2,2,1,2,1,2
427,MATANE,Quebec,1966 - 1976,29,1972.10.30,1699,7a7a07c4-5344-4e5c-aa2c-2e8198adf5ec,"DE BANE, Pierre",10038,0.5282,Liberal Party of Canada,Lawyer,,1,2,,,1,,,,,,Palestine,,,,2,2,2,9,1,1,2,1,9,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,9,1,1,9,9,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,9,9,2,2,1,2,2,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,1,2,1,2
402,LONDON EAST,Ontario,1966 - 1996,29,1972.10.30,1707,7b05cff5-c307-4e05-ad7d-0efc4d065bee,"TURNER, Charles R.",14022,0.3756,Liberal Party of Canada,Locomotive engineer,,0,2,,,1,,,,,,,,,,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,9,9,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2
677,SHEFFORD,Quebec,1867 - ,29,1972.10.30,1710,7b64da9a-572f-402d-b5ea-a3b9211397df,"RONDEAU, Gilbert",18803,0.4853,Social Credit,"Businessman, industrialist, insurance agent",,1,4,1,,,,,,,,,,,,9,2,1,9,1,1,1,1,9,2,1,9,9,9,2,9,9,9,9,1,1,1,2,9,9,9,9,9,9,1,2,9,9,9,9,2,1,9,9,9,9,9,2,1,1,2,1,1,1,2,2,2,2,2,2,9,2,1,9,9,1,9,9,9,9,9,9,9,9,9,1,9,9,1,1,1,2,2,9,2,2
