Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H09S1V001,H09S1V002,H09S1V003,H09S1V004,H09S1V005,H09S1V006,H09S1V007,H09S1V008,H09S1V009,H09S1V010,H09S1V011,H09S1V012,H09S1V013,H09S1V014,H09S1V015,H09S1V016,H09S1V017,H09S1V018,H09S2V001,H09S2V002,H09S2V003,H09S2V004,H09S2V005,H09S2V006,H09S2V007,H09S2V008,H09S2V009,H09S2V010,H09S2V011,H09S2V012,H09S2V013,H09S2V014,H09S2V015,H09S2V016,H09S3V001,H09S3V002,H09S3V003,H09S3V004,H09S3V005,H09S3V006,H09S3V007,H09S3V008,H09S3V009,H09S3V010,H09S3V011,H09S3V012,H09S3V013,H09S3V014,H09S3V015,H09S3V016,H09S3V017,H09S3V018,H09S3V019,H09S3V020,H09S3V021,H09S3V022,H09S3V023,H09S3V024,H09S3V025,H09S3V026,H09S3V027,H09S3V028,H09S3V029,H09S3V030,H09S3V031,H09S3V032,H09S3V033,H09S3V034,H09S3V035,H09S3V036,H09S4V001,H09S4V002,H09S4V003,H09S4V004,H09S4V005,H09S4V006,H09S4V007,H09S4V008,H09S4V009,H09S4V010,H09S4V011,H09S4V012,H09S4V013,H09S4V014,H09S4V015,H09S4V016,H09S4V017,H09S4V018,H09S4V019,H09S4V020,H09S4V021,H09S4V022
83,BRUCE WEST,Ontario,1882 - 1903,9,1900.11.07,1553,713cf301-7f68-479b-b74d-641d8d140855,"TOLMIE, John",2147,0.5866,Liberal Party of Canada,Manufacturer,Protestant,0,2,,,,,,,,,Scotland,,,,1,1,1,1,1,9,2,1,1,9,9,2,2,9,9,2,9,2,1,2,2,9,9,2,1,2,9,9,9,2,2,2,2,2,1,2,1,9,9,2,9,2,2,2,9,9,9,9,2,2,1,2,2,9,9,2,2,2,1,9,2,2,2,2,2,2,2,9,2,2,2,2,1,2,2,2,2,2,2,9,9,9,2,2,2,2,2,9,9,9,9,2
79,BRUCE EAST,Ontario,1882 - 1903,9,1900.11.07-1903.10.01,1564,71e5597a-15da-411d-82fd-60def944d8cf,"CARGILL, Henry",1806,0.506,Conservative (1867-1942),"Farmer, lumber merchant, merchant",Protestant,0,4,,,,,,,,,,Died in office: 1903.10.01,,,2,1,1,1,1,2,1,2,2,1,1,1,2,1,9,1,9,9,9,9,9,1,1,9,2,9,1,9,9,9,9,9,2,9,2,1,2,1,1,1,1,9,1,1,1,1,9,9,1,1,9,9,1,1,9,1,1,1,2,2,9,1,1,1,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
723,TERREBONNE,Quebec,1867 - 1996,9,1903.02.24,1570,722f35e2-6bed-4ddb-a514-b47d12db6833,"DESJARDINS, S.",2325,0.534,Liberal Party of Canada,Physician,Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,9,1,9,9,2,2,2,2,2,2,2,2,2,2,9,9,2,2,2,1,2,2,2,1,1,9,9,9,9,9,9,2,2,2,2,2,9,1,2,2,2,2,9,9,9,2,9,9,2,9,9,9,9,9,9,2,2
235,GASPE,Quebec,1867 - 1996,9,1900.11.07-1904.01.28 and 1904.02.20,1590,733cae8a-7e57-46c6-ab2e-478ac991835f,"LEMIEUX, Hon. Rodolphe",2177,0.7276,Liberal Party of Canada,"Author, lawyer, lecturer",Fr.Catholic,1,2,,1,,,,,,,,Resignation.  Appointed Solicitor General: 1904.01.28,,,9,1,1,1,1,9,2,1,9,2,9,9,9,9,9,9,2,2,1,9,9,9,2,2,1,2,9,1,1,2,2,1,1,2,1,2,1,9,2,2,2,9,2,9,9,9,2,2,9,2,9,9,2,9,9,2,2,2,1,9,2,9,9,9,9,9,9,2,2,9,2,9,9,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9
624,ROUVILLE,Quebec,1867 - 1914,9,1900.11.07-1904.01.18 and 1904.01.30,1592,73436b70-d382-4eb3-9baf-bb0e92fdbf12,"BRODEUR, Hon. Louis-Philippe",1767,0.7215,Liberal Party of Canada,Lawyer,Fr.Catholic,1,3,,1,,,,,,,,Resignation. Appointed Minister of Inland Revenue: 1904.01.18,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,2,2,2,2,2,2,2,2,9,2,2,2,9,2,2,2,2,2,2
456,MONTMAGNY,Quebec,1867 - 1933,9,1904.02.16,1593,735b7cab-4bcd-498a-9829-f83204850b81,"LAVERGNE, Armand",1251,0.563,Liberal Party of Canada,"Editor, journalist, lawyer",Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,9,2,2,2,2,9,1,2,2,9,2,9,9,2,9,9,2,2,9,9
326,KENT,Ontario,1867 - 1903,9,1900.11.07,1594,735dd7ad-66ee-4b9a-81af-56c99d094792,"STEPHENS, George",3390,0.5165,Liberal Party of Canada,Merchant,Protestant,0,1,,,,,,,,,,,,,1,1,1,9,1,2,2,1,1,2,2,2,9,2,2,2,9,2,2,2,2,2,1,2,9,9,9,9,9,2,2,9,9,9,1,9,1,1,2,2,2,9,9,2,2,2,2,2,2,2,9,9,2,9,9,2,2,2,1,9,9,2,2,2,2,2,2,9,9,9,2,2,1,9,2,9,2,2,1,9,2,9,9,2,9,9,2,2,2,9,9,2
582,QUEBEC WEST,Quebec,1867 - 1933,9,1900.11.07-1902.01.11,1608,74b44666-9b8f-48fa-b35f-158b38e1b686,"DOBELL, Hon. R.R.",1018,0.6107,Liberal Party of Canada,Businessman,Protestant,0,2,,1,,,,,,,England,Died in office: 1902.01.11,,,9,9,9,1,9,2,9,9,9,9,2,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
266,HALTON,Ontario,1867 - 1987,9,1900.11.07,1612,74dd6652-cc90-4645-97e9-bfadb4e237e7,"HENDERSON, David",2379,0.5158,Conservative (1867-1942),"Banker, merchant",Protestant,0,4,,,,,,,,,,,,,2,1,1,9,1,9,1,2,2,2,1,1,9,1,2,1,2,1,2,1,1,1,1,1,2,1,9,9,9,1,1,2,9,9,2,9,2,9,1,9,1,9,1,1,1,1,1,1,1,1,2,1,1,9,9,1,2,1,2,9,1,1,1,1,1,1,1,1,9,1,1,1,2,1,1,1,1,1,1,1,1,9,1,1,1,1,1,2,2,1,1,1
485,NICOLET,Quebec,1867 - 1933,9,1900.11.07,1616,7500dade-3cf7-47e3-ae34-3fa61341197a,"BALL, Georges",2277,0.516,Conservative (1867-1942),Lumber merchant,Catholic,0,1,,,,,,,,,,,,,9,1,1,9,9,2,1,2,9,9,1,9,9,1,2,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,2,9,9,1,9,1,1,1,9,9,9,9,9,1,9,9,1,2,1,9,9,9,1,2,1,2,9,9,1,1,1,1,1,9,1,9,1,9,9,2,9,9,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9
567,PRINCE EDWARD,Ontario,1867 - 1903,9,1900.11.07,1623,75b04943-67c7-4259-943f-972b99f4e23d,"ALCORN, George Oscar",2148,0.508,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,2,1,1,2,9,2,1,2,2,2,1,1,2,1,2,9,9,1,2,1,1,1,1,1,9,9,2,2,2,1,9,2,1,1,2,1,2,1,1,1,1,9,1,9,9,1,1,1,1,1,2,2,1,9,9,1,2,1,2,9,9,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,9,9,1,9,1,9,9,9,1,1,1
349,L'ASSOMPTION,Quebec,1867 - 1914,9,1900.11.07,1627,76336d22-1e2a-4ec8-bcd6-3a240edfc4f5,"LAURIER, R.-Charlemagne",1486,0.5663,Liberal Party of Canada,Merchant,Fr.Catholic,1,1,,,,,,,,,,,,,1,1,1,1,1,2,2,1,1,2,2,2,2,2,9,9,9,2,9,2,2,9,2,2,1,2,9,9,9,2,2,9,9,2,1,9,1,9,2,2,2,9,2,9,9,2,2,2,9,2,9,9,2,9,1,2,2,2,1,1,9,9,9,9,9,9,2,9,9,2,2,2,1,2,2,2,2,2,9,9,2,9,2,9,9,2,9,9,9,2,2,2
491,NORFOLK SOUTH,Ontario,1867 - 1903,9,1900.11.07,1635,767d2ad4-15bd-4cc2-9ce2-29707e4c6128,"TISDALE, Hon. David",2472,0.5291,Conservative (1867-1942),Lawyer,Protestant,0,4,,,,,,,,,,,,,9,9,9,1,1,2,1,2,2,9,9,9,9,9,2,1,9,9,1,9,9,1,1,1,1,9,9,9,9,9,9,9,9,9,9,1,2,2,9,9,9,9,9,9,9,9,2,9,9,1,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9
820,WINNIPEG,Manitoba,1882 - 1914,9,1900.11.07,1638,76a14a62-7837-4de0-b0d2-d237d71f8007,"PUTTEE, Arthur W.",3441,0.6038,Independent Labour,"Editor, printer",Protestant,0,2,,,,,,,,,England,,,,9,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,9,2,1,2,2,1,2,2,2,9,1,2,2,2,2,9,9,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,9,2,2,1,2,1,1,2,1,9,2,2,1,1,1,9,9,9,2,2,1,2,2,1,1,1,2,1,9,2,1,2,2,2,2,1,2,1,2,9,9
443,MIDDLESEX WEST,Ontario,1867 - 1966,9,1900.11.07,1648,7742d428-dcac-4a71-a208-0a6a083d36cd,"CALVERT, Will S.",1989,0.5231,Liberal Party of Canada,"Manufacturer, merchant",Protestant,0,2,,,,,,,,,,,,,1,1,1,1,1,2,2,1,1,9,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,9,1,1,2,9,2,9,2,2,9,2,2,2,9,2,1,2,9,2,1,2,2,2,1,9,9,9,9,9,9,9,9,9,2,2,2,2,1,2,2,2,2,9,2,9,2,9,2,2,9,9,9,2,2,2,9,9
775,VICTORIA,Nova Scotia,1867 - 1903,9,1900.11.07,1658,77f3ef47-b5c7-41d9-832c-8b183c0ec1d2,"ROSS, Hon. William",1072,0.5773,Liberal Party of Canada,"Merchant, shipbuilder",Protestant,0,4,,,,,,,,,,,,,1,1,1,1,1,2,2,1,1,2,9,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,1,1,9,2,2,2,2,9,9,2,2,2,2,2,1,2,2,2,1,2,2,2,1,9,2,9,9,9,9,9,9,9,2,9,2,2,1,2,2,2,2,9,9,1,2,2,2,2,2,9,2,2,2,2,2,2
311,INVERNESS,Nova Scotia,1867 - 1933,9,1900.11.07,1664,7820934e-0c85-4718-88bf-5f5465127e36,"MCLENNAN, Angus",2702,0.6217,Liberal Party of Canada,Physician,Catholic,0,2,,,,,,,,,,,,,1,1,1,1,9,2,2,1,1,2,9,2,2,2,9,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,1,2,1,2,2,2,9,9,9,2,2,2,2,2,2,2,1,2,9,2,1,2,2,2,1,1,2,2,2,2,2,2,9,9,9,9,2,2,1,2,2,2,2,2,2,9,9,9,2,2,2,2,2,2,2,2,2,2
316,JOLIETTE,Quebec,1867 - 1933,9,1900.11.07,1670,7872737b-dcdc-45e9-b401-9aecb06661e5,"BAZINET, Charles",1822,0.5119,Liberal Party of Canada,Lumber merchant,Fr.Catholic,1,2,,,,,,,,,,,,,9,9,9,1,1,9,2,1,1,2,2,9,9,2,2,2,2,2,9,2,2,2,2,2,9,9,2,1,1,2,2,1,1,2,1,9,9,2,2,2,2,2,2,9,2,2,2,2,2,9,9,9,2,9,9,2,2,2,1,9,2,9,9,9,9,9,2,2,2,2,2,2,1,2,2,2,2,2,9,9,2,9,2,2,9,2,2,2,2,2,9,2
298,HUNTINGDON,Quebec,1867 - 1914,9,1900.11.07,1681,793e5490-8eb3-47f0-b7be-43dbfc1bbc7c,"MACLAREN, Wm. Scott",1147,0.5053,Liberal Party of Canada,Agent,Protestant,0,1,,,,,,,,,,,,,1,1,1,1,1,2,2,1,1,2,2,2,9,2,2,2,2,2,9,2,2,9,1,2,1,2,2,1,1,2,9,9,2,2,1,2,2,1,2,2,2,9,2,2,2,2,2,2,2,1,1,2,2,9,9,2,2,2,1,9,9,2,2,2,2,2,9,9,9,9,2,2,1,2,2,2,2,2,9,1,2,9,9,9,2,2,2,2,2,2,9,2
630,ST. ANTOINE,Quebec,1892 - 1933,9,1900.11.07,1687,79bf0831-df43-426e-891c-02a3a38d53bb,"RODDICK, Thomas G.",2879,0.5077,Conservative (1867-1942),"Dean, physician, professor",Protestant,0,2,,,,,,,,,,,,,9,9,9,9,9,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
251,GREY EAST,Ontario,1872 - 1914,9,1900.11.07,1714,7b93f979-f291-49f1-9a5c-54d08800f177,"SPROULE, T.S.",2707,0.5361,Conservative (1867-1942),"Businessman, farmer, physician",Protestant,0,6,,,,,,,,,,,,,2,1,1,2,1,9,1,2,9,2,1,1,9,1,2,1,9,1,2,1,1,9,9,1,2,1,9,9,9,1,1,2,2,1,2,1,2,1,1,1,1,9,1,9,9,9,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,9,9,1,1,1,1,1,1,1,1,1,1,1,1
139,CHATEAUGUAY,Quebec,1867 - 1914,9,1900.11.07,1723,7bfda4f2-69fc-4407-b3b4-ccf8d867ee63,"BROWN, James P.",1301,0.5987,Liberal Party of Canada,Farmer,Protestant,0,3,,,,,,,,,,,,,9,1,1,1,9,2,2,1,9,2,9,2,2,2,9,9,2,2,9,9,2,2,1,2,1,2,9,1,1,9,2,9,9,2,1,9,1,1,2,2,2,2,2,2,9,2,2,2,9,9,1,2,2,9,1,2,2,2,1,1,9,2,2,2,2,2,2,2,9,2,9,2,1,9,9,2,2,2,2,9,2,2,9,2,9,9,2,2,2,9,9,2
639,ST. JAMES,Quebec,1892 - 1947,9,1900.11.07-1901.06.24,1733,7c7f75ef-1a54-4c0e-b96e-5ad5d7387f13,"DESMARAIS, Odilon",3256,0.6584,Liberal Party of Canada,"Crown prosecutor, lawyer",Fr.Catholic,1,2,,,,,,,,,,Resignation. Appointed Puisne Judge of the Superior Court of Quebec: 1901.06.24,,,1,9,9,9,9,9,2,1,9,9,9,2,9,9,9,9,9,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
383,LAVAL,Quebec,1867 - 1914,9,1900.11.07-1901.09.24,1743,7d0b9c93-dde3-4f31-99a9-d95b5c0517ff,"FORTIN, Thomas",1821,0.548,Liberal Party of Canada,"Lawyer, professor",Fr.Catholic,1,2,,,,,,,,,,Resignation.  Appointed Justice of the Superior Court of Quebec for the Montreal District: 1901.09.24,,,9,1,1,1,1,2,2,1,9,2,2,2,9,2,2,9,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
93,BURRARD,British Columbia,1892 - 1903,9,1900.11.07-1902.11.17,1756,7e7ddc0d-e365-4d1b-b94f-12b544305371,"MAXWELL, George R.",2716,0.5652,Liberal Party of Canada,Minister,Protestant,0,2,,,,,,,,,Scotland,Died in office: 1902.11.17,,,1,9,9,9,9,9,9,9,1,2,9,2,9,9,9,9,9,9,1,2,2,2,9,9,1,9,2,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
18,ARGENTEUIL,Quebec,1867 - 1947,9,1900.11.07-1902.08.05,1759,7ed1e48b-8ba1-4073-89fd-3cd191edca24,"CHRISTIE, Thomas",1239,0.5765,Liberal Party of Canada,"Physician, professor",Protestant,0,5,,,,,,,,,Scotland,Died in office:1902.08.05,,,1,9,9,9,9,2,2,1,1,9,9,9,9,2,9,2,9,2,1,2,2,2,2,9,9,9,2,9,9,2,2,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
280,HASTINGS WEST,Ontario,1867 - 1924,9,1900.11.07-1901.02.28,1783,80d06b25-d3dc-44df-bed4-c4e9e66e65d5,"CORBY, Henry",2094,0.6258,Conservative (1867-1942),Distiller,Protestant,0,4,,,,,,,,,,Resignation: 1901.02.28,,,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
55,BOTHWELL,Ontario,1867 - 1903,9,1900.11.07,1793,810f1560-ae39-4550-9aa9-e6033adb2404,"CLANCY, James",2547,0.5118,Conservative (1867-1942),"Farmer, lumberman",Catholic,0,2,,,,,,,,,,,,,2,1,1,1,9,9,1,2,2,2,1,1,9,9,9,1,2,1,2,1,1,1,9,1,9,9,9,9,9,9,9,9,9,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,2,1,1,1,2,9,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,9,1,1,9,9,1,1,1,1,2,1,1,1
837,YARMOUTH,Nova Scotia,1867 - 1914,9,1902.12.03,1832,83534b65-81ca-43e7-9bab-5f921b3f7b6c,"LAW, B.B.",2076,0.6322,Liberal Party of Canada,Merchant,Protestant,0,1,,,,,,,,,United States,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,9,9,9,2,2,2,2,2,2,2,2,2,2,9,2,9,9,2,9,9,2,2,2,1,1,9,9,9,9,9,9,9,9,9,9,2,2,1,2,9,2,2,9,2,1,2,9,2,2,2,9,9,9,9,9,9,9
835,YALE--CARIBOO,British Columbia,1892 - 1914,9,1900.11.07,1836,83937435-1eaf-4215-8abc-7632229f021b,"GALLIHER, Wm. A.",3112,0.3728,Liberal Party of Canada,Lawyer,Unknown,0,1,,,,,,,,,,,,,9,9,9,9,1,9,9,9,9,2,9,2,9,9,2,9,9,9,1,2,2,9,9,2,9,9,9,9,9,9,2,2,2,9,9,9,9,9,2,2,2,2,9,9,9,9,9,9,2,9,1,9,2,9,9,2,2,2,1,1,9,9,9,9,9,9,9,2,9,2,2,9,9,2,2,2,2,2,2,9,2,2,9,2,2,9,9,9,9,9,9,2
287,HOCHELAGA,Quebec,1867 - 1978,9,1900.11.07-1903.12.06,1837,83c162c1-32ed-4e1b-b19a-43041ba461b3,"MADORE, J.A.C.",4127,0.5438,Liberal Party of Canada,Lawyer,Fr.Catholic,1,2,,,,,,,,,,Resignation.  Appointed Puisne Judge of the Superior Court of Quebec: 1903.12.06,,,9,1,1,9,9,2,9,9,9,2,9,2,9,2,2,9,2,2,1,2,9,2,2,2,1,2,9,1,9,2,2,9,9,2,1,9,9,9,9,2,2,9,9,2,2,2,2,2,2,9,1,2,2,9,1,2,2,2,1,9,2,9,2,2,2,2,9,2,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
117,CARDWELL,Ontario,1867 - 1903,9,1900.11.07,1885,8789dd34-37bd-443e-8d19-80c8b942a23f,"JOHNSTON, Robert",1484,0.5344,Conservative (1867-1942),Farmer,Protestant,0,1,,,,,,,,,,,,,2,1,1,2,2,2,1,2,2,9,9,1,9,9,2,1,1,1,2,1,1,1,1,1,2,1,9,9,9,9,1,9,2,1,2,9,2,1,1,1,1,2,9,9,9,1,1,1,1,9,9,9,1,9,9,1,1,1,2,2,1,9,9,9,9,9,9,9,9,1,1,9,9,9,9,1,1,1,9,9,9,9,1,9,9,1,9,9,9,9,9,1
277,HASTINGS EAST,Ontario,1867 - 1924,9,1900.11.07,1888,87c17501-d622-40a8-b54a-e744773295dc,"NORTHRUP, W.B.",1815,0.51,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,,,,,2,1,1,1,9,2,1,2,9,9,9,1,9,1,2,1,9,9,9,9,1,1,1,9,2,1,9,9,9,1,9,9,9,9,2,1,2,9,1,9,9,9,9,9,1,1,1,1,1,1,9,9,9,9,9,1,1,1,2,9,9,9,9,9,9,9,1,9,9,9,9,9,2,1,1,9,1,9,9,9,1,9,1,1,9,9,9,9,9,1,1,9
36,BEAUCE,Quebec,1867 - ,9,1900.11.07-1901.04.03,1894,8816ee26-4762-47a1-a4be-fbe96abceb05,"GODBOUT, Joseph",3432,0.6121,Liberal Party of Canada,Physician,Fr.Catholic,1,4,,,,,,,,,,Resignation.  Called to the Senate:1901.04.03,,,9,1,1,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
51,BONAVENTURE,Quebec,1867 - 1971,9,1900.11.07,1896,8844037f-c912-404d-a505-6bf56321dd9a,"MARCIL, Charles",1567,0.525,Liberal Party of Canada,Journalist,Fr.Catholic,1,1,,,,,,,,,,,,,9,9,9,9,1,9,2,1,9,9,9,2,2,2,2,9,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,9,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,9,2,2,2,2,2,2,2,2,9,9,9,2,2,9
75,BROME,Quebec,1867 - 1924,9,1900.11.07,1902,8898cbb9-c7b4-4b1d-8019-f6672fcd0560,"FISHER, Hon. Sydney Arthur",1805,0.591,Liberal Party of Canada,Farmer,Protestant,0,4,,1,,,,,,,,,,,9,1,1,1,1,9,2,1,1,2,9,2,2,2,2,2,9,9,9,2,2,2,1,2,1,2,9,9,9,2,2,9,2,2,9,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,9,9,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,9,2,2,1,2,2,2,2,2,2,9,2,2,9,2,9,2,9,9,9,9,9,2
679,SHELBURNE AND QUEEN'S,Nova Scotia,1892 - 1924,9,1900.11.07,1908,89103d9d-627c-4f56-8113-57b0d3865982,"FIELDING, Hon. W.S.",2294,0.5468,Liberal Party of Canada,"Correspondent, editor, journalist",Protestant,0,2,,1,,,,,,,,,,,1,9,9,1,1,2,2,1,1,2,2,2,2,2,2,9,2,2,1,2,2,2,2,2,1,9,9,1,1,2,2,2,2,2,9,2,1,1,2,2,2,2,9,2,2,2,2,2,2,2,1,9,2,2,1,9,9,9,9,9,2,2,2,2,2,2,2,2,9,2,2,2,1,9,2,2,2,2,9,1,2,2,2,2,2,9,2,2,2,2,2,2
138,CHARLOTTE,New Brunswick,1867 - 1966,9,1900.11.07,1910,892fcb1a-a0f4-4f1f-8293-277f484857a5,"GANONG, Gilbert White",2785,0.5581,Liberal-Conservative,"Confectioner, teacher",Protestant,0,2,,,,,,,,,,,,,9,1,1,1,9,2,1,2,9,9,1,1,2,1,9,1,9,9,2,1,1,1,9,1,2,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,1,2,1,2,9,9,9,9,9,9,9,9,9,9,9,1,9,9,1,9,9,1,9,9,9,9,9,9,1,9,1,1,2,2,1,9,9
578,QUEBEC COUNTY,Quebec,1867 - 1924,9,1900.11.07,1916,89623362-ab4a-44b5-800f-0038af405df5,"FITZPATRICK, Hon. Charles",2201,0.7073,Liberal Party of Canada,"Crown prosecutor, lawyer, professor of criminal law",Catholic,0,2,,1,,,,,,,,,,,9,9,9,1,1,2,9,9,1,2,9,9,9,9,9,9,9,9,1,2,2,2,9,2,1,9,9,9,9,2,2,2,1,9,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,9,2,2,9,2,2,2,1,9,2,9,9,9,9,9,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2
424,MARQUETTE,Manitoba,1871 - 1976,9,1900.11.07,1917,896b827c-c49c-4978-9b77-7590d414c5ee,"ROCHE, William James",2809,0.5406,Conservative (1867-1942),Physician,Protestant,0,2,,,,,,,,,,,,,9,1,1,2,2,2,1,2,9,9,1,1,2,1,2,1,1,9,2,1,1,1,1,1,2,1,9,2,2,1,1,2,9,9,2,1,2,1,1,1,9,1,1,9,1,1,1,1,1,9,2,9,1,1,9,1,1,1,2,2,1,1,1,1,1,1,1,1,9,9,1,1,2,9,9,9,9,1,1,9,1,9,9,1,1,1,9,9,9,9,9,9
268,HAMILTON,Ontario,1867 - 1903,9,1900.11.07,1928,8aa5c0ed-bcaa-4229-9464-8fbd967acc30,"BARKER, Samuel",5466,0.2682,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,2,1,1,1,9,2,1,2,2,2,9,1,9,9,9,1,9,9,1,1,9,1,1,1,9,1,1,2,2,1,9,9,2,1,9,1,2,1,1,1,1,9,1,1,1,1,9,1,1,1,2,9,1,9,9,1,1,1,2,2,1,1,1,1,1,1,9,1,9,9,1,1,2,1,1,1,1,1,9,1,1,9,1,1,9,1,2,2,2,1,1,1
