Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H18S1V001,H18S1V002,H18S1V003,H18S1V004,H18S1V005,H18S1V006,H18S1V007,H18S1V008,H18S1V009,H18S1V010,H18S1V011,H18S2V001,H18S2V002,H18S2V003,H18S2V004,H18S2V005,H18S2V006,H18S3V001,H18S3V002,H18S3V003,H18S3V004,H18S3V005,H18S3V006,H18S3V007,H18S3V008,H18S3V009,H18S3V010,H18S3V011,H18S4V001,H18S4V002,H18S4V003,H18S4V004,H18S4V005,H18S4V006,H18S4V007,H18S4V008,H18S4V009,H18S4V010,H18S4V011,H18S4V012,H18S4V013,H18S4V014,H18S5V001
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,02.13.1936,02.20.1936,02.27.1936,03.10.1936,05.12.1936,05.12.1936,06.01.1936,06.16.1936,06.16.1936,06.17.1936,06.18.1936,02.02.1937,02.19.1937,03.09.1937,03.12.1937,03.18.1937,03.19.1937,02.11.1938,02.16.1938,03.31.1938,03.31.1938,05.24.1938,05.31.1938,06.13.1938,06.14.1938,06.23.1938,06.23.1938,06.23.1938,02.02.1939,02.02.1939,02.07.1939,02.13.1939,02.13.1939,03.13.1939,03.16.1939,03.29.1939,04.11.1939,04.26.1939,05.03.1939,05.11.1939,05.23.1939,06.03.1939,09.12.1939
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,GREY NORTH,Ontario,1867 - 1966,18,1935.10.14,2115,97d16d55-96b0-494b-a7d6-2195be9b7917,"TELFORD, William Pattison",8060,0.4525,Liberal Party of Canada,Lawyer,,0,2,,,,,,,,,,,,,9,1,2,1,2,2,1,9,9,1,1,9,2,9,9,2,1,9,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1,2,1,9,9,9,1,9,1,2
762,VANCOUVER NORTH,British Columbia,1924 - 1947,18,1935.10.14,2119,9810a751-c3fb-478c-bf5a-ced38dfcb91a,"MACNEILL, Charles Grant",8641,0.3996,Co-operative Commonwealth Federation,"Businessman, sales manager, secretary",,0,1,,,,,,,,,,,,,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,9,1,2
498,NORTHUMBERLAND,Ontario,1914 - 1966,18,1935.10.14,2143,99caecb0-0fa5-43c6-9308-14dbbabe42c0,"FRASER, William Alexander",8609,0.5223,Liberal Party of Canada,"Farmer, fruit grower, industrialist, manufacturer",,0,2,,,,,,,,,,,,,2,1,2,1,2,2,9,2,2,1,1,9,2,2,9,2,9,9,2,2,2,9,9,9,9,9,9,9,2,9,9,9,9,9,2,9,9,9,2,1,9,1,9
17,ANTIGONISH--GUYSBOROUGH,Nova Scotia,1914 - 1966,18,1936.03.16,2171,9ba196ec-8cc2-4586-a992-2ab0a7ae59a1,"KIRK, J. Ralph",accl.,,Liberal Party of Canada,Merchant,,0,1,,,,,,,,,,,,,99,99,99,99,2,2,1,2,2,1,9,2,2,9,1,9,1,2,2,2,2,2,2,9,1,2,2,1,9,9,1,2,1,1,2,1,9,2,2,9,9,1,2
704,STANSTEAD,Quebec,1867 - 1966,18,1935.10.14,2174,9bcbda47-e6d5-443a-bddd-bb9ec12b372b,"DAVIDSON, Robert Greig",5676,0.4867,Liberal Party of Canada,Farmer,,0,1,,,,,,,,,,,,,9,1,2,1,2,2,9,2,2,1,9,9,2,2,9,9,1,2,2,2,2,9,9,9,9,9,9,9,2,2,1,2,1,1,2,1,1,9,2,1,2,9,2
1235,ATHABASKA,Alberta,1924 - 1966,18,1935.10.14,2198,9d618c99-f087-4e2d-896d-c24b0857004a,"ROWE, Percy John",5424,0.5199,Social Credit,Accountant,,0,1,,,,,,,,,,,,,2,9,2,1,9,9,9,9,9,9,9,9,1,1,9,9,2,2,1,9,9,1,1,9,2,9,9,9,1,1,2,2,1,9,1,1,9,1,1,2,2,1,2
731,TIMISKAMING,Ontario,1933 - 1993,18,1935.10.14,2207,9e9a1a23-707a-4e20-97dc-caca9c8af253,"LITTLE, Walter",5905,0.3758,Liberal Party of Canada,Contractor,,0,1,,,,,,,,,,,,,2,1,2,9,2,2,1,2,2,9,9,2,2,2,9,2,2,2,2,2,2,9,9,1,1,2,2,1,2,2,1,9,9,9,2,1,1,2,2,1,2,9,2
132,CHAPLEAU,Quebec,1933 - 1966,18,1935.10.14,2239,a0e677ad-2e92-4938-ba2a-237436b01e61,"BLAIS, Francois alias Frank",3093,0.3433,Independent Liberal,"Contractor, farmer, lumber merchant",,1,1,,,,,,,,,,,,,2,1,2,1,2,2,9,2,2,1,1,9,9,9,9,9,9,2,2,2,2,9,9,9,9,9,9,9,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9
587,QUEEN'S,Prince Edward Island,1903 - 1966,18,1935.10.14-1938.03.08,2260,a23db502-63c9-43f6-914b-9be7753bc7df,"SINCLAIR, Peter",10303,0.2754,Liberal Party of Canada,Farmer,,0,1,,,,,,,,,,Died in office: 1938.03.08,,,2,1,2,1,2,2,1,9,9,9,9,2,2,2,1,2,1,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
125,CARTIER,Quebec,1924 - 1966,18,1938.11.07,2263,a2779fdf-145d-4877-83e5-c34b99cfce6a,"BERCOVITCH, Peter",accl.,,Liberal Party of Canada,Lawyer,,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,9,9,9,2,1,9,9,2,1,2,1,2
283,HASTINGS--PETERBOROUGH,Ontario,1924 - 1952,18,1935.10.14,2279,a3f44daa-d41c-45b1-a843-0746464237de,"FERGUSON, Rork Scott",5671,0.4416,Liberal Party of Canada,Farmer,,0,1,,,,,,,,,,,,,2,1,2,1,2,2,9,2,2,1,1,2,2,2,9,9,9,2,2,2,2,1,9,9,9,2,2,1,2,2,1,2,1,1,9,1,9,2,2,1,2,9,2
585,QUEBEC SOUTH,Quebec,1914 - 1966,18,1935.10.14,2293,a47e2fa3-277a-47c3-8868-2fc0fdddd05a,"POWER, Charles Gavan",11270,0.6285,Liberal Party of Canada,Lawyer,,0,6,,1,,,,,,,,,,,2,1,2,1,2,2,9,2,2,1,9,9,2,2,1,2,9,2,2,2,2,9,9,9,9,2,2,1,2,2,1,2,1,1,2,1,1,2,2,1,2,9,2
780,VICTORIA,British Columbia,1924 - ,18,1936.06.08-1937.10.13,2295,a4a7d1fa-870b-4590-a260-7e2f460d6e83,"TOLMIE, Hon. Simon Fraser",5997,0.3406,Conservative (1867-1942),"Farmer, public servant, rancher, veterinary surgeon",,0,5,,,,,,,,,,Died in office: 1937.10.13,,,99,99,99,99,99,99,99,9,9,9,9,1,2,1,2,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
40,BEAUHARNOIS--LAPRAIRIE,Quebec,1933 - 1947,18,1935.10.14,2319,a6118e5f-21ea-4604-b78b-56ad3aa2b56e,"RAYMOND, Maxime",10052,0.7177,Liberal Party of Canada,Lawyer,,1,4,,,,,,,,,,,,,2,9,9,9,9,9,9,2,2,9,1,9,9,2,9,9,9,9,2,2,2,9,9,9,9,2,2,1,9,9,1,9,1,9,9,9,1,9,2,9,2,9,9
457,MONTMAGNY--L'ISLET,Quebec,1933 - 1966,18,1935.10.14,2321,a63343dc-e727-4871-b2c0-a429c5621416,"FAFARD, J. Fernand",6826,0.583,Liberal Party of Canada,Land surveyor,,1,6,,,,,,,,,,,,,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,9,2,1,1,2,2,1,2,2,1,2,1,9,2,1,9,9,2,1,2,9,2
574,PROVENCHER,Manitoba,1871 - ,18,1935.10.14,2323,a638ffca-3e58-4c73-af5b-001d8d62aeda,"BEAUBIEN, Arthur-Lucien",6308,0.6271,Liberal Party of Canada,Farmer,,1,5,,,,,,,,,,,,,2,1,2,1,2,2,1,2,2,1,1,2,2,2,9,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1,2,1,9,2,2,9,9,9,2
593,RED DEER,Alberta,1907 - ,18,1935.10.14,2325,a6483eef-8066-43ff-8024-8070a65297df,"POOLE, Eric Joseph",7901,0.5956,Social Credit,Building contractor,,0,1,,,,,,,,,England,,,,2,2,2,9,1,9,9,9,9,9,9,9,2,1,9,9,9,1,1,2,1,9,9,2,2,1,1,2,9,9,2,2,1,9,9,9,2,9,9,9,9,9,9
797,WELLINGTON SOUTH,Ontario,1867 - 1966,18,1935.10.14,2339,a7bf8074-1cd3-4818-b32d-9a1892ae5957,"GLADSTONE, Robert William",8840,0.5242,Liberal Party of Canada,"Gentleman, manager, manufacturer, teacher",,0,1,,,,,,,,,,,,,2,1,2,1,2,2,1,9,9,1,1,9,2,2,9,2,9,2,2,2,2,9,2,1,1,2,2,1,2,2,1,2,1,1,2,1,1,2,2,9,9,9,2
198,EDMONTON EAST,Alberta,1914 - 2000,18,1938.03.21,2353,a8ab0698-cdee-4206-b51f-cc7d9998487c,"KENNEDY, Orvis A.",9904,0.4881,Social Credit,"Executive, manager, organizer, salesman",,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,1,1,2,2,1,1,2,1,1,2,2,1,2,1,1,9,1,1,2,1,9,1
802,WENTWORTH,Ontario,1903 - 1966,18,1935.10.14,2382,aa140311-39c9-4ed9-93ea-2a4f9dc89c8e,"LENNARD, Frank Exton Jr.",9958,0.3299,Conservative (1867-1942),"Merchant, textile dyer",,0,1,,,,,,,,,,,,,2,1,2,2,2,2,2,9,1,2,2,1,2,1,9,9,9,1,1,1,1,9,9,2,2,2,9,9,2,1,2,1,1,2,1,2,9,1,1,2,9,9,9
367,LANARK,Ontario,1914 - 1966,18,1935.10.14,2386,aa6d068b-338a-49cc-a128-e8b6da7f61b7,"THOMPSON, Thomas Alfred",8043,0.455,Conservative (1867-1942),Farmer,,0,2,,,,,,,,,,,,,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,9,1,9,1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,2,1,9,9,2,2,9,2
522,OTTAWA WEST,Ontario,1933 - 1996,18,1935.10.14,2393,aae8b0ef-47f0-4236-8524-07eeab55b3e8,"AHEARN, Thomas Franklin",21503,0.4864,Liberal Party of Canada,"Agent, businessman, insurance agent",,0,2,,,,,,,,,,,,,9,9,9,1,9,9,9,9,9,9,1,2,9,2,9,9,9,2,9,2,2,9,9,9,9,2,2,1,2,2,9,2,9,9,9,1,9,9,2,9,9,1,2
768,VAUDREUIL--SOULANGES,Quebec,1914 - 1966,18,1935.10.14,2408,ac244c59-b46b-4e19-8e51-7bcd5a67e50d,"THAUVETTE, Joseph",5983,0.6814,Liberal Party of Canada,Physician,,1,2,,,,,,,,,,,,,9,9,9,1,2,2,9,2,2,1,1,9,2,2,9,2,1,2,2,2,2,2,2,9,1,2,2,1,2,2,1,9,1,9,2,1,1,2,2,1,2,9,2
563,PRESCOTT,Ontario,1867 - 1952,18,1935.10.14,2427,adeb470e-95a5-4d1a-9fd9-e72a81a909e3,"BERTRAND, Elie Oscar",6034,0.5355,Liberal Party of Canada,Merchant,,1,3,,,,,,,,,,,,,2,1,2,1,2,2,9,2,2,1,1,2,2,2,2,2,9,2,2,2,2,2,2,1,1,2,2,1,9,9,9,2,1,1,2,1,1,1,2,1,2,9,2
689,SKEENA,British Columbia,1914 - 2003,18,1935.10.14,2429,ae12b84c-7041-40f5-945b-30deb6fe5981,"HANSON, Olof",3898,0.4719,Liberal Party of Canada,"Businessman, lumberman",,0,2,,,,,,,,,Sweden,,,,2,1,9,1,2,2,1,2,2,1,1,2,2,2,9,2,1,2,2,2,2,1,1,1,9,2,2,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,2
810,WESTMORLAND,New Brunswick,1867 - 1966,18,1935.10.14,2438,aeee788d-7fe7-4d62-b175-37928c7f4009,"EMMERSON, Henry Read",16307,0.6281,Liberal Party of Canada,"Business executive, salesman",,0,1,,,,,,,,,,,,,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,9,2,2,2,2,9,1,1,9,2,2,1,2,2,1,9,9,9,2,1,9,9,2,1,2,1,2
313,JACQUES CARTIER,Quebec,1867 - 1952,18,1939.12.18,2447,af77cf70-70e8-4f3e-850f-09c36cbb00dd,"MARIER, Elphege",6829,0.7756,Liberal Party of Canada,Lawyer,,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
565,PRINCE ALBERT,Saskatchewan,1907 - 1987,18,1935.10.14,2469,b11f5b30-7d32-44e6-b23c-a24561c1eaf5,"KING, Rt. Hon. W.L.",9087,0.5467,Liberal Party of Canada,"Author, editor, gentleman, journalist, labour expert, lawyer, senior public servant",,0,7,,1,,,,,,,,,,,2,1,2,1,2,2,1,2,2,1,1,9,2,9,9,9,9,2,2,2,2,2,9,1,1,2,2,1,2,2,1,2,1,1,2,1,1,9,2,9,9,9,2
243,GLOUCESTER,New Brunswick,1867 - 1990,18,1935.10.14-1936.07.06,2472,b155bd78-8adb-481a-8fd1-4d1b36d4daff,"VENIOT, Hon. Peter J.",11816,0.7496,Liberal Party of Canada,"Insurance agent, journalist, newspaper owner",,1,3,,,,,,,,,,Died in office: 1936.07.06,,,2,1,2,1,2,2,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
346,KOOTENAY EAST,British Columbia,1914 - 1966,18,1935.10.14-1937.12.31,2491,b2723513-c609-4a5c-87f4-bd7c225ccd75,"STEVENS, Hon. Henry Herbert",3904,0.3881,Reconstruction Party,"Accountant, broker, grocer",,0,7,1,,,1,,,,,England,,,,9,9,9,1,9,9,2,9,9,9,9,9,9,9,2,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
346,KOOTENAY EAST,British Columbia,1914 - 1966,18,1938.01.01-,2491.1,b2723513-c609-4a5c-87f4-bd7c225ccd75,"STEVENS, Hon. Henry Herbert",3904,0.3881,Conservative (1867-1942),,,0,7,,,,,,,,,England,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,1,1,1,1,2,9,2,1,2,2,1,2,9,9,9,1,2,1,1,9,2,9,1,2
626,RUSSELL,Ontario,1867 - 1966,18,1935.10.14,2495,b2ba480d-9a02-4109-a93b-3a73f8d0d540,"GOULET, Alfred",5041,0.4349,Liberal Party of Canada,Merchant,,1,4,,,,,,,,,,,,,2,1,2,1,2,2,9,2,2,1,9,2,2,2,9,2,9,2,9,2,2,2,2,1,9,2,2,1,9,9,9,9,9,1,2,9,1,9,2,1,2,9,2
595,REGINA CITY,Saskatchewan,1933 - 1966,18,1935.10.14,2509,b45972c0-eae5-4675-9cbc-a1cbdfd706d2,"MCNIVEN, Donald Alexander",10235,0.4127,Liberal Party of Canada,Barrister,,0,1,,,,,,,,,,,,,2,1,2,1,2,2,1,9,9,9,1,1,2,2,2,2,9,9,9,2,2,2,9,1,2,9,9,9,2,2,9,2,1,1,2,1,1,2,2,1,2,1,2
72,BROADVIEW,Ontario,1933 - 1976,18,1935.10.14,2511,b4773d7c-fb30-477a-9d14-c076e60905ac,"CHURCH, Thomas Langton",11380,0.4084,Conservative (1867-1942),Barrister,,0,5,,,,,,,,,,,,,2,1,9,2,2,2,1,2,1,1,2,1,2,1,9,1,9,9,1,1,9,9,9,9,9,9,9,9,2,1,2,1,1,9,1,2,9,1,1,9,9,9,2
438,MERCIER,Quebec,1933 - 1980,18,1935.10.14,2539,b6e2c8ed-5f15-4930-a438-2b12049dfbd7,"JEAN, Joseph",17231,0.7079,Liberal Party of Canada,Lawyer,,1,2,,,,,,,,,,,,,2,1,2,1,9,2,9,9,9,9,1,1,2,9,9,2,9,9,9,2,2,2,2,9,1,2,2,1,2,2,1,2,1,9,2,1,9,2,2,1,9,9,2
587,QUEEN'S,Prince Edward Island,1903 - 1966,18,1935.12.30,2553,b7bab241-2a80-47dc-b8e0-c1334a0b5abb,"DUNNING, Charles Avery",accl.,,Liberal Party of Canada,Farmer,,0,3,,1,,,,,,,England,,,,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,9,9,9,2,2,1,9,9,9,2,1,1,9,2,1,2,1,9
415,MACLEOD,Alberta,1907 - 1966,18,1935.10.14,2555,b7be8f86-27c2-4da9-a780-2d2bb5edfa31,"HANSELL, Ernest George",7028,0.4858,Social Credit,"Clergyperson, minister",,0,1,,,,,,,,,England,,,,2,2,2,9,1,2,2,1,1,2,1,1,2,1,9,1,2,1,1,2,1,9,9,2,9,1,1,2,1,1,2,2,1,2,1,1,9,9,1,2,1,9,1
759,VANCOUVER EAST,British Columbia,1933 - ,18,1935.10.14,2562,b8094e9f-95f3-46b2-ab3e-9e132f32ed9e,"MACINNIS, Angus",13629,0.5091,Co-operative Commonwealth Federation,"Motorman, unionist",,0,2,,,,,,,,,,,,,1,2,1,9,2,2,9,1,1,2,1,1,1,1,2,9,9,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,2,1,9,2,1,1,2,2,1,2
23,ASSINIBOIA,Saskatchewan,1907 - 1987,18,1936.01.06,2568,b88f8c1a-3837-4be1-8acb-61fedd1a9cc1,"GARDINER, Hon. James Garfield",7282,0.6621,Liberal Party of Canada,"Farmer, principal",,0,1,,1,,,,,,,,,,,2,1,9,1,2,2,1,2,2,1,1,2,9,2,1,2,1,2,9,2,2,2,9,1,1,9,9,9,2,2,1,2,1,1,2,9,9,2,2,1,9,9,2
769,VEGREVILLE,Alberta,1924 - 1996,18,1935.10.14,2578,b916e4e7-4673-42cf-aaab-3704de18f9cc,"HAYHURST, William",4124,0.3068,Social Credit,"Farmer, principal, teacher",,0,1,,,,,,,,,England,,,,2,2,9,1,1,2,9,1,2,2,1,9,9,1,2,9,2,9,1,2,1,1,9,2,9,9,9,9,1,1,1,2,1,2,1,1,2,1,1,2,9,9,9
103,CALGARY WEST,Alberta,1914 - 1952,18,1935.10.14-1939.01.28,2579,b9296f13-96f7-4c62-a577-63a5fc91ac2f,"BENNETT, Right Hon. Richard Bedford",9172,0.5035,Conservative (1867-1942),"Barrister, lawyer, teacher",,0,5,,,,,,,,,,Resignation: 1939.01.28,,,2,1,2,2,2,2,9,2,1,1,2,9,2,9,2,9,9,1,1,1,1,1,1,2,2,2,1,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
497,NORTHUMBERLAND,New Brunswick,1867 - 1955,18,1935.10.14,2601,ba6bda42-081f-47fa-b14d-eac7ce390dbf,"BARRY, John Patrick",7662,0.5629,Liberal Party of Canada,Lawyer,,0,1,,,,,,,,,,,,,2,1,2,1,2,2,9,2,2,1,1,2,2,2,2,2,9,2,2,2,2,9,9,1,1,2,2,1,2,2,9,9,9,1,2,9,1,9,2,9,9,9,2
2,ACADIA,Alberta,1924 - 1966,18,1935.10.14,2602,ba7c8691-5f1c-4bc4-9ec1-82c0a828db16,"QUELCH, Victor",6166,0.5876,Social Credit,Farmer,,0,1,,,,,,,,,British Guyana,,,,2,2,1,1,1,2,2,1,1,9,1,1,1,1,2,1,2,1,1,2,1,9,9,2,2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,9,9
11,ALGOMA WEST,Ontario,1903 - 1966,18,1935.10.14,2631,bcc37805-d2b8-4149-9902-ba3bfef4c6c8,"HAMILTON, Henry Sidney",6788,0.4607,Liberal Party of Canada,"Barrister, lawyer",,0,1,,,,,,,,,,,,,2,9,2,1,2,2,9,2,2,1,1,9,2,2,9,2,9,2,2,2,2,9,9,9,9,2,2,1,2,2,9,2,1,9,2,1,9,9,2,9,9,9,2
1254,ST. HENRY,Quebec,1933 - 1947,18,1935.10.14-1937.11.29,2635,bd0b7691-bf15-4026-ab2e-767ae78f819d,"MERCIER, Paul",21561,0.7354,Liberal Party of Canada,Lawyer,,1,5,,,,,,,,,,Resignation. Appointed Judge of the Circuit Court for the Montreal District: 1937.11.29,,,9,9,9,1,9,9,1,2,2,1,1,2,2,2,1,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
137,CHARLEVOIX--SAGUENAY,Quebec,1924 - 1947,18,1935.10.14,2638,bd9b695e-03eb-4481-be01-3402cff4d261,"CASGRAIN, Pierre-Francois",12144,0.6549,Liberal Party of Canada,Lawyer,,1,6,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
487,NIPISSING,Ontario,1892 - 2003,18,1935.10.14,2643,bde42488-05e2-47ed-9198-b4c92e8c1b54,"HURTUBISE, Joseph Raoul",20114,0.6044,Liberal Party of Canada,"Physician, surgeon",,1,2,,,,,,,,,,,,,2,9,9,1,2,2,9,2,2,1,1,2,2,2,1,2,1,9,9,2,2,2,2,1,1,2,2,1,2,2,1,2,1,9,9,1,9,9,2,1,2,9,9
145,CHURCHILL,Manitoba,1933 - ,18,1935.10.14,2674,c0217f54-28e5-4cd6-8ce3-4d47e7475495,"CRERAR, Hon. Thomas Alexander",3603,0.4,Liberal Party of Canada,"Farmer, grain merchant, managing director, teacher",,0,4,,1,,,,,,,,,,,2,1,2,1,2,2,1,2,2,1,1,2,9,2,1,9,1,2,2,2,2,9,2,1,1,2,2,1,2,2,9,2,9,1,2,1,1,9,2,1,9,9,2
58,BOW RIVER,Alberta,1914 - 1966,18,1935.10.14,2717,c2d813a5-a966-4bb3-ae3f-2aa943b5d543,"JOHNSTON, Charles Edward",7529,0.5311,Social Credit,Teacher,,0,1,,,,,,,,,United States,,,,2,2,1,1,1,2,2,9,2,2,1,1,1,1,9,1,2,1,1,2,1,9,9,9,9,1,1,2,1,1,2,2,1,9,9,1,2,1,1,2,1,1,1
279,HASTINGS SOUTH,Ontario,1924 - 1966,18,1935.10.14,2723,c3a6b213-17f3-4d15-bcc4-37813baacc76,"CAMERON, Charles Alexander",9982,0.4885,Liberal Party of Canada,Barrister,,0,1,,,,,,,,,,,,,2,9,2,1,9,9,9,2,2,1,9,9,9,2,9,2,9,2,9,2,2,2,2,9,1,9,9,9,2,2,9,9,9,9,2,1,9,2,2,9,2,9,2
825,WINNIPEG SOUTH CENTRE,Manitoba,1924 - 1976,18,1935.10.14,2748,c548c92b-53f3-4c39-b9d9-f8f634004d2f,"MAYBANK, Ralph",11264,0.3636,Liberal Party of Canada,Barrister,,0,1,,,,,,,,,,,,,2,1,2,1,2,2,1,9,9,9,1,1,2,2,9,2,9,2,2,2,2,9,9,1,1,2,2,1,9,9,1,2,1,9,2,1,9,9,9,1,9,9,2
613,RICHMOND--WOLFE,Quebec,1867 - 1966,18,1935.10.14,2756,c5b34e5a-94e7-4e3a-b523-2ba5754a6c4c,"MULLINS, James Patrick",6278,0.4243,Liberal Party of Canada,Insurance agent,,0,1,,,,,,,,,,,,,2,9,2,1,2,2,9,2,2,1,1,2,2,9,1,2,9,9,2,2,2,2,2,9,1,2,2,1,2,2,1,9,1,9,9,1,9,2,2,1,2,9,2
30,BATTLE RIVER,Alberta,1914 - 1952,18,1935.10.14,2763,c66ed2bf-66f2-427f-a708-65e7ecf47863,"FAIR, Robert",7029,0.479,Social Credit,Farmer,,0,1,,,,,,,,,Ireland,,,,2,2,1,1,1,2,2,1,1,9,1,1,1,1,2,9,9,1,1,2,1,9,9,9,2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,9,1
323,KAMOURASKA,Quebec,1867 - 1976,18,1935.10.14,2786,c7877003-a7b3-48bd-96df-1091b52e294b,"BOUCHARD, Georges",6841,0.6591,Liberal Party of Canada,"Agrologist, teacher",,1,5,,,,,,,,,,,,,2,1,2,1,2,2,9,2,2,1,1,9,2,2,1,2,1,2,2,2,2,2,2,9,9,9,9,9,2,2,9,2,1,9,2,1,9,9,2,1,9,1,2
702,ST. JOHN--ALBERT,New Brunswick,1914 - 1966,18,1938.02.21,2819,ca010545-e54d-4b87-a880-46b2ddd8aa96,"MCAVITY, Allan Getchell",accl.,,Liberal Party of Canada,"Engineer, merchant",,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,9,1,9,2,2,1,2,2,1,2,1,9,9,1,9,2,9,9,9,9,2
235,GASPE,Quebec,1867 - 1996,18,1935.10.14,2820,ca0503f8-6363-41e2-9b5b-12c115d3c8c8,"BRASSET, Maurice",11773,0.668,Liberal Party of Canada,Lawyer,,1,2,,,,,,,,,,,,,9,9,2,9,2,2,1,2,2,1,1,2,2,2,9,9,9,2,2,9,9,2,9,1,9,9,9,9,2,2,1,9,9,1,9,1,1,9,2,1,2,9,2
639,ST. JAMES,Quebec,1892 - 1947,18,1939.12.18,2836,cb1e4d8c-278f-42ee-a925-d4df8127700a,"DUROCHER, Eugene",16986,0.7273,Liberal Party of Canada,Insurance broker,,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
328,KENT,Ontario,1914 - 1966,18,1939.12.11,2857,cce3c4db-b43a-48a9-8ab3-1a05bf09525d,"THOMPSON, Arthur Lisle",accl.,,Liberal Party of Canada,Implement agent,,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
681,SHELBURNE--YARMOUTH--CLARE,Nova Scotia,1933 - 1947,18,1935.10.14,2860,cd1d4f94-d4de-42cb-a256-0b0d948a7f22,"POTTIER, Vincent Joseph",11102,0.6243,Liberal Party of Canada,Barrister,,0,1,,,,,,,,,,,,,2,1,2,1,2,2,1,9,9,9,9,9,2,2,9,2,1,2,9,2,2,2,9,1,1,2,2,1,2,2,1,2,1,9,9,1,9,2,9,1,2,1,2
250,GRENVILLE--DUNDAS,Ontario,1924 - 1966,18,1935.10.14,2874,cdd10c21-6c0d-459f-a8a0-99d3c72da7b1,"CASSELMAN, Arza Clair",8936,0.5216,Conservative (1867-1942),"Barrister, lawyer",,0,5,,,,,,,,,,,,,2,1,2,2,2,2,9,2,1,1,2,1,2,1,9,1,1,9,9,9,9,1,1,2,2,2,1,2,2,1,2,1,1,1,1,9,1,9,1,2,2,9,2
778,VICTORIA,Ontario,1903 - 1966,18,1935.10.14,2881,ce87ba2a-6127-44cc-9cca-1dcffc932048,"MCNEVIN, Bruce",8234,0.4853,Liberal Party of Canada,Farmer,,0,1,,,,,,,,,,,,,2,1,2,1,2,2,1,2,2,1,1,2,2,2,9,2,2,9,2,2,2,9,2,9,1,9,9,9,2,2,1,2,1,1,9,1,9,9,2,1,2,9,2
