Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H16S1V001,H16S1V002,H16S1V003,H16S1V004,H16S1V005,H16S1V006,H16S1V007,H16S1V008,H16S1V009,H16S1V010,H16S1V011,H16S1V012,H16S1V013,H16S1V014,H16S1V015,H16S1V016,H16S1V017,H16S2V001,H16S2V002,H16S2V003,H16S2V004,H16S2V005,H16S2V006,H16S2V007,H16S2V008,H16S2V009,H16S2V010,H16S2V011,H16S2V012,H16S2V013,H16S2V014,H16S2V015,H16S2V016,H16S2V017,H16S2V018,H16S2V019,H16S2V020,H16S2V021,H16S2V022,H16S2V023,H16S2V024,H16S3V001,H16S3V002,H16S3V003,H16S3V004,H16S3V005,H16S3V006,H16S3V007,H16S3V008,H16S3V009,H16S3V010,H16S3V011,H16S3V012,H16S3V013,H16S3V014,H16S3V015,H16S3V016,H16S3V017,H16S3V018,H16S3V019,H16S3V020,H16S3V021,H16S3V022,H16S3V023,H16S3V024,H16S3V025,H16S3V026,H16S3V027,H16S3V028,H16S4V001,H16S4V002,H16S4V003,H16S4V004,H16S4V005,H16S4V006,H16S4V007,H16S4V008,H16S4V009,H16S4V010,H16S4V011,H16S4V012,H16S4V013,H16S4V014,H16S4V015,H16S4V016,H16S4V017,H16S4V018,H16S4V019,H16S4V020,H16S4V021,H16S4V022,H16S4V023,H16S4V024,H16S4V025
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,02.14.1927,03.02.1927,03.02.1927,03.07.1927,03.15.1927,03.17.1927,03.17.1927,03.23.1927,03.28.1927,03.28.1927,04.05.1927,04.11.1927,04.13.1927,04.13.1927,04.13.1927,04.13.1927,04.14.1927,03.13.1928,03.13.1928,03.14.1928,03.14.1928,03.20.1928,03.27.1928,03.29.1928,04.26.1928,04.26.1928,04.27.1928,05.02.1928,05.09.1928,05.09.1928,05.09.1928,05.11.1928,05.15.1928,05.16.1928,05.16.1928,05.18.1928,05.21.1928,05.22.1928,05.23.1928,05.26.1928,06.09.1928,02.14.1929,02.19.1929,02.21.1929,02.21.1929,02.26.1929,02.28.1929,03.06.1929,04.11.1929,04.11.1929,04.11.1929,04.15.1929,04.15.1929,04.15.1929,04.16.1929,04.16.1929,04.23.1929,05.01.1929,05.14.1929,05.14.1929,05.16.1929,05.22.1929,05.23.1929,05.31.1929,06.10.1929,06.11.1929,06.11.1929,06.14.1929,06.14.1929,03.03.1930,03.04.1930,03.10.1930,03.11.1930,03.13.1930,03.18.1930,03.18.1930,03.25.1930,03.25.1930,03.27.1930,03.27.1930,04.01.1930,04.01.1930,04.08.1930,04.28.1930,04.28.1930,05.06.1930,05.06.1930,05.06.1930,05.06.1930,05.13.1930,05.15.1930,05.15.1930,05.15.1930,05.28.1930
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,WINNIPEG SOUTH,Manitoba,1914 - 1976,16,1926.09.14,1398,6678ae25-eeae-4175-8097-66476850daee,"MCDIARMID, John Stewart",8809,0.5356,Liberal Party of Canada,Lumber merchant,,0,1,,,,,,,,,Scotland,,,,9,2,1,9,9,9,9,2,2,1,2,2,1,9,9,9,2,9,9,9,9,1,9,9,9,9,9,1,2,9,9,9,2,9,2,9,9,9,2,9,2,2,9,9,9,9,1,2,2,2,1,9,9,9,9,2,2,9,2,1,2,2,9,9,9,9,9,9,9,2,2,9,9,2,1,1,1,2,2,2,2,1,9,9,9,9,2,1,1,1,2,2,1,9
601,RENFREW SOUTH,Ontario,1867 - 1966,16,1926.09.14,1404,66e17e0d-0c1e-4f1c-8403-aa78f630bb20,"MALONEY, Martin James",5207,0.4333,Conservative (1867-1942),Physician,,0,2,,,,,,,,,,,,,2,2,2,1,1,9,9,9,1,2,9,9,9,2,1,1,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,1,1,1,1,1,2,2,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,1,2,2,2,1,9,9,9,9,9,9,9,9,1,2,2,9,2,9,2,9
1242,DIGBY--ANNAPOLIS,Nova Scotia,1924 - 1933,16,1926.09.14,1408,6715abf3-8f04-4ce2-874d-869bd28d404f,"SHORT, Harry Bernard",8159,0.5096,Conservative (1867-1942),Manager,,0,2,,,,,,,,,,,,,9,2,2,1,1,1,2,1,1,2,9,1,9,9,1,1,1,2,1,2,2,2,9,9,1,1,9,9,1,2,1,1,2,1,1,1,1,2,1,9,9,1,1,1,1,9,2,1,2,1,2,9,9,9,9,1,1,1,9,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
380,LAST MOUNTAIN,Saskatchewan,1914 - 1933,16,1926.09.14,1411,676d5632-265e-4f97-8979-b4ae2f9dc8c8,"FANSHER, William Russell",5080,0.5095,Progressive,Farmer,,0,2,,,,,,,,,,,,,9,1,2,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,9,9,9,9,9,9,9,1,2,1,1,2,2,2,1,1,1,2,1,9,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,2,2,1
316,JOLIETTE,Quebec,1867 - 1933,16,1926.09.14-1928.06.10,1442,691705c6-e71f-4fae-a033-f5eeacf51c8d,"DENIS, Jean Joseph",5659,0.5739,Liberal Party of Canada,Lawyer,,1,4,,,,,,,,,,Resignation. Appointed Puisne Judge of the Supreme Court of Quebec: 1928.04.23,,,2,2,1,9,9,9,2,2,9,9,2,1,2,1,9,2,2,2,2,2,1,1,9,9,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
164,CUMBERLAND,Nova Scotia,1867 - 1966,16,1926.09.14,1448,6992647b-0a25-401b-95c9-7607bb3775e9,"SMITH, Robert Knowlton",8176,0.553,Conservative (1867-1942),Barrister,,0,2,,,,,,,,,,,,,2,2,9,9,9,9,9,9,1,2,9,1,9,9,9,1,9,2,1,2,2,9,2,9,9,9,9,1,9,9,9,9,9,1,1,9,1,2,1,9,9,9,1,1,1,2,9,1,2,1,2,9,9,9,9,1,1,9,9,9,1,1,9,9,9,9,9,9,9,9,1,9,2,9,9,9,1,1,1,2,1,2,1,9,9,9,9,9,9,9,9,9,2,9
423,MAPLE CREEK,Saskatchewan,1914 - 1952,16,1926.09.14-1927.10.14,1452,69b40009-2672-40cc-a92a-9325a27a9458,"SPENCE, George",8202,0.5869,Liberal Party of Canada,Farmer,,0,2,,,,,,,,,Scotland,Resignation: 1927.10.14,,,2,2,1,2,1,2,2,2,2,1,2,1,9,9,2,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
564,PRINCE,Prince Edward Island,1903 - 1966,16,1926.09.14,1453,69d2b29f-abec-4ff0-bf0e-2a7e2bd02ddf,"MACLEAN, Alfred Edgar",7362,0.5643,Liberal Party of Canada,"Farmer, rancher, trader",,0,3,,,,,,,,,,,,,2,9,9,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,9,2,9,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,1,2,9,9,2,2,2,2,9,2,2,1,1,2,2,9,9,2,1,1,1,1,2,2,9,2,2,1,2
846,YORK NORTH,Ontario,1867 - 2003,16,1926.09.14,1461,6a9ca10f-22b5-4595-97f9-12b681271dda,"LENNOX, Thomas Herbert",10160,0.5075,Conservative (1867-1942),Lawyer,,0,2,,,,,,,,,,,,,9,9,9,1,9,9,9,9,1,2,9,1,9,9,1,1,9,9,9,9,9,9,9,9,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,2,9,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,2,1,1,9,2,1,2,9
563,PRESCOTT,Ontario,1867 - 1952,16,1926.09.14-1929.03.21,1481,6c702ddf-bc71-4295-aaa9-6ad16699ee39,"AUGER, Louis-Mathias",3846,0.3801,Liberal Party of Canada,Teacher,,1,1,,,,,,,,,,Resignation. Accused of rape. Found innocent but declared guilty of seduction: 1929.03.21,,,9,2,1,9,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,1,9,9,2,2,9,9,2,9,9,9,9,2,2,9,9,2,9,9,9,9,9,2,2,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
848,YORK WEST,Ontario,1914 - ,16,1926.09.14-1928.04.23,1484,6cab8398-dae1-4e94-b6be-0177cdcd9b99,"DRAYTON, Sir Henry Lumley",16479,0.7788,Conservative (1867-1942),"Barrister, crown attorney",,0,4,,,,,,,,,,Resignation. Becomes Chairman of the Liquor Control Board of Ontario: 1928.04.23,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,2,9,9,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
689,SKEENA,British Columbia,1914 - 2003,16,1926.09.14,1498,6d54c06b-83db-41ad-8ccf-5ad09a81d62a,"BRADY, James Charles",4170,0.52,Conservative (1867-1942),"School principal, teacher",,0,1,,,,,,,,,Ireland,,,,2,2,2,9,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,2,9,9,9,1,1,9,9,1,2,1,1,2,9,9,2,1,9,1,9,1,1,1,1,1,9,2,1,2,1,2,9,9,9,9,1,1,1,9,9,1,1,2,9,9,9,9,9,9,1,1,1,9,9,9,9,1,1,9,9,9,9,1,9,9,2,2,1,1,9,2,1,2,9
769,VEGREVILLE,Alberta,1924 - 1996,16,1926.09.14,1501,6d793e44-6c06-4c2c-9d9b-b6c100053abb,"LUCHKOVICH, Michael",4106,0.5486,United Farmers of Alberta,Teacher,,0,1,,,,,,,,,United States,,,,1,1,2,1,2,1,1,9,9,9,2,2,9,9,1,1,9,1,2,1,2,1,9,2,1,1,2,9,1,9,9,9,2,1,2,1,2,1,2,1,9,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,9,9,9,2,1,9,2,9,1,2,2,2,9,1,1,2,1,9,9,2,2,1,2,1,1,9,9,2,2,1,1,9,1,2,2,1
181,DORCHESTER,Quebec,1867 - 1966,16,1926.09.14-1926.10.04 and 1926.11.02,1503,6d7aad3a-b476-424b-8f8f-8ece71f89882,"CANNON, Hon. Lucien",5627,0.6072,Liberal Party of Canada,Lawyer,,1,4,,1,,,,,,,,Resignation. Acceptance of an office of emolument under the Crown: 1926.10.04,,,2,2,1,2,1,9,9,2,2,1,2,1,1,1,2,2,2,2,2,1,1,1,2,1,2,2,2,9,2,2,1,9,9,2,2,2,2,2,2,2,9,1,2,9,9,2,1,2,2,2,1,9,9,9,9,9,2,9,1,1,2,2,2,9,9,9,9,9,9,1,9,2,2,1,2,1,1,1,2,2,1,2,9,9,9,9,9,9,9,9,2,2,1,9
328,KENT,Ontario,1914 - 1966,16,1926.09.14,1507,6db73a6e-5e29-42ac-ae6a-415f6ee7c3a3,"RUTHERFORD, James Warren",12315,0.5379,Liberal Party of Canada,"Physician, surgeon",,0,1,,,,,,,,,,,,,9,2,1,9,1,2,2,9,2,1,2,1,1,9,2,2,2,2,2,1,1,1,2,9,2,2,9,1,2,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,9
61,BRANDON,Manitoba,1892 - 1952,16,1926.09.14-1926.10.04 and 1926.11.02-1929.12.29,1513,6df59897-c34b-4c7b-ae9c-3918921f376b,"FORKE, Hon. Robert",8267,0.5379,Liberal Progressive,Farmer,,0,3,,1,,,,,,,Scotland,Resignation. Appointed Minister of Immigration and Colonization: 1926.10.04  & Resignation. Called to the Senate: 1929.12.29,,,2,2,1,2,1,2,2,2,2,1,2,9,1,1,2,2,2,2,2,1,1,1,9,9,2,2,2,1,2,2,1,2,1,2,2,2,2,9,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
415,MACLEOD,Alberta,1907 - 1966,16,1926.09.14,1559,717ab1d6-e8dc-480c-aba9-4552f242369a,"COOTE, George Gibson",6840,0.6638,United Farmers of Alberta,"Accountant, bank manager, farmer",,0,3,,,,,,,,,,,,,1,1,2,9,2,1,1,2,1,2,9,2,2,1,1,1,9,1,2,1,2,1,9,2,1,1,9,1,1,9,9,1,9,1,2,1,2,1,2,1,9,2,9,9,9,1,2,1,1,2,2,9,2,1,9,9,1,9,2,2,9,2,1,1,2,9,1,2,2,2,9,1,1,9,1,9,1,2,2,1,2,1,1,9,9,2,2,1,1,1,1,2,2,1
614,RIMOUSKI,Quebec,1867 - 1980,16,1926.09.14,1561,71af9d62-c992-4c6b-a2b9-30ba0cf75966,"FISET, Sir Eugène",5623,0.6271,Liberal Party of Canada,"Person of independent means, physician, surgeon",,1,3,,,,,,,,,,,,,2,2,1,2,1,2,2,2,2,1,2,1,9,1,9,9,2,2,2,1,1,1,2,9,9,9,2,9,9,2,1,2,9,9,9,2,9,2,9,2,9,9,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,9,2,9,2,1,9,9,9,9,1,9,9,9,1,2,1,1,1,9,9,1,2,2,1,1,1,1,2,2,9,2,2,1,9
638,ST. HYACINTHE--ROUVILLE,Quebec,1914 - 1933,16,1926.09.14,1569,7220c8bb-644f-4214-b7d2-63a27895aa9f,"MORIN, Louis-Simon-Rene",7325,0.7977,Liberal Party of Canada,Notary,,1,3,,,,,,,,,,,,,2,2,1,9,9,9,9,2,2,1,2,9,1,1,2,2,9,2,2,2,1,1,9,9,9,9,2,9,2,2,1,2,1,2,2,2,9,9,9,9,2,9,9,2,2,9,1,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,2,9,9,9,9,9,9,9,9,2,9,9,2,9,1,1,9,2,9,9,2,9,9,1,1,2,2,9,9,9,9,9
426,MATANE,Quebec,1914 - 1933,16,1926.09.14,1577,727f13ed-cd20-45b2-91a6-d156853e03e8,"DIONNE, Georges-Leonidas",8880,0.7044,Liberal Party of Canada,Notary,,1,2,,,,,,,,,,,,,9,2,1,9,1,9,9,2,9,9,2,1,9,9,9,9,2,2,2,1,1,1,2,9,2,2,9,1,2,2,1,2,9,9,9,9,9,9,9,2,9,2,2,2,2,9,9,2,2,2,1,9,2,2,2,2,2,9,1,1,2,9,9,9,9,9,9,9,9,1,9,9,9,1,2,1,1,1,2,2,1,2,2,9,9,1,1,2,2,2,2,2,1,2
348,KOOTENAY WEST,British Columbia,1914 - 1987,16,1926.09.14,1579,7289333e-9b18-4136-9210-28bebf7b5017,"ESLING, William Kemble",6247,0.543,Conservative (1867-1942),"Agent, newspaper publisher",,0,2,,,,,,,,,United States,,,,2,2,2,9,1,1,2,1,1,2,1,9,1,2,1,1,1,2,1,2,2,2,9,2,1,1,1,1,1,9,9,1,2,1,1,9,1,2,1,2,1,2,9,1,1,9,2,1,2,1,2,9,9,1,9,1,1,1,2,9,1,1,2,9,9,9,9,9,9,1,1,1,1,9,1,2,1,2,1,2,2,1,1,2,9,2,2,1,1,1,2,1,2,1
235,GASPE,Quebec,1867 - 1996,16,1926.09.14,1590,733cae8a-7e57-46c6-ab2e-478ac991835f,"LEMIEUX, Hon. Rodolphe",8769,0.6453,Liberal Party of Canada,"Author, lawyer, lecturer",,1,9,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
367,LANARK,Ontario,1914 - 1966,16,1929.07.29,1600,73970e0c-6465-48e0-9cd6-4857b71f6bac,"MURPHY, William Samuel",7174,0.558,Independent Conservative,Physician,,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,9,1,1,9,1,2,1,2,1,2,2,1,1,9,2,2,2,1,1,1,9,9,9,9
677,SHEFFORD,Quebec,1867 - ,16,1926.09.14,1603,73d14357-c4f5-4edc-b0a7-95355fae5e26,"BOIVIN, Pierre-Ernest",6374,0.6387,Liberal Party of Canada,Businessman,,1,1,,,,,,,,,,,,,2,2,1,2,1,2,2,2,2,1,2,1,1,9,2,2,2,2,2,1,1,9,9,9,9,9,9,9,2,2,9,9,1,2,9,9,2,9,9,9,9,2,9,2,2,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,1,2,9,1,1,2,2,1,2,2,9,9,9,9,9,9,9,2,2,1,9
655,ST. MARY,Quebec,1892 - 1947,16,1926.09.14,1665,7823773e-c76d-4b06-a5b5-c5c775718966,"DESLAURIERS, Hermas",14793,0.8391,Liberal Party of Canada,Physician,,1,4,,,,,,,,,,,,,2,2,1,2,1,9,9,9,2,1,2,1,9,1,2,2,2,2,2,1,1,1,2,9,9,9,9,2,9,9,9,9,1,2,2,9,2,2,2,9,2,9,2,2,2,2,1,2,2,2,1,9,2,2,2,2,2,2,1,1,2,2,9,2,9,1,1,9,9,9,1,2,2,9,9,9,9,9,9,9,1,2,2,9,9,1,1,2,2,2,2,2,1,2
740,TORONTO NORTHEAST,Ontario,1924 - 1933,16,1926.09.14,1672,78928e79-0462-41a6-8665-040161a3242e,"YOUNG, Newton Manly",11005,0.4131,Conservative (1867-1942),Barrister,,0,1,,,,,,,,,,,,,9,2,2,1,1,1,2,1,1,2,9,9,9,2,1,1,1,2,1,2,2,2,9,9,9,1,1,1,1,9,2,1,2,1,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9,2,2,1,9,9,1,9,2,9,9,9,9,1,1,1,9,1,9,9,2,9,2,2,1,9,9,9,2,2,1,1,1,2,1,2,1
692,SOUTH BATTLEFORD,Saskatchewan,1924 - 1933,16,1926.09.14,1706,7ae29289-fb11-4e01-becc-dd3d1aa8a695,"VALLANCE, John",5607,0.433,Liberal Party of Canada,Farmer,,0,2,,,,,,,,,Scotland,,,,2,2,1,2,1,2,2,2,2,1,2,1,1,1,2,2,2,9,9,1,1,1,2,9,9,9,9,9,2,9,9,9,1,2,2,1,2,2,9,9,9,2,2,2,2,9,1,2,2,2,1,1,2,1,1,2,2,2,9,9,2,9,2,1,9,9,9,1,1,9,2,9,1,2,1,9,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
269,HAMILTON EAST,Ontario,1903 - 2003,16,1926.09.14,1708,7b31fcef-2d6f-455b-af44-a6f3da565d2d,"RENNIE, George Septimus",13444,0.7502,Conservative (1867-1942),"Coroner, physician, surgeon",,0,1,,,,,,,,,,,,,9,9,9,1,1,1,2,1,9,9,1,1,1,2,1,1,1,2,1,2,2,9,2,1,9,9,9,1,1,9,9,9,9,1,1,9,1,2,1,9,1,1,9,1,1,1,2,1,2,1,2,1,9,1,9,1,1,1,9,2,1,1,9,1,1,9,9,9,9,9,1,9,1,2,1,2,1,9,1,2,2,1,1,9,9,2,2,1,1,9,2,1,2,9
472,NANAIMO,British Columbia,1903 - 1962,16,1926.09.14,1711,7b7843bb-1f02-4f94-8f9f-02d7449e564e,"DICKIE, Charles Herbert",10464,0.6649,Conservative (1867-1942),"Lumberman, miner, railway employee",,0,3,,,,,,,,,,,,,9,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,9,1,9,9,1,1,2,1,9,1,1,1,2,1,2,9,9,1,1,1,1,1,1,2,1,9,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,9,9,9,9,1,1,1,9,2,1,2,1,2,1,2,2,1,9,9,9,2,2,1,1,9,2,1,2,9
294,HUMBOLDT,Saskatchewan,1905 - 1952,16,1926.09.14,1717,7bb25532-626b-400a-b613-845aa503ac26,"TOTZKE, Albert Frederick",6264,0.7191,Liberal Party of Canada,"Pharmaceutical chemist, pharmacist",,0,2,,,,,,,,,,,,,2,2,1,2,9,2,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,1,2,1,2,2,9,2,2,2,1,2,1,2,2,2,2,2,2,9,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,9,9,2,2,2,9,9,9,2,1,1,1,2,2,9,2,2,1,1,1,2,2,1,2,2,1,1,1,1,2,2,9,2,2,1,2
698,ST. BONIFACE,Manitoba,1924 - 1947,16,1926.09.14,1719,7bbf3d8c-bf7e-4a23-9a8e-a716f6c61d8d,"HOWDEN, John Power",5903,0.5104,Liberal Party of Canada,Physician,,0,2,,,,,,,,,,,,,2,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,9,9,9,9,1,2,9,2,2,9,1,2,2,1,2,1,2,2,1,2,9,2,9,9,2,2,2,2,2,1,2,2,2,1,1,2,9,9,9,2,2,9,9,2,2,2,9,9,9,9,9,9,2,9,9,9,9,9,1,1,9,2,2,9,9,2,9,9,9,9,9,9,9,2,2,1,9
579,QUEBEC--MONTMORENCY,Quebec,1924 - 1966,16,1926.09.14,1738,7c9ee392-8ed6-4dae-87a9-4c963866732d,"LAVIGUEUR, Henri-Edgar",6433,0.5498,Liberal Party of Canada,Merchant,,1,4,,,,,,,,,,,,,9,2,1,9,1,2,2,2,9,9,2,1,1,1,2,2,9,2,2,1,1,9,9,1,9,9,9,9,2,2,1,9,1,2,2,9,9,9,2,9,2,9,9,2,2,9,9,2,2,2,1,9,9,9,9,2,2,9,9,9,2,2,9,9,9,1,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,2,2,2,2,2,1,2
29,BAGOT,Quebec,1867 - 1933,16,1926.09.14-1929.12.24,1787,80eddb41-4d8d-4ae0-9218-f49733af2fa1,"MORIN, Georges-Doreze",3787,0.5412,Liberal Party of Canada,Notary,,1,2,,,,,,,,,,Died in office: 1929.12.24,,,2,2,1,2,1,2,2,2,9,9,2,9,1,1,2,2,2,2,2,1,1,9,2,1,2,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,2,9,2,2,2,2,1,2,2,2,1,9,9,9,2,2,9,2,1,1,9,2,9,9,9,1,1,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
606,RICHELIEU,Quebec,1867 - 1933,16,1926.09.14-1926.10.04 and 1926.11.02,1794,813dc256-6e33-4184-9974-dd19238a9aaf,"CARDIN, Hon. Pierre Joseph Arthur",4893,0.6257,Liberal Party of Canada,Lawyer,,1,5,,1,,,,,,,,Resignation. Acceptance of an office of emolument under the Crown: 1926.10.04,,,2,2,1,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,9,9,1,2,2,9,9,2,2,1,9,9,2,2,2,2,9,2,2,2,1,2,2,2,2,9,9,9,9,9,9,9,9,2,2,2,2,1,1,2,2,9,9,9,9,9,9,9,1,1,2,2,1,2,1,9,9,9,9,9,9,2,9,1,9,1,2,2,9,2,2,1,9
512,ONTARIO,Ontario,1924 - 1996,16,1926.09.14,1803,81bac5d9-43c0-4bd4-99a4-30fc06bd8f25,"KAISER, Thomas Erlin",8567,0.527,Conservative (1867-1942),"Author, physician",,0,2,,,,,,,,,,,,,2,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,1,1,1,9,1,1,2,1,9,2,1,1,2,9,2,1,9,1,1,1,1,1,9,2,1,2,1,2,1,9,9,1,1,1,1,2,2,1,1,9,9,9,9,2,9,9,1,1,9,1,2,1,9,1,2,9,2,2,1,9,9,9,2,2,1,1,1,2,1,2,1
437,MELVILLE,Saskatchewan,1924 - 1966,16,1926.09.14-1926.10.10 and 1926.11.02,1806,81e9d110-f6b1-4643-a4a5-d110dba9135f,"MOTHERWELL, Hon. William Richard",7946,0.6767,Liberal Party of Canada,Farmer,,0,3,,1,,,,,,,,Resignation. Acceptance of an office of emolument under the Crown: 1926.10.10,,,2,2,1,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,9,2,2,1,2,1,2,2,2,2,2,2,2,9,2,9,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,9,9,2,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,2,2,9,2,2,1,2
272,HAMILTON WEST,Ontario,1903 - 2003,16,1926.09.14,1819,82a0ae58-24bf-4bb0-a113-2935f09dc350,"BELL, Charles William",10888,0.7482,Conservative (1867-1942),"Lawyer, playwright",,0,2,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,1,9,9,2,1,9,9,9,9,9,9,2,9,9,9,9,9,1,1,1,1,9,1,9,9,9,9,9,1,2,1,9,9,1,1,1,2,9,9,9,9,9,9,9,9,1,1,1,9,9,9,1,2,9,9,9,9,9,9,9,1,9,9,2,1,2,2,2,1,2,9,9,9,9,9,9,9,9,9,1,2,1,2,9
1263,ST. ANN,Quebec,1914 - 1947,16,1926.09.14,1827,82ff8e03-d3b2-48b7-83f6-26b47d8e9dae,"GUERIN, James John Edmund",11238,0.5426,Liberal Party of Canada,"Physician, professor",,0,2,,,,,,,,,,,,,9,2,1,2,1,9,9,9,2,1,9,9,1,2,2,2,9,2,2,9,9,9,2,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,2,1,9,9,9,2,1,9,9,9,9,9,9,2,2,2,9,9,9,9,9,9,9,9,9,1,1,9,9,9,1,2,2,9,9,1,1,1,9,9,1,2,9,9,9,9,9,9,9,2,9,9,1,9
