Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H08S1V001,H08S1V002,H08S1V003,H08S2V001,H08S2V002,H08S2V003,H08S2V004,H08S3V001,H08S3V002,H08S3V003,H08S3V004,H08S3V005,H08S3V006,H08S3V007,H08S3V008,H08S3V009,H08S3V010,H08S3V011,H08S3V012,H08S3V013,H08S3V014,H08S3V015,H08S3V016,H08S3V017,H08S4V001,H08S4V002,H08S4V003,H08S4V004,H08S4V005,H08S4V006,H08S4V007,H08S4V008,H08S4V009,H08S4V010,H08S4V011,H08S4V012,H08S4V013,H08S4V014,H08S4V015,H08S4V016,H08S4V017,H08S4V018,H08S4V019,H08S4V020,H08S4V021,H08S4V022,H08S4V023,H08S4V024,H08S4V025,H08S5V001,H08S5V002,H08S5V003,H08S5V004,H08S5V005,H08S5V006,H08S5V007,H08S5V008,H08S5V009,H08S5V010,H08S5V011,H08S5V012,H08S5V013,H08S5V014,H08S5V015,H08S5V016,H08S5V017,H08S5V018,H08S5V019,H08S5V020,H08S5V021,H08S5V022,H08S5V023,H08S5V024,H08S5V025,H08S5V026,H08S5V027,H08S5V028,H08S5V029,H08S5V030,H08S5V031,H08S5V032,H08S5V033,H08S5V034,H08S5V035,H08S5V036,H08S5V037,H08S5V038
266,HALTON,Ontario,1867 - 1987,8,1896.06.23,1612,74dd6652-cc90-4645-97e9-bfadb4e237e7,"HENDERSON, David",2460,0.5087,Conservative (1867-1942),"Banker, merchant",Protestant,0,3,,,,,,,,,,,,,1,1,1,2,1,2,9,9,9,9,2,2,9,9,9,1,9,2,9,1,1,1,1,2,9,9,2,2,9,1,9,1,2,2,2,2,9,2,9,2,1,9,1,1,1,9,9,9,9,1,2,2,1,2,1,1,1,1,1,1,1,1,9,9,1,1,1,9,9,9,1,1,1,1,9,1,2,2,1,1,2,1,2,1,1,1,2
491,NORFOLK SOUTH,Ontario,1867 - 1903,8,1896.06.23,1635,767d2ad4-15bd-4cc2-9ce2-29707e4c6128,"TISDALE, Hon. David",2383,0.5304,Conservative (1867-1942),Lawyer,Protestant,0,3,,,,,,,,,,,,,9,1,2,9,1,2,9,9,9,9,9,9,9,9,9,9,9,1,1,9,1,9,9,2,2,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,2,9,9,9,9,1,2,2,2,9,1,9,9
820,WINNIPEG,Manitoba,1882 - 1914,8,1900.01.25,1638,76a14a62-7837-4de0-b0d2-d237d71f8007,"PUTTEE, A.W.",2431,0.5008,Labour,"Editor, printer",Protestant,0,1,,,,,,,,,England,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,1,1,1,1,2,2,9,2,2,9,1,9,2,9,2,1,1,2,9,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,9
714,SUNBURY--QUEEN'S,New Brunswick,1892 - 1914,8,1896.06.23-1896.07.01,1640,76a7c95a-8ec0-4bbf-8233-b161f4a6278f,"KING, Geo. G.",1778,0.5265,Liberal Party of Canada,Businessman,Protestant,0,5,,,,,,,,,,Resignation. To allow Andrew George Blair to run for office: 1896.07.01,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
443,MIDDLESEX WEST,Ontario,1867 - 1966,8,1896.06.23,1648,7742d428-dcac-4a71-a208-0a6a083d36cd,"CALVERT, Will Samuel",2274,0.5405,Liberal Party of Canada,"Manufacturer, merchant",Protestant,0,1,,,,,,,,,,,,,2,2,9,2,1,1,9,2,1,2,2,1,1,1,9,2,1,9,9,2,2,1,9,9,9,9,9,9,9,9,2,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,1,2,9,9,2,2,2,2,2,1,2,2,2,2,9,2,2,1,9,2,2,2,2,9,2,1,1,2,2,1,9,1,2,2,2,1
311,INVERNESS,Nova Scotia,1867 - 1933,8,1896.06.23,1664,7820934e-0c85-4718-88bf-5f5465127e36,"MCLENNAN, Angus",1676,0.4248,Liberal Party of Canada,Physician,Catholic,0,1,,,,,,,,,,,,,2,2,2,2,1,1,9,2,1,2,1,2,1,9,2,2,9,9,2,9,2,2,9,9,1,1,1,1,1,2,9,2,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,2,1,2,2,2,9,1,2,2,9,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,9
316,JOLIETTE,Quebec,1867 - 1933,8,1896.06.23,1670,7872737b-dcdc-45e9-b401-9aecb06661e5,"BAZINET, Charles",1769,0.549,Liberal Party of Canada,Lumber merchant,Fr.Catholic,1,1,,,,,,,,,,,,,2,2,2,2,1,1,9,2,1,2,1,2,1,1,2,2,9,2,2,2,2,2,2,9,1,1,1,1,1,2,2,2,1,9,1,1,9,9,2,1,2,2,2,2,2,2,2,1,9,2,2,1,2,2,2,2,2,9,2,2,1,2,9,2,9,2,2,2,1,2,2,2,2,2,2,9,1,1,2,2,1,2,2,2,2,2,1
630,ST. ANTOINE,Quebec,1892 - 1933,8,1896.06.23,1687,79bf0831-df43-426e-891c-02a3a38d53bb,"RODDICK, Thos. G.",3077,0.5145,Conservative (1867-1942),"Dean, physician, professor",Protestant,0,1,,,,,,,,,,,,,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
603,RESTIGOUCHE,New Brunswick,1867 - 1914,8,1896.06.23,1688,79d856c8-3a58-407f-9a42-ae5b46c37655,"MCALISTER, John",794,0.5142,Liberal-Conservative,"Lawyer, teacher",Protestant,0,2,,,,,,,,,,,,,1,1,1,2,1,2,9,1,2,9,9,9,9,2,9,1,9,2,1,1,1,9,1,2,9,9,2,9,9,9,9,9,9,2,9,9,1,9,1,2,1,9,9,9,9,1,1,9,9,9,2,2,1,9,9,9,1,1,1,9,9,9,9,9,1,9,1,1,2,9,9,1,9,9,2,1,2,9,1,9,9,2,2,1,1,1,2
251,GREY EAST,Ontario,1872 - 1914,8,1896.06.23,1714,7b93f979-f291-49f1-9a5c-54d08800f177,"SPROULE, Thomas S.",2560,0.5566,Conservative (1867-1942),"Businessman, farmer, physician",Protestant,0,5,,,,,,,,,,,,,1,1,9,9,1,9,1,1,2,1,2,9,2,9,9,1,2,2,1,2,1,9,1,2,9,9,9,2,2,1,2,9,2,2,2,2,9,9,9,2,9,1,1,9,1,1,1,2,9,1,2,2,1,2,1,2,1,1,1,9,9,9,9,9,1,1,1,1,2,9,9,1,1,1,2,1,9,9,1,1,2,9,9,1,1,1,2
737,TORONTO EAST,Ontario,1867 - 1933,8,1896.06.23,1720,7bc24d54-aa9b-473f-9474-e1dcecefbd1f,"ROBERTSON, John Ross",4631,0.6059,Independent Conservative,"Business manager, correspondent, journalist, newspaper owner, publisher",Protestant,0,1,,,,,,,,,,,,,2,2,9,2,2,9,9,1,2,9,1,2,9,9,9,2,9,1,9,9,1,1,9,9,9,9,9,9,2,1,1,1,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
139,CHATEAUGUAY,Quebec,1867 - 1914,8,1896.06.23,1723,7bfda4f2-69fc-4407-b3b4-ccf8d867ee63,"BROWN, J.P.",1594,0.6407,Liberal Party of Canada,Farmer,Protestant,0,2,,,,,,,,,,,,,2,2,2,2,9,9,9,2,1,2,2,1,1,9,2,2,9,9,2,2,9,9,9,9,2,1,1,9,1,9,9,9,1,9,1,1,9,1,2,1,9,9,2,2,2,9,9,9,9,2,2,1,2,2,2,9,2,9,2,2,1,2,9,9,2,2,9,9,9,9,2,9,9,9,2,2,1,1,9,2,1,1,1,2,2,2,1
639,ST. JAMES,Quebec,1892 - 1947,8,1896.06.23,1733,7c7f75ef-1a54-4c0e-b96e-5ad5d7387f13,"DESMARAIS, Odilon",3423,0.625,Liberal Party of Canada,"Crown prosecutor, lawyer",Fr.Catholic,1,1,,,,,,,,,,,,,2,2,2,2,1,1,9,9,9,9,9,9,9,9,2,2,9,9,2,9,9,9,2,9,9,9,9,1,9,1,2,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,1
228,FRONTENAC,Ontario,1867 - 1924,8,1896.06.23,1739,7ca3d66b-1b68-494c-ace5-bb95a61f5d34,"ROGERS, David D.",accl.,,Patrons of Industry,Farmer,Protestant,0,1,,,,,,,,,Ireland,,,,2,2,1,2,2,1,9,2,2,2,2,1,1,9,2,2,1,9,2,1,2,2,9,1,2,1,9,2,1,1,1,2,1,1,1,1,9,1,2,9,1,9,9,9,9,2,2,1,2,2,2,1,2,1,1,2,2,2,9,2,9,2,9,9,2,2,2,9,9,9,2,2,2,2,1,2,1,2,2,1,2,9,9,9,2,2,9
383,LAVAL,Quebec,1867 - 1914,8,1896.06.23,1743,7d0b9c93-dde3-4f31-99a9-d95b5c0517ff,"FORTIN, Thos.",1541,0.5154,Liberal Party of Canada,"Lawyer, professor",Fr.Catholic,1,1,,,,,,,,,,,,,2,9,2,2,1,1,9,2,1,2,1,2,9,1,9,2,9,9,9,2,9,2,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,2,1,2,2,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9
797,WELLINGTON SOUTH,Ontario,1867 - 1966,8,1896.06.23,1751,7df50866-2856-41da-81c6-2134a5f9109a,"KLOEPFER, Christian",2578,0.5138,Conservative (1867-1942),Wholesaler,Catholic,0,1,,,,,,,,,,,,,1,1,2,9,1,2,1,1,2,1,9,2,9,9,1,1,9,1,1,9,1,1,1,2,2,2,2,9,2,1,9,1,9,9,2,2,9,9,1,2,9,9,9,9,9,9,9,9,9,9,2,2,1,9,9,9,9,9,1,1,1,1,1,9,9,1,1,9,9,9,9,9,1,1,9,9,1,2,1,1,2,9,9,9,9,1,9
93,BURRARD,British Columbia,1892 - 1903,8,1896.06.23,1756,7e7ddc0d-e365-4d1b-b94f-12b544305371,"MAXWELL, G.R.",1512,0.4821,Liberal Party of Canada,Minister,Protestant,0,1,,,,,,,,,Scotland,,,,2,2,2,2,1,9,2,2,1,9,9,9,9,9,9,2,1,2,2,9,9,9,9,9,2,1,1,9,9,1,9,2,9,2,9,9,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,2,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,2,2,1,9,9,9,9,9,9,9,9,9
18,ARGENTEUIL,Quebec,1867 - 1947,8,1896.06.23,1759,7ed1e48b-8ba1-4073-89fd-3cd191edca24,"CHRISTIE, Thos.",1125,0.5172,Liberal Party of Canada,"Physician, professor",Protestant,0,4,,,,,,,,,Scotland,,,,2,2,2,2,1,9,1,2,1,2,2,1,9,1,9,9,1,1,9,2,2,2,9,1,9,9,9,9,9,1,1,9,9,1,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,2,9,2,9,9,9,9,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,2,2,9,9,9,9
280,HASTINGS WEST,Ontario,1867 - 1924,8,1896.06.23,1783,80d06b25-d3dc-44df-bed4-c4e9e66e65d5,"CORBY, H.",1836,0.5357,Conservative (1867-1942),Distiller,Protestant,0,3,,,,,,,,,,,,,9,1,2,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9,1,9,1,9,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,1,1,9
55,BOTHWELL,Ontario,1867 - 1903,8,1896.06.23,1793,810f1560-ae39-4550-9aa9-e6033adb2404,"CLANCY, James",2587,0.5058,Conservative (1867-1942),"Farmer, lumberman",Catholic,0,1,,,,,,,,,,,,,1,1,2,2,1,2,1,1,2,1,1,2,2,9,9,1,9,2,1,9,1,1,1,2,2,2,9,2,2,1,2,1,2,2,2,2,1,9,1,2,1,1,1,1,1,1,1,2,9,1,2,2,9,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,9,1,2,2,1,1,2,1,2,1,1,9,2
287,HOCHELAGA,Quebec,1867 - 1978,8,1896.06.23,1837,83c162c1-32ed-4e1b-b19a-43041ba461b3,"MADORE, J.C.A.",3635,0.5374,Liberal Party of Canada,Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,2,2,2,2,9,1,9,9,9,9,9,9,1,9,9,2,9,9,2,9,2,1,9,1,1,1,9,1,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,2,9,9,9,2,9,2,2,1,2,9,9,9,2,9,9,9,9,2,2,9,9,2,2,9,9,2,2,1,9,2,2,2,2,1
736,TORONTO CENTRE,Ontario,1872 - 1924,8,1896.06.23-1897.11.05,1884,87642824-c7e4-4738-a965-2da142c0917f,"LOUNT, Wm.",2394,0.5264,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,,Resignation: 1897.11.05,,,2,2,9,2,1,1,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
36,BEAUCE,Quebec,1867 - ,8,1896.06.23,1894,8816ee26-4762-47a1-a4be-fbe96abceb05,"GODBOUT, Jos.",3003,0.5383,Liberal Party of Canada,Physician,Fr.Catholic,1,3,,,,,,,,,,,,,2,2,9,9,9,9,9,2,1,2,2,2,1,9,9,2,1,1,2,9,2,2,9,9,1,1,9,1,1,1,2,2,1,9,9,9,9,9,2,9,2,9,2,2,2,9,9,9,9,2,2,1,2,9,9,9,9,2,2,2,1,2,2,2,9,9,9,9,9,9,9,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9
75,BROME,Quebec,1867 - 1924,8,1896.06.23,1902,8898cbb9-c7b4-4b1d-8019-f6672fcd0560,"FISHER, Hon. Sydney Arthur",1677,0.5551,Liberal Party of Canada,Farmer,Protestant,0,3,,1,,,,,,,,,,,9,2,2,2,1,1,2,2,1,2,9,1,1,9,9,2,1,9,2,9,9,2,2,1,2,1,9,1,1,9,9,9,1,9,1,1,9,1,2,1,9,2,2,9,2,2,2,1,2,2,2,1,9,2,2,9,2,2,9,2,1,9,2,2,2,2,9,2,1,2,2,9,9,9,2,2,1,1,2,2,1,2,2,2,2,2,1
349,L'ASSOMPTION,Quebec,1867 - 1914,8,1896.06.23,1903,889d6a64-c9cf-4b8d-8391-3d199f293cbb,"GAUTHIER, Joseph",1335,0.5233,Liberal Party of Canada,"Farmer, grain merchant",Fr.Catholic,1,3,,,,,,,,,,,,,2,2,2,9,9,9,9,2,1,9,9,9,9,9,9,2,1,2,9,2,2,9,9,1,1,1,1,1,1,9,2,9,9,2,1,1,9,9,2,1,2,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,1,9,2,1,9,9,9,9,9,9
679,SHELBURNE AND QUEEN'S,Nova Scotia,1892 - 1924,8,1896.08.05,1908,89103d9d-627c-4f56-8113-57b0d3865982,"FIELDING, Hon. W.S.",accl.,,Liberal Party of Canada,"Correspondent, editor, journalist",Protestant,0,1,,1,,,,,,,,,,,2,2,2,2,1,1,2,2,1,2,2,9,9,9,2,2,1,9,2,9,2,2,2,1,9,9,1,9,1,1,9,2,1,1,1,1,2,1,2,1,2,2,2,9,2,2,2,1,2,2,2,1,2,9,9,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1
138,CHARLOTTE,New Brunswick,1867 - 1966,8,1896.06.23,1910,892fcb1a-a0f4-4f1f-8293-277f484857a5,"GANONG, G.W.",2453,0.5532,Liberal-Conservative,"Confectioner, teacher",Protestant,0,1,,,,,,,,,,,,,9,1,9,2,9,9,9,1,2,1,9,1,9,9,9,1,9,2,1,1,1,1,1,9,2,2,2,2,9,9,9,1,2,9,2,2,1,9,9,2,1,9,9,9,9,9,9,9,9,1,2,2,1,9,9,1,1,1,1,9,1,1,1,9,9,9,9,9,9,9,1,1,1,1,2,1,9,9,9,9,9,9,9,9,9,9,9
578,QUEBEC COUNTY,Quebec,1867 - 1924,8,1896.06.23-1896.07.12 and 1896.07.30,1916,89623362-ab4a-44b5-800f-0038af405df5,"FITZPATRICK, Hon. Chas.",1982,0.652,Liberal Party of Canada,"Crown prosecutor, lawyer, professor of criminal law",Catholic,0,1,,1,,,,,,,,Resignation. Appointed Solicitor General of Canada: 1896.07.12,,,2,2,2,2,1,9,2,2,1,9,1,2,1,1,9,2,1,1,9,2,2,2,2,9,9,9,1,9,1,2,1,2,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,2,2,2,2,9,2,2,9,2,2,2,9,9,2,2,1,2,2,2,2,2,9,9,1,2,2,2,1,2,2,9,9,9,9
424,MARQUETTE,Manitoba,1871 - 1976,8,1896.06.23,1917,896b827c-c49c-4978-9b77-7590d414c5ee,"ROCHE, W.J.",1533,0.4417,Conservative (1867-1942),Physician,Protestant,0,1,,,,,,,,,,,,,1,1,1,1,9,9,9,1,2,1,2,1,9,9,9,9,2,9,9,1,9,9,9,9,1,2,2,9,2,9,9,1,9,1,2,2,1,9,9,2,1,9,9,9,9,9,9,9,9,1,2,2,1,1,1,1,1,1,1,1,2,1,9,1,1,1,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
8,ALGOMA,Ontario,1867 - 1903,8,1896.06.23,1934,8aeb2284-cde9-4c5e-ab3d-025f7b7b55bb,"DYMENT, A.E.",3176,0.7019,Liberal Party of Canada,"Lumber merchant, stockbroker",Protestant,0,1,,,,,,,,,,,,,2,2,2,2,1,1,9,2,1,2,9,1,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9
791,WATERLOO SOUTH,Ontario,1867 - 1966,8,1896.06.23,1955,8c77c740-34fa-40c3-b1c3-ffa76453fe5c,"LIVINGSTON, James",2543,0.5089,Liberal Party of Canada,Merchant,Protestant,0,4,,,,,,,,,Scotland,,,,2,2,2,2,1,1,9,2,1,9,9,9,9,9,9,9,1,9,9,2,2,9,9,1,2,1,1,1,1,9,9,2,9,9,9,9,9,1,2,1,2,9,9,9,9,9,9,9,9,2,2,1,2,2,2,9,2,9,9,9,1,2,2,9,9,2,9,9,9,9,9,9,9,9,9,2,1,2,9,9,9,9,9,9,9,2,9
336,KING'S,Prince Edward Island,1892 - 1966,8,1896.06.23,1979,8e3a7ff5-89b4-4bee-a3fa-022627380dc4,"MACDONALD, Augustine Colin",1939,0.5019,Conservative (1867-1942),Merchant,Protestant,0,5,,,,,,,,,,,,,1,1,2,1,1,2,9,1,2,1,9,2,9,2,9,1,9,2,1,9,1,1,9,2,2,2,2,9,9,2,9,1,9,9,9,9,9,9,9,2,1,1,1,1,1,1,1,2,1,1,9,2,9,2,2,9,1,9,1,1,1,1,1,9,9,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,1,9,9
736,TORONTO CENTRE,Ontario,1872 - 1924,8,1897.11.30-1900.03.20,1984,8eb84c8a-2385-4a8d-b160-2ffebf2508b6,"BERTRAM, G.H.",2212,0.5299,Liberal Party of Canada,"Businessman, shipbuilder",Protestant,0,1,,,,,,,,,Scotland,Died in office 1900.03.20,,,99,99,99,99,99,99,99,2,1,9,1,2,1,9,2,2,9,2,2,9,9,1,9,9,9,1,1,9,1,9,9,2,9,9,1,1,9,9,2,1,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
686,SIMCOE NORTH,Ontario,1867 - ,8,1896.06.23-1898.05.11,2004,8fd203dc-77f3-4258-9660-160556ef112e,"MCCARTHY, Dalton",2517,0.5242,McCarthyite,Lawyer,Protestant,0,6,,,,,,,,,Ireland,Died in office: 1898.05.11,,,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
513,ONTARIO NORTH,Ontario,1867 - 1924,8,1896.06.23,2008,90363453-ab34-466c-9b6d-50528b86a046,"MCGILLIVRAY, John Alexander",2328,0.5001,Liberal-Conservative,"Farmer, lawyer",Protestant,0,2,,,,,,,,,,,,,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
784,VICTORIA SOUTH,Ontario,1867 - 1903,8,1896.06.23,2019,911acf26-6d01-4dfd-96ae-70c6b75a81aa,"MCHUGH, Geo.",2051,0.5077,Liberal Party of Canada,Farmer,Catholic,0,1,,,,,,,,,,,,,2,2,2,2,1,1,9,2,1,9,1,2,1,1,2,2,9,1,2,9,2,9,2,1,9,1,1,1,1,1,9,2,1,2,1,1,2,1,2,1,2,2,2,9,2,9,9,9,9,9,9,1,2,2,2,2,2,2,2,9,1,2,2,2,9,2,2,2,1,2,2,2,9,9,9,2,1,1,2,2,1,1,1,2,2,2,1
263,HALIFAX,Nova Scotia,1867 - ,8,1896.06.23,2043,925d89b2-1491-4eb7-85e8-697379f26f2d,"RUSSELL, Benj.",5997,0.2579,Liberal Party of Canada,"Lawyer, professor of law, stenographer",Protestant,0,1,,,,,,,,,,,,,2,2,9,2,1,1,9,2,1,9,9,9,9,9,9,9,9,1,9,2,9,1,9,9,2,1,9,9,9,9,9,2,1,9,1,1,9,9,9,1,2,9,9,9,2,9,9,9,9,2,2,1,9,9,9,2,9,2,2,9,9,2,2,2,2,9,2,9,9,9,2,2,9,9,9,9,9,9,9,9,9,2,2,9,9,9,9
647,ST. LAWRENCE,Quebec,1892 - 1914,8,1896.06.23,2046,92ae3832-75a5-4a3d-951c-4ac98f27ac13,"PENNY, E. Goff",3632,0.5548,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,,,,,2,2,9,2,1,1,9,2,1,9,1,2,9,1,9,9,9,1,9,9,9,1,9,9,1,1,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,1,2,2,2,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,9,2,9,9,9
806,WEST PRINCE,Prince Edward Island,1892 - 1903,8,1897.04.27-1898.02.24,2051,9333c378-ac8b-4f17-aaa3-aa7e73cab8ea,"PERRY, Stanislaus Francis",1614,0.5138,Liberal Party of Canada,Farmer,Fr.Catholic,1,4,,,,,,,,,,Died in office:  1898.02.24,,,99,99,99,9,1,1,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
157,COMPTON,Quebec,1867 - 1947,8,1896.06.23,2064,942db9f5-0c5f-4488-a4f6-5431aa441a57,"POPE, Rufus Henry",1948,0.5674,Conservative (1867-1942),"Breeder, farmer",Protestant,0,3,,,,,,,,,,,,,9,9,9,9,1,1,9,1,2,9,1,9,9,2,2,1,2,9,9,9,1,9,9,2,9,2,2,2,2,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,1,9,9,1,9,1,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
400,LISGAR,Manitoba,1871 - 1987,8,1896.06.23,2068,94a18b9e-04e7-4862-8162-3d03feae2d0d,"RICHARDSON, Robert Lorne",2657,0.5051,Liberal Party of Canada,"Author, editor, publisher",Protestant,0,1,,,,,,,,,,,,,2,2,2,2,2,1,9,2,1,9,2,1,1,2,1,2,2,9,2,2,2,1,9,9,2,1,1,9,9,1,1,9,1,1,1,1,9,9,1,9,2,9,2,9,9,9,9,9,9,2,9,1,2,1,1,9,2,9,2,9,2,9,1,9,9,9,9,9,9,9,9,2,9,9,1,9,2,2,2,1,2,1,1,2,9,2,1
574,PROVENCHER,Manitoba,1871 - ,8,1896.06.23,2085,95ad46ae-f05b-4325-8d8e-c426630390df,"LARIVIERE, A.A.C.",1476,0.6457,Conservative (1867-1942),"Correspondent, editor",Fr.Catholic,1,3,,,,,,,,,,,,,1,1,1,9,9,9,9,1,2,1,1,2,2,2,2,1,2,2,9,9,1,1,1,2,2,2,2,2,2,2,2,1,2,9,2,2,1,9,1,9,9,9,9,9,9,9,9,9,9,9,2,2,1,2,2,9,1,1,1,1,9,9,1,1,9,9,1,1,2,1,1,1,1,1,9,1,2,2,9,1,2,2,2,1,1,1,2
183,DRUMMOND--ARTHABASKA,Quebec,1867 - 1966,8,1897.11.13,2095,963cd360-aaf3-4918-9bbe-1bd8e5fe0643,"LAVERGNE, Louis",3022,0.6874,Liberal Party of Canada,"Editor, notary",Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,9,9,2,1,2,1,9,9,2,9,1,9,2,2,1,2,1,2,1,9,1,9,2,2,2,1,9,9,9,9,9,2,1,2,9,9,9,9,2,2,9,9,2,9,1,2,2,2,9,2,9,2,2,1,9,9,9,9,9,2,2,1,2,2,2,2,2,2,2,1,1,9,2,1,2,2,2,2,9,1
