Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H19S1V001,H19S1V002,H19S1V003,H19S1V004,H19S1V005,H19S1V006,H19S2V001,H19S2V002,H19S2V003,H19S2V004,H19S2V005,H19S2V006,H19S2V007,H19S3V001,H19S3V002,H19S3V003,H19S3V004,H19S3V005,H19S3V006,H19S3V007,H19S3V008,H19S3V009,H19S3V010,H19S3V011,H19S3V012,H19S3V013,H19S3V014,H19S3V015,H19S3V016,H19S4V001,H19S4V002,H19S4V003,H19S4V004,H19S4V005,H19S4V006,H19S4V007,H19S4V008,H19S4V009,H19S4V010,H19S4V011,H19S4V012,H19S4V013,H19S4V014,H19S4V015,H19S4V016,H19S4V017,H19S4V018,H19S4V019,H19S4V020,H19S5V001,H19S5V002,H19S5V003,H19S5V004,H19S5V005,H19S5V006,H19S5V007,H19S5V008,H19S5V009,H19S5V010,H19S5V011,H19S5V012,H19S5V013,H19S5V014,H19S5V015,H19S5V016,H19S5V017,H19S5V018,H19S5V019,H19S5V020,H19S5V021,H19S5V022,H19S5V023,H19S5V024,H19S5V025,H19S5V026,H19S5V027,H19S5V028,H19S6V001,H19S6V002
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,06.03.1940,06.18.1940,06.19.1940,07.05.1940,07.05.1940,07.05.1940,12.03.1940,12.03.1940,12.05.1940,03.25.1941,05.01.1941,05.01.1941,05.22.1941,02.18.1942,02.19.1942,02.19.1942,02.19.1942,02.19.1942,03.04.1942,03.04.1942,03.17.1942,04.20.1942,07.02.1942,07.07.1942,07.07.1942,07.16.1942,07.23.1942,07.23.1942,07.28.1942,02.02.1943,02.18.1943,02.23.1943,02.23.1943,02.25.1943,03.01.1943,03.08.1943,03.25.1943,03.25.1943,03.25.1943,03.30.1943,05.06.1943,05.10.1943,05.10.1943,05.19.1943,05.20.1943,06.07.1943,06.30.1943,07.05.1943,07.19.1943,02.08.1944,02.10.1944,02.10.1944,02.10.1944,02.10.1944,02.21.1944,02.22.1944,03.10.1944,03.20.1944,03.27.1944,05.08.1944,05.11.1944,05.11.1944,05.15.1944,06.13.1944,06.29.1944,07.11.1944,07.25.1944,07.28.1944,07.31.1944,07.31.1944,08.09.1944,12.07.1944,12.07.1944,12.07.1944,12.07.1944,12.07.1944,12.07.1944,03.25.1945,04.13.1945
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,SIMCOE NORTH,Ontario,1867 - ,19,1940.03.26,1966,8d197c55-d298-40c1-b274-671f327a2bae,"MCCUAIG, Duncan Fletcher",7096,0.5406,Liberal Party of Canada,Barrister,,0,2,,,,,,,,,,,,,9,1,1,9,9,9,2,2,2,2,2,2,9,2,1,2,2,1,9,9,2,2,9,1,1,2,2,1,2,1,2,2,2,2,2,9,9,9,9,2,9,2,2,1,2,9,1,9,9,2,2,2,2,1,9,9,9,9,1,9,9,9,9,1,9,2,1,9,1,1,1,2,2,1,1,1,1,1,2
780,VICTORIA,British Columbia,1924 - ,19,1940.03.26,2015,90d6e5ac-2c11-4268-b248-88253c330c2a,"MAYHEW, Robert Wellington",13887,0.5254,Liberal Party of Canada,Industrialist,,0,2,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,9,2,2,1,1,1,9,9,9,2,1,2,2,2,2,2,1,2,2,1,9,9,2,2,1,2,9,1,1,2,2,9,9,9,9,1,9,2,2,9,9,1,2,1,9,2,2,1,1,9,9,9,2,2,1,9,1,1,1,9
323,KAMOURASKA,Quebec,1867 - 1976,19,1940.03.26-1944.07.24,2026,9159d8ef-dca0-44da-884b-616630374500,"LIZOTTE, Louis-Philippe",6965,0.7684,Liberal Party of Canada,Lawyer,,1,1,,,,,,,,,,Resignation. Enters provincial politics in Quebec: 1944.07.24,,,2,1,1,2,2,1,2,2,2,2,9,9,9,2,2,1,2,2,1,9,2,9,9,2,9,9,1,2,9,9,2,1,2,2,9,9,2,2,1,9,1,1,1,1,9,9,1,9,9,2,9,9,9,9,1,2,9,2,9,9,2,9,1,2,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99
320,KAMLOOPS,British Columbia,1933 - 1966,19,1940.03.26,2092,9611dea6-ce2a-49a9-886a-7755bf4ef21f,"O'NEILL, Thomas James",5621,0.4179,Liberal Party of Canada,Locomotive engineer,,0,2,,,,,,,,,,,,,2,9,1,2,2,1,2,2,2,2,2,2,1,2,1,9,2,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,9,1,2,2,1,9,1,1,1,2,2,2,2,2,1,1,2,2,2,9,9,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2
824,WINNIPEG SOUTH,Manitoba,1914 - 1976,19,1940.03.26,2104,96d3f989-75c3-41f6-9e25-2d6cd12ef0a3,"MUTCH, Leslie Alexander",15461,0.5558,Liberal Party of Canada,"Advertising executive, agent, teacher",,0,2,,,,,,,,,,,,,2,1,1,2,2,1,9,9,9,2,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,9,9,9,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,2,2,2,2,1,1,2,9,9,9,2,9,2,1,1,2,9,9,1,1,1,1,2,2,1,1,1,1,1,2
252,GREY NORTH,Ontario,1867 - 1966,19,1940.03.26-1944.12.09,2115,97d16d55-96b0-494b-a7d6-2195be9b7917,"TELFORD, William P.",7538,0.4788,Liberal Party of Canada,Lawyer,,0,3,,,,,,,,,,Resignation. To allow A. G. L. McNaughton to run for office: 1944.12.09,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,9,2,2,1,2,1,2,2,1,2,2,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99
498,NORTHUMBERLAND,Ontario,1914 - 1966,19,1940.03.26,2143,99caecb0-0fa5-43c6-9308-14dbbabe42c0,"FRASER, William Alexander",8194,0.5309,Liberal Party of Canada,"Farmer, fruit grower, industrialist, manufacturer",,0,3,,,,,,,,,,,,,9,1,9,9,9,9,9,9,2,9,2,2,1,2,1,2,2,1,2,2,9,9,1,1,1,9,2,1,2,1,2,2,2,2,9,9,2,2,1,2,9,9,9,1,9,9,1,9,9,9,2,2,2,1,9,9,9,9,9,9,1,2,9,9,9,2,1,1,9,9,9,2,2,1,9,1,1,1,9
396,LVIS,Quebec,1867 - 1998,19,1940.03.26,2151,9a78a2e7-e965-4152-8817-3a12999a689b,"BOURGET, Maurice",8885,0.6797,Liberal Party of Canada,Civil engineer,,1,1,,,,,,,,,,,,,2,1,1,9,9,9,2,2,9,2,2,2,9,2,2,1,2,2,1,9,2,9,9,2,9,1,1,2,9,1,2,2,9,9,9,9,9,9,9,2,9,9,9,1,2,9,9,9,2,2,9,9,9,9,9,2,9,2,9,9,2,9,9,9,9,9,1,9,9,9,9,1,2,1,1,2,2,1,1
431,MEDICINE HAT,Alberta,1907 - ,19,1940.03.26,2160,9af5baa0-61a7-412e-9dc2-ec6e56f68e3e,"GERSHAW, Frederick William",9439,0.6308,Liberal Party of Canada,Physician,,0,4,,,,,,,,,,,,,2,1,1,2,2,1,9,9,9,2,2,2,1,2,1,2,2,1,2,2,2,9,1,1,1,2,2,1,9,1,2,2,2,2,2,1,2,2,1,2,9,9,9,1,2,2,1,1,9,2,2,2,2,1,1,2,2,2,9,2,1,2,1,9,2,2,9,9,9,9,9,2,2,1,1,1,1,1,2
17,ANTIGONISH--GUYSBOROUGH,Nova Scotia,1914 - 1966,19,1940.03.26,2171,9ba196ec-8cc2-4586-a992-2ab0a7ae59a1,"KIRK, James Ralph",7281,0.6123,Liberal Party of Canada,Merchant,,0,2,,,,,,,,,,,,,2,1,1,2,2,1,9,9,9,9,2,2,9,2,1,2,2,1,2,9,2,9,1,1,1,2,2,1,2,1,2,2,9,9,9,1,2,2,1,2,9,9,9,1,2,9,1,9,9,9,9,9,9,9,1,2,2,2,9,9,1,2,9,1,2,2,9,1,1,1,1,2,2,1,1,1,1,1,2
704,STANSTEAD,Quebec,1867 - 1966,19,1940.03.26,2174,9bcbda47-e6d5-443a-bddd-bb9ec12b372b,"DAVIDSON, Robert Greig",5112,0.5155,Liberal Party of Canada,Farmer,,0,2,,,,,,,,,,,,,9,1,1,9,9,9,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
731,TIMISKAMING,Ontario,1933 - 1993,19,1940.03.26,2207,9e9a1a23-707a-4e20-97dc-caca9c8af253,"LITTLE, Walter",10455,0.4719,Liberal Party of Canada,Contractor,,0,2,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,9,1,1,1,9,2,1,2,1,2,2,2,2,9,9,2,2,1,2,9,2,2,1,9,9,1,1,2,2,2,2,2,1,1,9,2,2,9,9,1,2,1,9,9,2,1,1,1,1,9,2,2,1,1,1,1,1,2
103,CALGARY WEST,Alberta,1914 - 1952,19,1940.03.26,2242,a0f8dbd6-a310-4dd8-a89a-5dcdd30f0517,"EDWARDS, Manley J.",7299,0.3687,Liberal Party of Canada,"Barrister, teacher",,0,1,,,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,9,2,1,2,2,1,2,2,2,9,1,1,1,2,2,1,2,9,2,2,2,2,2,1,2,2,1,2,9,9,9,1,2,2,1,1,2,2,2,2,2,1,1,9,2,2,1,2,1,9,1,1,2,2,1,1,9,9,1,2,2,1,1,1,1,1,9
125,CARTIER,Quebec,1924 - 1966,19,1940.03.26-1942.12.27,2263,a2779fdf-145d-4877-83e5-c34b99cfce6a,"BERCOVITCH, Peter",18191,0.8854,Liberal Party of Canada,Lawyer,,0,2,,,,,,,,,,Died in office: 1942.12.27,,,9,1,1,9,9,9,2,2,9,9,9,9,9,2,1,2,2,1,2,2,2,2,9,1,1,2,2,1,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
585,QUEBEC SOUTH,Quebec,1914 - 1966,19,1940.03.26,2293,a47e2fa3-277a-47c3-8868-2fc0fdddd05a,"POWER, Hon. Charles G.",15196,0.7801,Liberal Party of Canada,Lawyer,,0,7,,1,,,,,,,,,,,9,1,1,2,2,1,2,2,2,9,9,9,1,2,1,2,2,1,9,2,9,2,9,9,9,2,9,9,9,1,2,2,2,2,2,9,9,9,9,9,1,2,2,1,2,2,9,9,2,2,2,2,2,1,1,9,9,9,9,9,1,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,1,2
40,BEAUHARNOIS--LAPRAIRIE,Quebec,1933 - 1947,19,1940.03.26-1943.02.09,2319,a6118e5f-21ea-4604-b78b-56ad3aa2b56e,"RAYMOND, Maxime",11244,0.7641,Liberal Party of Canada,Lawyer,,1,5,1,,,1,,,,,,,,,9,1,9,9,9,9,9,9,9,9,2,2,9,2,2,1,2,2,1,9,9,9,2,2,9,1,1,2,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
40,BEAUHARNOIS--LAPRAIRIE,Quebec,1933 - 1947,19,1943.02.10,2319.1,a6118e5f-21ea-4604-b78b-56ad3aa2b56e,"RAYMOND, Maxime",11244,0.7641,Bloc Populaire Canadien,,,1,5,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,1,1,9,9,1,9,9,9,9,2,9,2,2,9,9,9,9,9,9,9,1,2,1,1,2,2,1,1
797,WELLINGTON SOUTH,Ontario,1867 - 1966,19,1940.03.26,2339,a7bf8074-1cd3-4818-b32d-9a1892ae5957,"GLADSTONE, Robert W.",8115,0.4688,Liberal Party of Canada,"Gentleman, manager, manufacturer, teacher",,0,2,,,,,,,,,,,,,9,1,1,2,2,1,2,2,2,2,9,9,1,2,9,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,9,2,2,9,9,2,1,9,2,2,2,2,2,1,1,2,2,2,9,2,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,9
327,KENT,New Brunswick,1867 - 1966,19,1940.03.26,2360,a909eaab-acea-4d06-83ee-d34cdfbb6c02,"LGER, Aurel D.",5582,0.648,Liberal Party of Canada,"Businessman, contractor, farmer",,1,1,,,,,,,,,,,,,2,1,1,9,9,9,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,9,2,2,1,2,1,2,2,2,2,2,9,2,2,1,2,9,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,9,2,1,2,1,9,9,2,1,1,9,9,9,1,2,1,1,1,1,1,2
822,WINNIPEG NORTH,Manitoba,1914 - 1997,19,1940.03.26,2392,aada98b9-4e8b-45b5-bfaf-f83a76e16cab,"BOOTH, Charles Stephen",13015,0.4088,Liberal Party of Canada,Barrister,,0,1,,,,,,,,,England,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
768,VAUDREUIL--SOULANGES,Quebec,1914 - 1966,19,1940.03.26,2408,ac244c59-b46b-4e19-8e51-7bcd5a67e50d,"THAUVETTE, Joseph",4381,0.4819,Liberal Party of Canada,Physician,,1,3,,,,,,,,,,,,,9,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,9,2,1,2,9,2,1,2,2,1,2,2,2,2,9,9,2,2,1,2,1,9,9,1,2,9,1,9,9,2,2,2,2,1,9,9,9,2,9,2,1,2,1,1,2,2,1,1,1,1,9,1,2,1,1,1,1,1,2
563,PRESCOTT,Ontario,1867 - 1952,19,1940.03.26,2427,adeb470e-95a5-4d1a-9fd9-e72a81a909e3,"BERTRAND, Elie Oscar",6431,0.6257,Liberal Party of Canada,Merchant,,1,4,,,,,,,,,,,,,2,1,1,9,9,9,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,9,9,2,1,2,2,2,2,2,9,2,2,1,2,1,2,2,1,2,9,1,1,2,2,2,2,2,1,9,2,9,9,1,9,9,9,1,9,2,2,1,1,1,1,1,1,2,1,1,2,2,1,9
689,SKEENA,British Columbia,1914 - 2003,19,1940.03.26,2429,ae12b84c-7041-40f5-945b-30deb6fe5981,"HANSON, Olof",4980,0.5274,Liberal Party of Canada,"Businessman, lumberman",,0,3,,,,,,,,,Sweden,,,,2,1,9,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,9,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,1,1,9,2,2,1,1,1,1,1,2
23,ASSINIBOIA,Saskatchewan,1907 - 1987,19,1940.03.26,2434,ae9696a3-c75f-4bc8-a7ec-026f6fbbf05e,"TRIPP, Jesse Pickard",6846,0.4512,Liberal Party of Canada,Pharmacist,,0,1,,,,,,,,,,,,,2,1,1,9,9,9,2,2,2,2,2,2,9,2,1,2,2,1,2,2,2,9,1,1,1,2,2,1,9,1,2,2,2,2,2,1,2,2,1,2,9,2,2,1,2,2,1,1,9,2,2,2,2,1,1,2,2,2,9,2,9,9,1,9,9,9,1,1,9,1,9,2,2,1,1,1,1,1,9
810,WESTMORLAND,New Brunswick,1867 - 1966,19,1940.03.26,2438,aeee788d-7fe7-4d62-b175-37928c7f4009,"EMMERSON, Henry Read",16431,0.6156,Liberal Party of Canada,"Business executive, salesman",,0,2,,,,,,,,,,,,,9,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,9,1,2,2,1,9,1,2,2,1,2,9,1,1,9,2,2,2,2,1,9,2,2,9,9,2,1,9,1,1,9,9,1,1,9,9,9,2,2,1,1,1,1,1,2
313,JACQUES CARTIER,Quebec,1867 - 1952,19,1940.03.26,2447,af77cf70-70e8-4f3e-850f-09c36cbb00dd,"MARIER, Elphege",11755,0.7448,Liberal Party of Canada,Lawyer,,1,2,,,,,,,,,,,,,9,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,9,9,2,9,1,2,1,9,9,9,2,1,2,2,2,2,9,9,2,2,1,2,1,2,2,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,1,1,9,2,1,9,1,1,1,9,2,1,1,1,1,1,9
565,PRINCE ALBERT,Saskatchewan,1907 - 1987,19,1940.03.26,2469,b11f5b30-7d32-44e6-b23c-a24561c1eaf5,"KING, Rt. Hon. William Lyon Mackenzie",8310,0.4596,Liberal Party of Canada,"Author, editor, gentleman, journalist, labour expert, lawyer, senior public servant",,0,8,,1,,,,,,,,,,,2,1,1,2,2,1,2,2,9,2,2,2,9,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,9,9,2,2,9,9,9,1,1,2,2,2,2,2,1,1,2,2,2,9,9,9,9,9,9,9,2,1,1,1,1,9,2,2,1,1,1,1,1,9
312,INVERNESS--RICHMOND,Nova Scotia,1933 - 1966,19,1940.03.26,2490,b24a9978-7566-4ab8-92ae-236e8fa689c1,"MCGARRY, Moses Elijah",9123,0.5634,Liberal Party of Canada,Physician,,0,1,,,,,,,,,,,,,2,1,1,2,2,1,9,9,9,2,2,2,1,2,1,2,2,1,2,2,2,2,9,1,1,2,2,1,2,9,2,2,2,2,2,1,2,2,1,2,9,9,9,1,2,2,1,1,2,2,9,2,2,1,1,2,2,2,9,2,1,2,1,1,2,9,1,9,9,9,9,2,2,1,1,1,1,1,2
626,RUSSELL,Ontario,1867 - 1966,19,1940.03.26,2495,b2ba480d-9a02-4109-a93b-3a73f8d0d540,"GOULET, Alfred",6045,0.6712,Liberal Party of Canada,Merchant,,1,5,,,,,,,,,,,,,9,1,1,9,9,1,2,9,2,2,9,9,9,2,1,2,2,1,2,2,9,2,9,9,9,9,9,9,2,9,2,2,2,2,2,1,2,2,1,2,1,9,9,9,9,2,9,9,9,2,9,9,9,9,1,2,9,9,9,9,1,2,9,9,9,2,9,1,9,9,9,2,2,1,1,1,1,1,2
595,REGINA CITY,Saskatchewan,1933 - 1966,19,1940.03.26-1944.10.19,2509,b45972c0-eae5-4675-9cbc-a1cbdfd706d2,"MCNIVEN, Donald Alexander",14434,0.4753,Liberal Party of Canada,Barrister,,0,2,,,,,,,,,,Resignation: 1944.10.19,,,2,1,1,9,9,9,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,9,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,9,2,2,1,2,9,1,1,9,2,2,2,2,1,1,2,2,2,1,2,1,2,1,9,2,9,1,1,1,1,9,99,99,99,99,99,99,99,99
72,BROADVIEW,Ontario,1933 - 1976,19,1940.03.26,2511,b4773d7c-fb30-477a-9d14-c076e60905ac,"CHURCH, Thomas Langton",14474,0.5801,National Government,Barrister,,0,6,,,,,,,,,,,,,9,1,1,9,9,9,2,1,2,2,9,9,9,2,1,2,1,2,1,1,1,9,9,1,2,9,2,1,1,2,2,2,2,1,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,2,2,9,9,9,9,1,9,9,2,9,1,2,9,9,9,1,9,1,9,9,1,2,1,1,1,2,2,1,2
438,MERCIER,Quebec,1933 - 1980,19,1940.03.26,2539,b6e2c8ed-5f15-4930-a438-2b12049dfbd7,"JEAN, Joseph",19134,0.8063,Liberal Party of Canada,Lawyer,,1,3,,,1,,,,,,,,,,9,1,1,2,2,1,2,2,2,2,2,2,9,2,1,2,2,1,2,2,2,9,1,2,1,2,9,9,2,1,2,2,2,9,9,9,2,2,1,2,1,2,2,1,2,9,9,1,2,9,9,9,9,9,9,9,9,9,1,9,1,9,1,1,9,2,1,1,1,1,1,1,2,1,1,1,1,1,9
533,PARKDALE,Ontario,1914 - 1976,19,1940.03.26,2545,b7586ae8-2255-4662-8bba-fa77a642d956,"BRUCE, Herbert A.",13605,0.5214,National Government,"Physician, surgeon",,0,1,,,,,,,,,,,,,2,1,9,9,9,9,2,1,9,9,1,1,2,2,1,2,1,2,2,1,9,1,9,1,2,1,2,1,9,2,2,9,2,1,9,2,9,9,9,9,9,9,9,2,1,9,2,9,1,9,9,9,9,9,2,1,9,1,9,2,9,9,9,9,9,1,2,9,2,9,1,2,1,1,2,2,2,1,2
415,MACLEOD,Alberta,1907 - 1966,19,1940.03.26,2555,b7be8f86-27c2-4da9-a780-2d2bb5edfa31,"HANSELL, Ernest George",6655,0.3984,Social Credit,"Clergyperson, minister",,0,2,,,,,,,,,England,,,,1,2,1,1,1,2,1,1,1,2,1,1,9,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,9,2,1,9,9,9,9,9,1,1,2,1,9,2,2,9,9,1,2,1,1,1,2,2,1,2,1,1,9,1,2,1,1,1,2,9,9,9,9,9,9,9,9,2,1,2,2,9,9,1,9
759,VANCOUVER EAST,British Columbia,1933 - ,19,1940.03.26,2562,b8094e9f-95f3-46b2-ab3e-9e132f32ed9e,"MACINNIS, Angus",12490,0.4298,Co-operative Commonwealth Federation,"Motorman, unionist",,0,3,,,,,,,,,,,,,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,2,1,1,2,2,9,2,1,2,2,1,1,2,1,2,2,1,1,2,2,2,1,1,2,1,1,1,2,2,1,2,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,9,9,1,9
437,MELVILLE,Saskatchewan,1924 - 1966,19,1940.03.26,2568,b88f8c1a-3837-4be1-8acb-61fedd1a9cc1,"GARDINER, Hon. James Garfield",10158,0.4829,Liberal Party of Canada,"Farmer, principal",,0,2,,1,,,,,,,,,,,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,9,1,2,2,2,2,2,1,9,9,9,2,1,2,2,1,2,2,1,1,9,2,2,2,2,1,1,2,9,9,1,2,1,2,9,9,9,2,1,1,1,1,9,2,2,1,1,1,1,9,2
272,HAMILTON WEST,Ontario,1903 - 2003,19,1940.03.26,2576,b90c0bfb-2a80-4f6c-bef5-f112a56cb1e0,"GIBSON, Colin Wm. Geo.",13965,0.5587,Liberal Party of Canada,"Land surveyor, lawyer",,0,1,,1,,,,,,,,,,,2,1,9,2,2,1,9,9,2,2,2,2,1,2,1,2,2,1,9,9,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,9,9,1,2,2,1,9,2,2,2,2,2,1,1,2,2,2,1,2,1,9,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,9
691,SOURIS,Manitoba,1903 - 1952,19,1940.03.26,2583,b987b0d3-b67f-4474-96f0-02e3a7d68395,"ROSS, James Arthur",4991,0.4448,National Government,Farmer,,0,1,,,,,,,,,,,,,1,1,1,2,1,1,2,1,1,9,1,1,2,2,1,2,9,9,2,1,1,9,1,1,2,1,2,1,9,2,2,2,2,1,1,2,2,2,1,1,9,2,2,2,1,1,2,1,1,2,2,2,1,9,2,1,2,1,9,2,1,2,9,1,9,9,2,1,2,2,9,2,1,1,2,2,2,1,2
855,YORK--SUNBURY,New Brunswick,1914 - 1987,19,1940.03.26,2585,b9befc64-819d-4523-8a07-915e74257442,"HANSON, Hon. Richard B.",10352,0.511,National Government,Barrister,,0,6,,,,,,,,,,,,,2,1,1,2,1,1,2,1,2,2,1,1,9,2,1,2,1,2,2,2,1,1,9,1,2,1,2,1,1,1,9,2,9,1,1,9,2,9,9,1,1,2,9,9,9,1,2,9,9,9,9,9,9,9,2,1,9,9,9,2,9,9,9,1,9,1,2,9,2,2,9,9,9,9,9,9,9,9,9
750,THREE RIVERS,Quebec,1933 - 1947,19,1940.03.26,2590,b9ebdc77-4e02-4d32-8b95-98c73bb99f53,"RYAN, Robert",9860,0.5303,Liberal Party of Canada,Accountant,,0,1,,,,,,,,,,,,,9,1,1,2,2,1,2,2,2,9,2,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,9,9,2,2,1,2,9,2,2,1,2,9,1,9,9,2,2,2,2,1,9,2,9,9,9,2,1,2,1,1,2,2,1,1,9,9,1,1,2,1,1,2,2,1,2
525,OUTREMONT,Quebec,1933 - 1947,19,1942.11.30,2600,ba56c9fb-9d5d-4412-9021-359fccbd4554,"LAFLECHE, Hon. Leo Richer",12378,0.6405,Liberal Party of Canada,Military,,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,2,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2
2,ACADIA,Alberta,1924 - 1966,19,1940.03.26,2602,ba7c8691-5f1c-4bc4-9ec1-82c0a828db16,"QUELCH, Victor",3767,0.4534,Social Credit,Farmer,,0,2,,,,,,,,,British Guyana,,,,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,1,1,1,9,1,9,1,2,1,9,2,1,2,2,1,1,2,1,1,9,9,1,9,9,9,9,1,2,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,2,9,1,1,1,1,9,9,9,2,2,2,2,1,1,1,2
436,MELFORT,Saskatchewan,1924 - 1952,19,1940.03.26,2613,bb3f8499-7690-4f8e-a84d-e0729a45b283,"WRIGHT, Percy Ellis",11358,0.5381,Co-operative Commonwealth Federation,Farmer,,0,1,,,,,,,,,,,,,1,2,1,1,1,2,1,1,1,1,9,9,2,1,1,2,2,2,9,9,1,9,9,2,1,1,2,2,9,2,1,2,2,1,1,2,1,9,9,1,9,2,2,2,1,9,2,1,9,1,2,2,1,2,1,1,1,1,2,1,9,9,2,9,9,1,1,1,1,1,9,2,2,2,2,1,1,1,2
